entity_type	entity_id	place_id	year_start	year_end	weight	reason	stance
persuasion	nicene	city:emmaus-emmaus-location-disputed	350	359	3	presence	
persuasion	nicene	city:ephesus-selcuk-area	320	329	3	presence	
persuasion	nicene	city:flavia-neapolis-nablus	320	329	3	presence	
persuasion	nicene	city:flavia-neapolis-nablus	350	359	3	presence	
persuasion	nicene	city:gadara-umm-qays	320	329	3	presence	
persuasion	nicene	city:gadara-umm-qays	350	359	3	presence	
persuasion	nicene	city:gangra-cank-r	320	339	3	presence	
persuasion	nicene	city:gangra-cank-r	350	359	3	presence	
persuasion	nicene	city:gaza-gaza	320	329	3	presence	
persuasion	nicene	city:gaza-gaza	350	359	3	presence	
persuasion	nicene	city:gerasa-jerash	320	329	3	presence	
persuasion	nicene	city:gerasa-jerash	340	359	3	presence	
persuasion	nicene	city:gortyna-gortyna	320	329	3	presence	
persuasion	nicene	city:gortyna-gortyna	350	359	3	presence	
persuasion	nicene	city:heliopolis-baalbek	320	339	3	presence	
persuasion	nicene	city:heliopolis-baalbek	350	359	3	presence	
persuasion	nicene	city:hierapolis-pamukkale	320	329	3	presence	
persuasion	nicene	city:hippo-regius-annaba	350	359	3	presence	
persuasion	nicene	city:hispalis-seville	320	329	3	presence	
persuasion	nicene	city:iconium-konya	320	329	3	presence	
persuasion	nicene	city:iconium-konya	350	359	3	presence	
persuasion	nicene	city:jerusalem-jerusalem	320	359	3	presence	
persuasion	nicene	city:joppa-jaffa-tel-aviv-yafo	320	329	3	presence	
persuasion	nicene	city:joppa-jaffa-tel-aviv-yafo	350	359	3	presence	
persuasion	nicene	city:laodicea-ad-mare-latakia	320	329	3	presence	
persuasion	nicene	city:laodicea-denizli-area	320	329	3	presence	
persuasion	nicene	city:leptis-magna-leptis-magna-near-al-khums	320	329	3	presence	
persuasion	nicene	city:londinium-london	320	329	3	presence	
persuasion	nicene	city:lugdunum-lyon	320	329	3	presence	
persuasion	nicene	city:lugdunum-lyon	350	359	3	presence	
persuasion	nicene	city:lystra-hatunsaray	320	329	3	presence	
persuasion	nicene	city:lystra-hatunsaray	350	359	3	presence	
persuasion	nicene	city:mediolanum-milan	320	329	3	presence	
persuasion	nicene	city:memphis-mit-rahina-near-cairo	320	329	3	presence	
persuasion	nicene	city:memphis-mit-rahina-near-cairo	350	359	3	presence	
persuasion	nicene	city:miletus-milet	320	329	3	presence	
persuasion	nicene	city:miletus-milet	350	359	3	presence	
persuasion	nicene	city:mtskheta-mtskheta	330	359	3	presence	
persuasion	nicene	city:myra-demre	320	339	3	presence	
persuasion	nicene	city:myra-demre	350	359	3	presence	
persuasion	nicene	city:naissus-nis	320	329	3	presence	
persuasion	nicene	city:narbo-narbonne	320	329	3	presence	
persuasion	nicene	city:nazareth-nazareth	350	359	3	presence	
persuasion	nicene	city:nazianzus-bekarlar-near-guzelyurt	280	359	3	presence	
persuasion	nicene	city:neapolis-naples	320	329	3	presence	
persuasion	nicene	city:neocaesarea-niksar	320	329	3	presence	
persuasion	nicene	city:neocaesarea-niksar	340	359	3	presence	
persuasion	nicene	city:nicaea-iznik	320	329	3	presence	
persuasion	nicene	city:nicomedia-izmit	320	329	3	presence	
persuasion	nicene	city:nicopolis-nicopolis-preveza-area	320	329	3	presence	
persuasion	nicene	city:nicopolis-nicopolis-preveza-area	350	359	3	presence	
persuasion	nicene	city:nisibis-nusaybin	320	359	3	presence	
persuasion	nicene	city:ostia-ostia-antica	320	339	3	presence	
persuasion	nicene	city:oxyrhynchus-el-bahnasa	320	329	3	presence	
persuasion	nicene	city:oxyrhynchus-el-bahnasa	350	359	3	presence	
persuasion	nicene	city:palmyra-tadmur	320	329	3	presence	
persuasion	nicene	city:palmyra-tadmur	350	359	3	presence	
persuasion	nicene	city:paphos-paphos	320	329	3	presence	
persuasion	nicene	city:paphos-paphos	350	359	3	presence	
persuasion	nicene	city:patmos-patmos	350	359	3	presence	
persuasion	nicene	city:pella-pella-tabaqat-fahl	320	329	3	presence	
persuasion	nicene	city:pella-pella-tabaqat-fahl	350	359	3	presence	
persuasion	nicene	city:perga-aksu	320	329	3	presence	
persuasion	nicene	city:perga-aksu	350	359	3	presence	
persuasion	nicene	city:pergamon-bergama	320	329	3	presence	
persuasion	nicene	city:petra-petra	320	329	3	presence	
persuasion	nicene	city:philadelphia-alasehir	320	329	3	presence	
persuasion	nicene	city:philadelphia-arabia-amman	320	329	3	presence	
persuasion	nicene	city:philadelphia-arabia-amman	350	359	3	presence	
persuasion	nicene	city:philippi-filippoi	320	329	3	presence	
persuasion	nicene	city:philippopolis-plovdiv	320	329	3	presence	
persuasion	nicene	city:pisidian-antioch-yalvac	320	329	3	presence	
persuasion	nicene	city:pisidian-antioch-yalvac	350	359	3	presence	
persuasion	nicene	city:ptolemais-akko	320	329	3	presence	
persuasion	nicene	city:ptolemais-akko	350	359	3	presence	
persuasion	nicene	city:puteoli-pozzuoli	350	359	3	presence	
persuasion	nicene	city:ravenna-ravenna	320	329	3	presence	
persuasion	nicene	city:ravenna-ravenna	350	359	3	presence	
persuasion	nicene	city:rome-rome	320	359	3	presence	
persuasion	nicene	city:salona-solin-near-split	320	329	3	presence	
persuasion	nicene	city:salona-solin-near-split	350	359	3	presence	
persuasion	nicene	city:samaria-sebastiyah	320	329	3	presence	
persuasion	nicene	city:samaria-sebastiyah	350	359	3	presence	
persuasion	nicene	city:samosata-samsat-submerged	320	329	3	presence	
persuasion	nicene	city:samosata-samsat-submerged	350	359	3	presence	
persuasion	nicene	city:sardis-sart	320	329	3	presence	
persuasion	nicene	city:scythopolis-bet-shean	320	329	3	presence	
persuasion	nicene	city:sebaste-sivas	320	359	3	presence	
persuasion	nicene	city:seleucia-pieria-cevlik	320	329	3	presence	
persuasion	nicene	city:seleucia-pieria-cevlik	350	359	3	presence	
persuasion	nicene	city:serdica-sofia	320	329	3	presence	
persuasion	nicene	city:serdica-sofia	340	359	3	presence	
persuasion	nicene	city:sidon-sidon-saida	320	329	3	presence	
persuasion	nicene	city:sidon-sidon-saida	350	359	3	presence	
persuasion	nicene	city:sinope-sinop	320	329	3	presence	
persuasion	nicene	city:sinope-sinop	350	359	3	presence	
persuasion	nicene	city:sirmium-sremska-mitrovica	320	329	3	presence	
persuasion	nicene	city:sirmium-sremska-mitrovica	350	359	3	presence	
persuasion	nicene	city:smyrna-izmir	320	329	3	presence	
persuasion	nicene	city:smyrna-izmir	350	359	3	presence	
persuasion	nicene	city:syracuse-syracuse	320	329	3	presence	
persuasion	nicene	city:syracuse-syracuse	350	359	3	presence	
persuasion	nicene	city:tarraco-tarragona	320	329	3	presence	
persuasion	nicene	city:tarraco-tarragona	350	359	3	presence	
persuasion	nicene	city:tarsus-tarsus	320	329	3	presence	
persuasion	nicene	city:tarsus-tarsus	350	359	3	presence	
persuasion	nicene	city:thebes-luxor	320	359	3	presence	
persuasion	nicene	city:thessalonica-thessaloniki	320	329	3	presence	
persuasion	nicene	city:thyatira-akhisar	320	329	3	presence	
persuasion	nicene	city:thyatira-akhisar	350	359	3	presence	
persuasion	nicene	city:tiberias-tiberias	320	339	3	presence	
persuasion	nicene	city:tiberias-tiberias	350	359	3	presence	
persuasion	nicene	city:tolosa-toulouse	320	329	3	presence	
persuasion	nicene	city:tolosa-toulouse	350	359	3	presence	
persuasion	nicene	city:tomis-constanta	320	329	3	presence	
persuasion	nicene	city:trapezus-trabzon	320	329	3	presence	
persuasion	nicene	city:troas-alexandria-troas	320	329	3	presence	
persuasion	nicene	city:troas-alexandria-troas	350	359	3	presence	
persuasion	nicene	city:tyre-tyre-sur	320	339	3	presence	
persuasion	nicene	city:vagharshapat-vagharshapat-etchmiadzin	320	359	3	presence	
persuasion	nicene	city:valentia-valencia	320	329	3	presence	
persuasion	nicene	city:valentia-valencia	350	359	3	presence	
persuasion	nicene	city:vienne-vienne	350	359	3	presence	
persuasion	novatianist	city:alexandria-alexandria	250	259	3	presence	
persuasion	novatianist	city:carthage-carthage	250	259	3	presence	
persuasion	novatianist	city:rome-rome	210	219	3	presence	
persuasion	novatianist	city:rome-rome	250	269	3	presence	
persuasion	orthodox	city:alexandria-alexandria	40	359	3	presence	
persuasion	orthodox	city:ancyra-ankara	300	359	3	presence	
persuasion	orthodox	city:ancyra-ankara	40	69	3	presence	
persuasion	orthodox	city:ancyra-ankara	90	99	3	presence	
persuasion	orthodox	city:antioch-antakya	40	359	3	presence	
persuasion	orthodox	city:apamea-afamia	210	219	3	presence	
persuasion	orthodox	city:apamea-afamia	320	329	3	presence	
persuasion	orthodox	city:ascalon-ashkelon	250	259	3	presence	
persuasion	orthodox	city:ascalon-ashkelon	40	49	3	presence	
persuasion	orthodox	city:athens-athens	320	329	3	presence	
persuasion	orthodox	city:athens-athens	50	189	3	presence	
persuasion	orthodox	city:attalia-antalya	320	329	3	presence	
persuasion	orthodox	city:attalia-antalya	350	359	3	presence	
persuasion	orthodox	city:attalia-antalya	40	59	3	presence	
persuasion	orthodox	city:azotus-ashdod	200	209	3	presence	
persuasion	orthodox	city:azotus-ashdod	40	49	3	presence	
persuasion	orthodox	city:beroia-veria	350	359	3	presence	
persuasion	orthodox	city:beroia-veria	50	69	3	presence	
persuasion	orthodox	city:berytus-beirut	230	249	3	presence	
persuasion	orthodox	city:berytus-beirut	320	329	3	presence	
persuasion	orthodox	city:berytus-beirut	350	359	3	presence	
persuasion	orthodox	city:bethany-al-eizariya	150	159	3	presence	
persuasion	orthodox	city:bethany-al-eizariya	350	359	3	presence	
persuasion	orthodox	city:bethany-al-eizariya	40	49	3	presence	
persuasion	orthodox	city:bethlehem-bethlehem	140	149	3	presence	
persuasion	orthodox	city:bethlehem-bethlehem	200	209	3	presence	
persuasion	orthodox	city:bethlehem-bethlehem	320	359	3	presence	
persuasion	orthodox	city:bethlehem-bethlehem	40	59	3	presence	
persuasion	orthodox	city:bethlehem-bethlehem	90	99	3	presence	
persuasion	orthodox	city:byzantium-istanbul	190	199	3	presence	
persuasion	orthodox	city:byzantium-istanbul	280	359	3	presence	
persuasion	orthodox	city:byzantium-istanbul	80	99	3	presence	
persuasion	orthodox	city:caesarea-cappadocia-kayseri	150	159	3	presence	
persuasion	orthodox	city:caesarea-cappadocia-kayseri	190	279	3	presence	
persuasion	orthodox	city:caesarea-cappadocia-kayseri	320	329	3	presence	
persuasion	orthodox	city:caesarea-cappadocia-kayseri	340	359	3	presence	
persuasion	orthodox	city:caesarea-maritima-caesarea	150	359	3	presence	
persuasion	orthodox	city:caesarea-maritima-caesarea	40	139	3	presence	
persuasion	orthodox	city:caesarea-philippi-banias	110	119	3	presence	
persuasion	orthodox	city:caesarea-philippi-banias	200	209	3	presence	
persuasion	orthodox	city:caesarea-philippi-banias	320	339	3	presence	
persuasion	orthodox	city:caesarea-philippi-banias	350	359	3	presence	
persuasion	orthodox	city:caesarea-philippi-banias	40	49	3	presence	
persuasion	orthodox	city:capernaum-kefar-nahum	190	199	3	presence	
persuasion	orthodox	city:capernaum-kefar-nahum	330	339	3	presence	
persuasion	orthodox	city:capernaum-kefar-nahum	350	359	3	presence	
persuasion	orthodox	city:capernaum-kefar-nahum	40	49	3	presence	
persuasion	orthodox	city:carnuntum-petronell-carnuntum	320	329	3	presence	
persuasion	orthodox	city:chalcedon-kad-koy-istanbul	320	329	3	presence	
persuasion	orthodox	city:colossae-near-honaz	110	119	3	presence	
persuasion	orthodox	city:colossae-near-honaz	60	89	3	presence	
persuasion	orthodox	city:corinth-ancient-corinth	230	239	3	presence	
persuasion	orthodox	city:corinth-ancient-corinth	310	329	3	presence	
persuasion	orthodox	city:corinth-ancient-corinth	50	209	3	presence	
persuasion	orthodox	city:cyprus-salamis-famagusta-area	110	119	3	presence	
persuasion	orthodox	city:cyprus-salamis-famagusta-area	310	329	3	presence	
persuasion	orthodox	city:cyprus-salamis-famagusta-area	350	359	3	presence	
persuasion	orthodox	city:cyprus-salamis-famagusta-area	40	79	3	presence	
persuasion	orthodox	city:damascus-damascus	40	359	3	presence	
persuasion	orthodox	city:emesa-homs	320	329	3	presence	
persuasion	orthodox	city:emmaus-emmaus-location-disputed	120	129	3	presence	
persuasion	orthodox	city:emmaus-emmaus-location-disputed	200	229	3	presence	
persuasion	orthodox	city:emmaus-emmaus-location-disputed	320	329	3	presence	
persuasion	orthodox	city:emmaus-emmaus-location-disputed	350	359	3	presence	
persuasion	orthodox	city:emmaus-emmaus-location-disputed	40	49	3	presence	
persuasion	orthodox	city:ephesus-selcuk-area	310	329	3	presence	
persuasion	orthodox	city:ephesus-selcuk-area	50	199	3	presence	
persuasion	orthodox	city:flavia-neapolis-nablus	100	129	3	presence	
persuasion	orthodox	city:flavia-neapolis-nablus	320	329	3	presence	
persuasion	orthodox	city:flavia-neapolis-nablus	350	359	3	presence	
persuasion	orthodox	city:flavia-neapolis-nablus	40	49	3	presence	
persuasion	orthodox	city:gadara-umm-qays	110	119	3	presence	
persuasion	orthodox	city:gadara-umm-qays	320	329	3	presence	
persuasion	orthodox	city:gadara-umm-qays	350	359	3	presence	
persuasion	orthodox	city:gadara-umm-qays	40	59	3	presence	
persuasion	orthodox	city:gangra-cank-r	320	339	3	presence	
persuasion	orthodox	city:gangra-cank-r	350	359	3	presence	
persuasion	orthodox	city:gerasa-jerash	200	209	3	presence	
persuasion	orthodox	city:gerasa-jerash	320	329	3	presence	
persuasion	orthodox	city:gerasa-jerash	340	359	3	presence	
persuasion	orthodox	city:gortyna-gortyna	100	109	3	presence	
persuasion	orthodox	city:gortyna-gortyna	120	129	3	presence	
persuasion	orthodox	city:gortyna-gortyna	160	169	3	presence	
persuasion	orthodox	city:gortyna-gortyna	320	329	3	presence	
persuasion	orthodox	city:gortyna-gortyna	350	359	3	presence	
persuasion	orthodox	city:gortyna-gortyna	40	69	3	presence	
persuasion	orthodox	city:heliopolis-baalbek	320	339	3	presence	
persuasion	orthodox	city:heliopolis-baalbek	350	359	3	presence	
persuasion	orthodox	city:hierapolis-pamukkale	320	329	3	presence	
persuasion	orthodox	city:hierapolis-pamukkale	60	179	3	presence	
persuasion	orthodox	city:jerusalem-jerusalem	40	359	3	presence	
persuasion	orthodox	city:joppa-jaffa-tel-aviv-yafo	100	129	3	presence	
persuasion	orthodox	city:joppa-jaffa-tel-aviv-yafo	320	329	3	presence	
persuasion	orthodox	city:joppa-jaffa-tel-aviv-yafo	350	359	3	presence	
persuasion	orthodox	city:joppa-jaffa-tel-aviv-yafo	40	89	3	presence	
persuasion	orthodox	city:laodicea-ad-mare-latakia	320	329	3	presence	
persuasion	orthodox	city:laodicea-denizli-area	140	159	3	presence	
persuasion	orthodox	city:laodicea-denizli-area	320	329	3	presence	
persuasion	orthodox	city:laodicea-denizli-area	60	89	3	presence	
persuasion	orthodox	city:malabar-coast-india-kerala-region	310	319	3	presence	
persuasion	orthodox	city:malabar-coast-india-kerala-region	340	359	3	presence	
persuasion	orthodox	city:malabar-coast-india-kerala-region	60	289	3	presence	
persuasion	orthodox	city:miletus-milet	320	329	3	presence	
persuasion	orthodox	city:miletus-milet	350	359	3	presence	
persuasion	orthodox	city:miletus-milet	60	69	3	presence	
persuasion	orthodox	city:mtskheta-mtskheta	280	289	3	presence	
persuasion	orthodox	city:mtskheta-mtskheta	300	359	3	presence	
persuasion	orthodox	city:myra-demre	270	339	3	presence	
persuasion	orthodox	city:myra-demre	350	359	3	presence	
persuasion	orthodox	city:myra-demre	50	59	3	presence	
persuasion	orthodox	city:naissus-nis	270	279	3	presence	
persuasion	orthodox	city:naissus-nis	320	329	3	presence	
persuasion	orthodox	city:nazareth-nazareth	350	359	3	presence	
persuasion	orthodox	city:nazareth-nazareth	40	59	3	presence	
persuasion	orthodox	city:nazianzus-bekarlar-near-guzelyurt	280	359	3	presence	
persuasion	orthodox	city:neocaesarea-niksar	100	109	3	presence	
persuasion	orthodox	city:neocaesarea-niksar	210	279	3	presence	
persuasion	orthodox	city:neocaesarea-niksar	310	329	3	presence	
persuasion	orthodox	city:neocaesarea-niksar	340	359	3	presence	
persuasion	orthodox	city:neocaesarea-niksar	60	79	3	presence	
persuasion	orthodox	city:nicaea-iznik	100	119	3	presence	
persuasion	orthodox	city:nicaea-iznik	320	329	3	presence	
persuasion	orthodox	city:nicomedia-izmit	100	129	3	presence	
persuasion	orthodox	city:nicomedia-izmit	290	349	3	presence	
persuasion	orthodox	city:palmyra-tadmur	260	269	3	presence	
persuasion	orthodox	city:palmyra-tadmur	320	329	3	presence	
persuasion	orthodox	city:palmyra-tadmur	350	359	3	presence	
persuasion	orthodox	city:paphos-paphos	320	329	3	presence	
persuasion	orthodox	city:paphos-paphos	350	359	3	presence	
persuasion	orthodox	city:paphos-paphos	40	49	3	presence	
persuasion	orthodox	city:patmos-patmos	350	359	3	presence	
persuasion	orthodox	city:patmos-patmos	60	109	3	presence	
persuasion	orthodox	city:pella-pella-tabaqat-fahl	320	329	3	presence	
persuasion	orthodox	city:pella-pella-tabaqat-fahl	350	359	3	presence	
persuasion	orthodox	city:pella-pella-tabaqat-fahl	40	69	3	presence	
persuasion	orthodox	city:perga-aksu	320	329	3	presence	
persuasion	orthodox	city:perga-aksu	350	359	3	presence	
persuasion	orthodox	city:perga-aksu	40	59	3	presence	
persuasion	orthodox	city:pergamon-bergama	100	109	3	presence	
persuasion	orthodox	city:pergamon-bergama	320	329	3	presence	
persuasion	orthodox	city:pergamon-bergama	60	89	3	presence	
persuasion	orthodox	city:philadelphia-alasehir	110	129	3	presence	
persuasion	orthodox	city:philadelphia-alasehir	320	329	3	presence	
persuasion	orthodox	city:philadelphia-alasehir	60	89	3	presence	
persuasion	orthodox	city:philadelphia-arabia-amman	320	329	3	presence	
persuasion	orthodox	city:philadelphia-arabia-amman	350	359	3	presence	
persuasion	orthodox	city:philippi-filippoi	310	329	3	presence	
persuasion	orthodox	city:philippi-filippoi	50	159	3	presence	
persuasion	orthodox	city:philippopolis-plovdiv	210	219	3	presence	
persuasion	orthodox	city:philippopolis-plovdiv	320	329	3	presence	
persuasion	orthodox	city:ptolemais-akko	320	329	3	presence	
persuasion	orthodox	city:ptolemais-akko	350	359	3	presence	
persuasion	orthodox	city:ptolemais-akko	50	59	3	presence	
persuasion	orthodox	city:rome-rome	40	359	3	presence	
persuasion	orthodox	city:samaria-sebastiyah	320	329	3	presence	
persuasion	orthodox	city:samaria-sebastiyah	350	359	3	presence	
persuasion	orthodox	city:samaria-sebastiyah	40	119	3	presence	
persuasion	orthodox	city:sardis-sart	110	119	3	presence	
persuasion	orthodox	city:sardis-sart	140	199	3	presence	
persuasion	orthodox	city:sardis-sart	320	329	3	presence	
persuasion	orthodox	city:sardis-sart	60	89	3	presence	
persuasion	orthodox	city:scythopolis-bet-shean	320	329	3	presence	
persuasion	orthodox	city:sebaste-sivas	300	359	3	presence	
persuasion	orthodox	city:seleucia-pieria-cevlik	320	329	3	presence	
persuasion	orthodox	city:seleucia-pieria-cevlik	350	359	3	presence	
persuasion	orthodox	city:seleucia-pieria-cevlik	40	49	3	presence	
persuasion	orthodox	city:serdica-sofia	320	329	3	presence	
persuasion	orthodox	city:serdica-sofia	340	359	3	presence	
persuasion	orthodox	city:sidon-sidon-saida	320	329	3	presence	
persuasion	orthodox	city:sidon-sidon-saida	350	359	3	presence	
persuasion	orthodox	city:sidon-sidon-saida	40	69	3	presence	
persuasion	orthodox	city:sirmium-sremska-mitrovica	290	309	3	presence	
persuasion	orthodox	city:sirmium-sremska-mitrovica	320	329	3	presence	
persuasion	orthodox	city:sirmium-sremska-mitrovica	350	359	3	presence	
persuasion	orthodox	city:smyrna-izmir	320	329	3	presence	
persuasion	orthodox	city:smyrna-izmir	350	359	3	presence	
persuasion	orthodox	city:smyrna-izmir	60	169	3	presence	
persuasion	orthodox	city:thessalonica-thessaloniki	310	329	3	presence	
persuasion	orthodox	city:thessalonica-thessaloniki	50	129	3	presence	
persuasion	orthodox	city:thyatira-akhisar	320	329	3	presence	
persuasion	orthodox	city:thyatira-akhisar	350	359	3	presence	
persuasion	orthodox	city:thyatira-akhisar	60	79	3	presence	
persuasion	orthodox	city:tiberias-tiberias	200	209	3	presence	
persuasion	orthodox	city:tiberias-tiberias	310	339	3	presence	
persuasion	orthodox	city:tiberias-tiberias	350	359	3	presence	
persuasion	orthodox	city:tiberias-tiberias	40	49	3	presence	
persuasion	orthodox	city:tomis-constanta	320	329	3	presence	
persuasion	orthodox	city:trapezus-trabzon	320	329	3	presence	
persuasion	orthodox	city:trapezus-trabzon	40	59	3	presence	
persuasion	orthodox	city:trapezus-trabzon	80	99	3	presence	
persuasion	orthodox	city:tyre-tyre-sur	200	339	3	presence	
persuasion	orthodox	city:tyre-tyre-sur	50	69	3	presence	
persuasion	proto-orthodox	city:aksum-axum-axum	310	359	3	presence	
persuasion	proto-orthodox	city:alexandria-alexandria	40	319	3	presence	
persuasion	proto-orthodox	city:ancyra-ankara	300	319	3	presence	
persuasion	proto-orthodox	city:ancyra-ankara	40	69	3	presence	
persuasion	proto-orthodox	city:ancyra-ankara	90	99	3	presence	
persuasion	proto-orthodox	city:antioch-antakya	40	319	3	presence	
persuasion	proto-orthodox	city:apamea-afamia	210	219	3	presence	
persuasion	proto-orthodox	city:aquileia-aquileia	100	109	3	presence	
persuasion	proto-orthodox	city:aquileia-aquileia	160	169	3	presence	
persuasion	proto-orthodox	city:aquileia-aquileia	50	69	3	presence	
persuasion	proto-orthodox	city:arelate-arles	150	159	3	presence	
persuasion	proto-orthodox	city:arelate-arles	180	189	3	presence	
persuasion	proto-orthodox	city:arelate-arles	300	319	3	presence	
persuasion	proto-orthodox	city:ascalon-ashkelon	250	259	3	presence	
persuasion	proto-orthodox	city:ascalon-ashkelon	40	49	3	presence	
persuasion	proto-orthodox	city:athens-athens	50	189	3	presence	
persuasion	proto-orthodox	city:attalia-antalya	40	59	3	presence	
persuasion	proto-orthodox	city:augusta-treverorum-trier	150	159	3	presence	
persuasion	proto-orthodox	city:augusta-treverorum-trier	200	209	3	presence	
persuasion	proto-orthodox	city:augusta-treverorum-trier	300	319	3	presence	
persuasion	proto-orthodox	city:augusta-vindelicorum-augsburg	300	319	3	presence	
persuasion	proto-orthodox	city:azotus-ashdod	200	209	3	presence	
persuasion	proto-orthodox	city:azotus-ashdod	40	49	3	presence	
persuasion	proto-orthodox	city:barcinonae-barcelona	310	319	3	presence	
persuasion	proto-orthodox	city:beroia-veria	50	69	3	presence	
persuasion	proto-orthodox	city:berytus-beirut	230	249	3	presence	
persuasion	proto-orthodox	city:bethany-al-eizariya	150	159	3	presence	
persuasion	proto-orthodox	city:bethany-al-eizariya	40	49	3	presence	
persuasion	proto-orthodox	city:bethlehem-bethlehem	140	149	3	presence	
persuasion	proto-orthodox	city:bethlehem-bethlehem	200	209	3	presence	
persuasion	proto-orthodox	city:bethlehem-bethlehem	40	59	3	presence	
persuasion	proto-orthodox	city:bethlehem-bethlehem	90	99	3	presence	
persuasion	proto-orthodox	city:bostra-bosra	200	209	3	presence	
persuasion	proto-orthodox	city:bostra-bosra	220	249	3	presence	
persuasion	proto-orthodox	city:byzantium-istanbul	190	199	3	presence	
persuasion	proto-orthodox	city:byzantium-istanbul	280	319	3	presence	
persuasion	proto-orthodox	city:caesaraugusta-zaragoza	180	189	3	presence	
persuasion	proto-orthodox	city:caesaraugusta-zaragoza	300	319	3	presence	
persuasion	proto-orthodox	city:caesarea-cappadocia-kayseri	150	159	3	presence	
persuasion	proto-orthodox	city:caesarea-cappadocia-kayseri	190	279	3	presence	
persuasion	proto-orthodox	city:caesarea-maritima-caesarea	150	319	3	presence	
persuasion	proto-orthodox	city:caesarea-maritima-caesarea	40	139	3	presence	
persuasion	proto-orthodox	city:caesarea-philippi-banias	110	119	3	presence	
persuasion	proto-orthodox	city:caesarea-philippi-banias	200	209	3	presence	
persuasion	proto-orthodox	city:caesarea-philippi-banias	40	49	3	presence	
persuasion	proto-orthodox	city:capernaum-kefar-nahum	190	199	3	presence	
persuasion	proto-orthodox	city:capernaum-kefar-nahum	40	49	3	presence	
persuasion	proto-orthodox	city:capua-santa-maria-capua-vetere	40	49	3	presence	
persuasion	proto-orthodox	city:capua-santa-maria-capua-vetere	60	69	3	presence	
persuasion	proto-orthodox	city:carrhae-harran	40	49	3	presence	
persuasion	proto-orthodox	city:carthage-carthage	100	109	3	presence	
persuasion	proto-orthodox	city:carthage-carthage	130	359	3	presence	
persuasion	proto-orthodox	city:cenchreae-kenchreai	50	69	3	presence	
persuasion	proto-orthodox	city:cirta-constantine	180	189	3	presence	
persuasion	proto-orthodox	city:cirta-constantine	240	259	3	presence	
persuasion	proto-orthodox	city:cirta-constantine	290	329	3	presence	
persuasion	proto-orthodox	city:colonia-agrippina-cologne	150	159	3	presence	
persuasion	proto-orthodox	city:colonia-agrippina-cologne	180	189	3	presence	
persuasion	proto-orthodox	city:colonia-agrippina-cologne	300	319	3	presence	
persuasion	proto-orthodox	city:colossae-near-honaz	110	119	3	presence	
persuasion	proto-orthodox	city:colossae-near-honaz	60	89	3	presence	
persuasion	proto-orthodox	city:corduba-cordoba	180	189	3	presence	
persuasion	proto-orthodox	city:corduba-cordoba	220	319	3	presence	
persuasion	proto-orthodox	city:corduba-cordoba	60	69	3	presence	
persuasion	proto-orthodox	city:corinth-ancient-corinth	230	239	3	presence	
persuasion	proto-orthodox	city:corinth-ancient-corinth	310	319	3	presence	
persuasion	proto-orthodox	city:corinth-ancient-corinth	50	209	3	presence	
persuasion	proto-orthodox	city:cyprus-salamis-famagusta-area	110	119	3	presence	
persuasion	proto-orthodox	city:cyprus-salamis-famagusta-area	310	319	3	presence	
persuasion	proto-orthodox	city:cyprus-salamis-famagusta-area	40	79	3	presence	
persuasion	proto-orthodox	city:cyrene-shahhat	100	119	3	presence	
persuasion	proto-orthodox	city:cyrene-shahhat	40	59	3	presence	
persuasion	proto-orthodox	city:damascus-damascus	40	319	3	presence	
persuasion	proto-orthodox	city:derbe-near-karaman	50	69	3	presence	
persuasion	proto-orthodox	city:dura-europos-salihiye-submerged	220	269	3	presence	
persuasion	proto-orthodox	city:eboracum-york	160	169	3	presence	
persuasion	proto-orthodox	city:eboracum-york	180	189	3	presence	
persuasion	proto-orthodox	city:eboracum-york	300	319	3	presence	
persuasion	proto-orthodox	city:edessa-sanl-urfa	300	329	3	presence	
persuasion	proto-orthodox	city:edessa-sanl-urfa	40	229	3	presence	
persuasion	proto-orthodox	city:elvira-iliberis-near-granada	290	309	3	presence	
persuasion	proto-orthodox	city:emerita-augusta-merida	180	189	3	presence	
persuasion	proto-orthodox	city:emerita-augusta-merida	240	259	3	presence	
persuasion	proto-orthodox	city:emerita-augusta-merida	300	309	3	presence	
persuasion	proto-orthodox	city:emmaus-emmaus-location-disputed	120	129	3	presence	
persuasion	proto-orthodox	city:emmaus-emmaus-location-disputed	200	229	3	presence	
persuasion	proto-orthodox	city:emmaus-emmaus-location-disputed	40	49	3	presence	
persuasion	proto-orthodox	city:ephesus-selcuk-area	310	319	3	presence	
persuasion	proto-orthodox	city:ephesus-selcuk-area	50	199	3	presence	
persuasion	proto-orthodox	city:flavia-neapolis-nablus	100	129	3	presence	
persuasion	proto-orthodox	city:flavia-neapolis-nablus	40	49	3	presence	
persuasion	proto-orthodox	city:gadara-umm-qays	110	119	3	presence	
persuasion	proto-orthodox	city:gadara-umm-qays	40	59	3	presence	
persuasion	proto-orthodox	city:gaza-gaza	200	209	3	presence	
persuasion	proto-orthodox	city:gaza-gaza	40	59	3	presence	
persuasion	proto-orthodox	city:gerasa-jerash	200	209	3	presence	
persuasion	proto-orthodox	city:gortyna-gortyna	100	109	3	presence	
persuasion	proto-orthodox	city:gortyna-gortyna	120	129	3	presence	
persuasion	proto-orthodox	city:gortyna-gortyna	160	169	3	presence	
persuasion	proto-orthodox	city:gortyna-gortyna	40	69	3	presence	
