entity_type	entity_id	place_id	year_start	year_end	weight	reason	stance
persuasion	proto-orthodox	city:hierapolis-pamukkale	60	179	3	presence	
persuasion	proto-orthodox	city:hippo-regius-annaba	180	189	3	presence	
persuasion	proto-orthodox	city:hippo-regius-annaba	320	329	3	presence	
persuasion	proto-orthodox	city:hispalis-seville	290	319	3	presence	
persuasion	proto-orthodox	city:iconium-konya	50	79	3	presence	
persuasion	proto-orthodox	city:iconium-konya	90	99	3	presence	
persuasion	proto-orthodox	city:jerusalem-jerusalem	40	319	3	presence	
persuasion	proto-orthodox	city:joppa-jaffa-tel-aviv-yafo	100	129	3	presence	
persuasion	proto-orthodox	city:joppa-jaffa-tel-aviv-yafo	40	89	3	presence	
persuasion	proto-orthodox	city:laodicea-denizli-area	140	159	3	presence	
persuasion	proto-orthodox	city:laodicea-denizli-area	60	89	3	presence	
persuasion	proto-orthodox	city:londinium-london	190	219	3	presence	
persuasion	proto-orthodox	city:londinium-london	240	249	3	presence	
persuasion	proto-orthodox	city:londinium-london	290	319	3	presence	
persuasion	proto-orthodox	city:lugdunum-lyon	140	209	3	presence	
persuasion	proto-orthodox	city:lugdunum-lyon	310	319	3	presence	
persuasion	proto-orthodox	city:lystra-hatunsaray	50	69	3	presence	
persuasion	proto-orthodox	city:malabar-coast-india-kerala-region	280	289	3	presence	
persuasion	proto-orthodox	city:malabar-coast-india-kerala-region	310	319	3	presence	
persuasion	proto-orthodox	city:malabar-coast-india-kerala-region	60	69	3	presence	
persuasion	proto-orthodox	city:malta-valletta-area	60	79	3	presence	
persuasion	proto-orthodox	city:massilia-marseille	160	189	3	presence	
persuasion	proto-orthodox	city:mediolanum-milan	160	169	3	presence	
persuasion	proto-orthodox	city:mediolanum-milan	310	319	3	presence	
persuasion	proto-orthodox	city:mediolanum-milan	50	59	3	presence	
persuasion	proto-orthodox	city:memphis-mit-rahina-near-cairo	40	49	3	presence	
persuasion	proto-orthodox	city:miletus-milet	60	69	3	presence	
persuasion	proto-orthodox	city:mtskheta-mtskheta	300	329	3	presence	
persuasion	proto-orthodox	city:myra-demre	270	319	3	presence	
persuasion	proto-orthodox	city:myra-demre	50	59	3	presence	
persuasion	proto-orthodox	city:naissus-nis	270	279	3	presence	
persuasion	proto-orthodox	city:nazareth-nazareth	40	59	3	presence	
persuasion	proto-orthodox	city:neapolis-naples	300	309	3	presence	
persuasion	proto-orthodox	city:neapolis-naples	40	49	3	presence	
persuasion	proto-orthodox	city:neocaesarea-niksar	100	109	3	presence	
persuasion	proto-orthodox	city:neocaesarea-niksar	210	279	3	presence	
persuasion	proto-orthodox	city:neocaesarea-niksar	310	319	3	presence	
persuasion	proto-orthodox	city:neocaesarea-niksar	60	79	3	presence	
persuasion	proto-orthodox	city:nicaea-iznik	100	119	3	presence	
persuasion	proto-orthodox	city:nicomedia-izmit	100	129	3	presence	
persuasion	proto-orthodox	city:nicomedia-izmit	290	319	3	presence	
persuasion	proto-orthodox	city:nicopolis-nicopolis-preveza-area	50	69	3	presence	
persuasion	proto-orthodox	city:nisibis-nusaybin	280	319	3	presence	
persuasion	proto-orthodox	city:ostia-ostia-antica	40	49	3	presence	
persuasion	proto-orthodox	city:ostia-ostia-antica	60	69	3	presence	
persuasion	proto-orthodox	city:oxyrhynchus-el-bahnasa	130	139	3	presence	
persuasion	proto-orthodox	city:oxyrhynchus-el-bahnasa	200	209	3	presence	
persuasion	proto-orthodox	city:oxyrhynchus-el-bahnasa	300	309	3	presence	
persuasion	proto-orthodox	city:palmyra-tadmur	260	269	3	presence	
persuasion	proto-orthodox	city:paphos-paphos	40	49	3	presence	
persuasion	proto-orthodox	city:patmos-patmos	60	109	3	presence	
persuasion	proto-orthodox	city:pella-pella-tabaqat-fahl	40	69	3	presence	
persuasion	proto-orthodox	city:perga-aksu	40	59	3	presence	
persuasion	proto-orthodox	city:pergamon-bergama	100	109	3	presence	
persuasion	proto-orthodox	city:pergamon-bergama	60	89	3	presence	
persuasion	proto-orthodox	city:petra-petra	200	209	3	presence	
persuasion	proto-orthodox	city:petra-petra	230	239	3	presence	
persuasion	proto-orthodox	city:petra-petra	40	49	3	presence	
persuasion	proto-orthodox	city:philadelphia-alasehir	110	129	3	presence	
persuasion	proto-orthodox	city:philadelphia-alasehir	60	89	3	presence	
persuasion	proto-orthodox	city:philippi-filippoi	310	319	3	presence	
persuasion	proto-orthodox	city:philippi-filippoi	50	159	3	presence	
persuasion	proto-orthodox	city:philippopolis-plovdiv	210	219	3	presence	
persuasion	proto-orthodox	city:pisidian-antioch-yalvac	150	159	3	presence	
persuasion	proto-orthodox	city:pisidian-antioch-yalvac	40	69	3	presence	
persuasion	proto-orthodox	city:ptolemais-akko	50	59	3	presence	
persuasion	proto-orthodox	city:puteoli-pozzuoli	60	69	3	presence	
persuasion	proto-orthodox	city:ravenna-ravenna	180	189	3	presence	
persuasion	proto-orthodox	city:rhegium-reggio-calabria	200	209	3	presence	
persuasion	proto-orthodox	city:rhegium-reggio-calabria	50	59	3	presence	
persuasion	proto-orthodox	city:rome-rome	40	319	3	presence	
persuasion	proto-orthodox	city:salona-solin-near-split	40	69	3	presence	
persuasion	proto-orthodox	city:samaria-sebastiyah	40	119	3	presence	
persuasion	proto-orthodox	city:samosata-samsat-submerged	240	279	3	presence	
persuasion	proto-orthodox	city:sardis-sart	110	119	3	presence	
persuasion	proto-orthodox	city:sardis-sart	140	199	3	presence	
persuasion	proto-orthodox	city:sardis-sart	60	89	3	presence	
persuasion	proto-orthodox	city:sebaste-sivas	300	319	3	presence	
persuasion	proto-orthodox	city:seleucia-ctesiphon-al-madain	100	109	3	presence	
persuasion	proto-orthodox	city:seleucia-ctesiphon-al-madain	150	159	3	presence	
persuasion	proto-orthodox	city:seleucia-ctesiphon-al-madain	170	179	3	presence	
persuasion	proto-orthodox	city:seleucia-ctesiphon-al-madain	190	199	3	presence	
persuasion	proto-orthodox	city:seleucia-ctesiphon-al-madain	240	249	3	presence	
persuasion	proto-orthodox	city:seleucia-ctesiphon-al-madain	260	359	3	presence	
persuasion	proto-orthodox	city:seleucia-pieria-cevlik	40	49	3	presence	
persuasion	proto-orthodox	city:sidon-sidon-saida	40	69	3	presence	
persuasion	proto-orthodox	city:sinope-sinop	200	209	3	presence	
persuasion	proto-orthodox	city:sinope-sinop	40	49	3	presence	
persuasion	proto-orthodox	city:sinope-sinop	80	119	3	presence	
persuasion	proto-orthodox	city:sirmium-sremska-mitrovica	290	309	3	presence	
persuasion	proto-orthodox	city:smyrna-izmir	60	169	3	presence	
persuasion	proto-orthodox	city:syracuse-syracuse	50	59	3	presence	
persuasion	proto-orthodox	city:tarraco-tarragona	110	119	3	presence	
persuasion	proto-orthodox	city:tarraco-tarragona	160	169	3	presence	
persuasion	proto-orthodox	city:tarraco-tarragona	180	189	3	presence	
persuasion	proto-orthodox	city:tarraco-tarragona	250	259	3	presence	
persuasion	proto-orthodox	city:tarraco-tarragona	300	319	3	presence	
persuasion	proto-orthodox	city:tarraco-tarragona	60	69	3	presence	
persuasion	proto-orthodox	city:tarsus-tarsus	40	59	3	presence	
persuasion	proto-orthodox	city:thebes-luxor	240	319	3	presence	
persuasion	proto-orthodox	city:thessalonica-thessaloniki	310	319	3	presence	
persuasion	proto-orthodox	city:thessalonica-thessaloniki	50	129	3	presence	
persuasion	proto-orthodox	city:thyatira-akhisar	60	79	3	presence	
persuasion	proto-orthodox	city:tiberias-tiberias	200	209	3	presence	
persuasion	proto-orthodox	city:tiberias-tiberias	310	319	3	presence	
persuasion	proto-orthodox	city:tiberias-tiberias	40	49	3	presence	
persuasion	proto-orthodox	city:tolosa-toulouse	190	249	3	presence	
persuasion	proto-orthodox	city:trapezus-trabzon	40	59	3	presence	
persuasion	proto-orthodox	city:trapezus-trabzon	80	99	3	presence	
persuasion	proto-orthodox	city:troas-alexandria-troas	110	119	3	presence	
persuasion	proto-orthodox	city:troas-alexandria-troas	50	69	3	presence	
persuasion	proto-orthodox	city:tyre-tyre-sur	200	319	3	presence	
persuasion	proto-orthodox	city:tyre-tyre-sur	50	69	3	presence	
persuasion	proto-orthodox	city:vagharshapat-vagharshapat-etchmiadzin	270	319	3	presence	
persuasion	proto-orthodox	city:valentia-valencia	300	319	3	presence	
persuasion	proto-orthodox	city:vienne-vienne	160	189	3	presence	
persuasion	quartodeciman	city:ephesus-selcuk-area	180	189	3	presence	
persuasion	quartodeciman	city:sardis-sart	160	179	3	presence	
work	1-clement	city:corinth-ancient-corinth	95	97	4	sent_to	
work	1-clement	city:rome-rome	95	97	5	written_in	
work	acts-of-john	city:ephesus-selcuk-area	150	200	5	written_in	
work	acts-of-paul-and-thecla	city:iconium-konya	160	190	4	sent_to	
work	acts-scillitan-martyrs	city:carthage-carthage	180	180	5	written_in	
work	apollonius-apology	city:rome-rome	180	185	5	written_in	
work	apollonius-ephesus-anti-montanist	city:ephesus-selcuk-area	190	200	5	written_in	
work	aristides-apology	city:athens-athens	120	140	5	written_in	
work	arius-thalia	city:alexandria-alexandria	318	320	5	written_in	
work	augustine-contra-faustum	city:hippo-regius-annaba	397	400	5	written_in	
work	augustine-de-civitate-dei	city:hippo-regius-annaba	413	426	5	written_in	
work	clement-alexandria-paedagogus	city:alexandria-alexandria	190	200	5	written_in	
work	clement-alexandria-protrepticus	city:alexandria-alexandria	190	200	5	written_in	
work	clement-alexandria-stromateis	city:alexandria-alexandria	195	215	5	written_in	
work	cyprian-de-lapsis	city:carthage-carthage	251	251	5	written_in	
work	cyprian-de-unitate	city:carthage-carthage	251	251	5	written_in	
work	cyprian-ep-64	city:carthage-carthage	253	253	5	written_in	
work	cyprian-epistles	city:carthage-carthage	249	258	5	written_in	
work	didache	city:antioch-antakya	80	120	5	written_in	
work	dionysius-corinth-letters	city:corinth-ancient-corinth	165	180	5	written_in	
work	eusebius-ecclesiastical-history	city:caesarea-maritima-caesarea	312	325	5	written_in	
work	eusebius-vita-constantini	city:caesarea-maritima-caesarea	335	339	5	written_in	
work	hippolytus-against-noetus	city:rome-rome	200	210	5	written_in	
work	hippolytus-apostolic-tradition	city:rome-rome	215	215	5	written_in	
work	hippolytus-refutatio	city:rome-rome	222	235	5	written_in	
work	ignatius-ephesians	city:ephesus-selcuk-area	107	110	4	sent_to	
work	ignatius-ephesians	city:smyrna-izmir	107	110	5	written_in	
work	ignatius-magnesians	city:smyrna-izmir	107	110	5	written_in	
work	ignatius-philadelphians	city:philadelphia-alasehir	108	110	4	sent_to	
work	ignatius-philadelphians	city:troas-alexandria-troas	108	110	5	written_in	
work	ignatius-polycarp	city:smyrna-izmir	108	110	4	sent_to	
work	ignatius-polycarp	city:troas-alexandria-troas	108	110	5	written_in	
work	ignatius-romans	city:rome-rome	107	110	4	sent_to	
work	ignatius-romans	city:smyrna-izmir	107	110	5	written_in	
work	ignatius-smyrnaeans	city:smyrna-izmir	108	110	4	sent_to	
work	ignatius-smyrnaeans	city:troas-alexandria-troas	108	110	5	written_in	
work	ignatius-trallians	city:smyrna-izmir	107	110	5	written_in	
work	irenaeus-against-heresies	city:lugdunum-lyon	180	190	5	written_in	
work	irenaeus-demonstration	city:lugdunum-lyon	180	190	5	written_in	
work	julius-africanus-chronographiae	city:jerusalem-jerusalem	212	221	5	written_in	
work	justin-first-apology	city:rome-rome	150	155	5	written_in	
work	justin-second-apology	city:rome-rome	155	160	5	written_in	
work	lactantius-de-mortibus-persecutorum	city:nicomedia-izmit	313	315	5	written_in	
work	lactantius-divinae-institutiones	city:nicomedia-izmit	304	313	5	written_in	
work	letter-lyons-vienne	city:lugdunum-lyon	177	177	5	written_in	
work	marcion-antithesis	city:rome-rome	140	160	5	written_in	
work	marcion-apostolikon	city:rome-rome	140	160	5	written_in	
work	marcion-gospel	city:rome-rome	140	160	5	written_in	
work	martyrdom-justin	city:rome-rome	165	180	5	written_in	
work	martyrdom-polycarp	city:smyrna-izmir	155	170	5	written_in	
work	melito-apology	city:sardis-sart	170	180	5	written_in	
work	melito-on-pascha	city:sardis-sart	160	170	5	written_in	
work	minucius-felix-octavius	city:rome-rome	160	200	5	written_in	
work	muratorian-fragment	city:rome-rome	170	200	5	written_in	
work	novatian-de-trinitate	city:rome-rome	240	250	5	written_in	
work	nt-1cor	city:corinth-ancient-corinth	53	55	4	sent_to	
work	nt-1thess	city:thessalonica-thessaloniki	49	51	4	sent_to	
work	nt-2cor	city:corinth-ancient-corinth	55	56	4	sent_to	
work	nt-2thess	city:thessalonica-thessaloniki	50	100	4	sent_to	
work	nt-colossians	city:colossae-near-honaz	60	90	4	sent_to	
work	nt-ephesians	city:ephesus-selcuk-area	60	95	4	sent_to	
work	nt-philemon	city:colossae-near-honaz	60	62	4	sent_to	
work	nt-philippians	city:philippi-filippoi	60	62	4	sent_to	
work	nt-revelation	city:patmos-patmos	90	96	5	written_in	
work	nt-romans	city:rome-rome	56	58	4	sent_to	
work	origen-commentary-romans	city:caesarea-maritima-caesarea	244	246	5	written_in	
work	origen-contra-celsum	city:caesarea-maritima-caesarea	246	248	5	written_in	
work	origen-de-principiis	city:alexandria-alexandria	220	230	5	written_in	
work	origen-hexapla	city:caesarea-maritima-caesarea	230	245	5	written_in	
work	origen-homilies-joshua	city:caesarea-maritima-caesarea	249	249	5	written_in	
work	origen-homilies-leviticus	city:caesarea-maritima-caesarea	238	244	5	written_in	
work	origen-homilies-luke	city:caesarea-maritima-caesarea	233	240	5	written_in	
work	papias-fragments	city:hierapolis-pamukkale	110	130	4	sent_to	
work	polycarp-philippians	city:philippi-filippoi	110	140	4	sent_to	
work	polycarp-philippians	city:smyrna-izmir	110	140	5	written_in	
work	quadratus-apology	city:athens-athens	124	130	5	written_in	
work	shepherd-of-hermas	city:rome-rome	100	150	5	written_in	
work	tertullian-ad-martyras	city:carthage-carthage	197	197	5	written_in	
work	tertullian-ad-nationes	city:carthage-carthage	197	198	5	written_in	
work	tertullian-adversus-hermogenem	city:carthage-carthage	200	210	5	written_in	
work	tertullian-adversus-marcionem	city:carthage-carthage	200	213	5	written_in	
work	tertullian-adversus-praxeam	city:carthage-carthage	213	215	5	written_in	
work	tertullian-apologeticus	city:carthage-carthage	197	197	5	written_in	
work	tertullian-de-anima	city:carthage-carthage	210	213	5	written_in	
work	tertullian-de-baptismo	city:carthage-carthage	198	200	5	written_in	
work	tertullian-de-carne-christi	city:carthage-carthage	203	207	5	written_in	
work	tertullian-de-corona	city:carthage-carthage	211	211	5	written_in	
work	tertullian-de-idololatria	city:carthage-carthage	198	200	5	written_in	
work	tertullian-de-oratione	city:carthage-carthage	198	200	5	written_in	
work	tertullian-de-paenitentia	city:carthage-carthage	198	200	5	written_in	
work	tertullian-de-patientia	city:carthage-carthage	198	200	5	written_in	
work	tertullian-de-praescriptione	city:carthage-carthage	199	200	5	written_in	
work	tertullian-de-spectaculis	city:carthage-carthage	197	200	5	written_in	
work	tertullian-de-testimonio-animae	city:carthage-carthage	197	200	5	written_in	
work	theophilus-to-autolycus-1	city:antioch-antakya	175	185	5	written_in	
work	theophilus-to-autolycus-2	city:antioch-antakya	175	185	5	written_in	
work	theophilus-to-autolycus-3	city:antioch-antakya	175	185	5	written_in	
work	third-corinthians	city:corinth-ancient-corinth	160	190	5	written_in	
