passage_id	source_id	excerpt_form	source_tier
psg-origen-homluke-14-3	src-origen-homilies-luke	verbatim	tier_1_primary
psg-origen-homluke-7	src-origen-homilies-luke	verbatim	tier_1_primary
psg-origen-onprayer-27	src-origen-on-prayer	paraphrase	tier_1_primary
psg-origen-onprayer-5	src-origen-on-prayer	paraphrase	tier_1_primary
psg-papias-frag-1	src-papias-fragments	paraphrase	tier_1_primary
psg-papias-frag-2	src-papias-fragments	verbatim	tier_1_primary
psg-papias-frag-3	src-papias-fragments	verbatim	tier_1_primary
psg-phil-1-1	src-philippians	paraphrase	tier_1_primary
psg-phil-2-25-30	src-philippians	paraphrase	tier_1_primary
psg-phil-4-2-3	src-philippians	paraphrase	tier_1_primary
psg-philemon-1-2	src-philemon	paraphrase	tier_1_primary
psg-philostorgius-he-3-4	src-philostorgius-he	paraphrase	tier_1_primary
psg-philostorgius-he-3-6	src-philostorgius-he	paraphrase	tier_1_primary
psg-phlm-10-12	src-philemon	paraphrase	tier_1_primary
psg-phlm-23-24	src-philemon	paraphrase	tier_1_primary
psg-polycarp-phil-2	src-polycarp-philippians	verbatim	tier_1_primary
psg-polycarp-phil-2-b	src-polycarp-philippians	verbatim	tier_1_primary
psg-polycarp-phil-5-6	src-polycarp-philippians	verbatim	tier_1_primary
psg-polycarp-phil-7	src-polycarp-philippians	verbatim	tier_1_primary
psg-polycarp-phil-7-b	src-polycarp-philippians	verbatim	tier_1_primary
psg-pssol-17-32-36	src-psalms-of-solomon	paraphrase	tier_1_primary
psg-rev-1-11	src-revelation	paraphrase	tier_1_primary
psg-rev-1-9	src-revelation	paraphrase	tier_1_primary
psg-rev-2-1-7	src-revelation	verbatim	tier_1_primary
psg-rev-2-12-17	src-revelation	verbatim	tier_1_primary
psg-rev-2-13	src-revelation	paraphrase	tier_1_primary
psg-rev-2-15	src-revelation	paraphrase	tier_1_primary
psg-rev-2-18-29	src-revelation	verbatim	tier_1_primary
psg-rev-2-6	src-revelation	paraphrase	tier_1_primary
psg-rev-2-8-11	src-revelation	verbatim	tier_1_primary
psg-rev-3-1-6	src-revelation	verbatim	tier_1_primary
psg-rev-3-14-22	src-revelation	verbatim	tier_1_primary
psg-rev-3-7-13	src-revelation	verbatim	tier_1_primary
psg-rom-1-7	src-romans	paraphrase	tier_1_primary
psg-rom-10-9	src-romans	paraphrase	tier_1_primary
psg-rom-16-1-2	src-romans	paraphrase	tier_1_primary
psg-rom-16-12	src-romans	paraphrase	tier_1_primary
psg-rom-16-13	src-romans	paraphrase	tier_1_primary
psg-rom-16-14	src-romans	paraphrase	tier_1_primary
psg-rom-16-15	src-romans	paraphrase	tier_1_primary
psg-rom-16-23	src-romans	paraphrase	tier_1_primary
psg-rom-16-3-4	src-romans	paraphrase	tier_1_primary
psg-rom-16-3-5	src-romans	paraphrase	tier_1_primary
psg-rom-16-6	src-romans	paraphrase	tier_1_primary
psg-rom-16-7	src-romans	paraphrase	tier_1_primary
psg-rom-16-9	src-romans	paraphrase	tier_1_primary
psg-rufinus-he-1-10	src-rufinus-he	paraphrase	tier_1_primary
psg-rufinus-he-1-9	src-rufinus-he	paraphrase	tier_1_primary
psg-sirach-5-7	src-sirach	paraphrase	tier_1_primary
psg-sirach-prologue	src-sirach	verbatim	tier_1_primary
psg-socrates-he-1-19	src-socrates-he	paraphrase	tier_1_primary
psg-socrates-he-1-20	src-socrates-he	verbatim	tier_1_primary
psg-socrates-he-5-8	src-socrates-he	verbatim	tier_1_primary
psg-socrates-he-7-34	src-socrates-he	verbatim	tier_1_primary
psg-sozomen-he-2-9	src-sozomen-he	verbatim	tier_1_primary
psg-tacitus-ann-15-44	src-tacitus-annals	verbatim	tier_1_primary
psg-tacitus-annals-15-38-44	src-tacitus-annals	paraphrase	tier_1_primary
psg-tatian-oration-15	src-oration-to-greeks	verbatim	tier_1_primary
psg-tatian-oration-4	src-oration-to-greeks	verbatim	tier_1_primary
psg-tatian-oration-6	src-oration-to-greeks	verbatim	tier_1_primary
psg-tertullian-adv-jud-7	src-adversus-judaeos-tertullian	paraphrase	tier_1_primary
psg-tertullian-adv-marc-1-2	src-tertullian-adv-marcionem	paraphrase	tier_1_primary
psg-tertullian-adv-marc-3-8	src-tertullian-adv-marcionem	paraphrase	tier_1_primary
psg-tertullian-adv-marc-4-40	src-tertullian-adv-marcionem	verbatim	tier_1_primary
psg-tertullian-adv-marc-5-10	src-tertullian-adv-marcionem	paraphrase	tier_1_primary
psg-tertullian-adv-prax-2	src-tertullian-adv-praxean	verbatim	tier_1_primary
psg-tertullian-adv-prax-25	src-tertullian-adv-praxean	verbatim	tier_1_primary
psg-tertullian-adv-prax-9	src-tertullian-adv-praxean	verbatim	tier_1_primary
psg-tertullian-apol-39	src-tertullian-apologeticum	verbatim	tier_1_primary
psg-tertullian-apol-50	src-tertullian-apologeticum	verbatim	tier_1_primary
psg-tertullian-de-bapt-1	src-tertullian-de-baptismo	verbatim	tier_1_primary
psg-tertullian-de-bapt-13	src-tertullian-de-baptismo	paraphrase	tier_1_primary
psg-tertullian-de-bapt-18	src-tertullian-de-baptismo	verbatim	tier_1_primary
psg-tertullian-de-bapt-6	src-tertullian-de-baptismo	verbatim	tier_1_primary
psg-tertullian-de-carne-5	src-tertullian-de-carne	verbatim	tier_1_primary
psg-tertullian-de-corona-11	src-tertullian-de-corona	verbatim	tier_1_primary
psg-tertullian-de-ieiu-10	src-tertullian-de-oratione	verbatim	tier_1_primary
psg-tertullian-de-orat-1	src-tertullian-de-oratione	paraphrase	tier_1_primary
psg-tertullian-de-paen-7-9	src-tertullian-de-paenitentia	paraphrase	tier_1_primary
psg-tertullian-de-praescr-13	src-tertullian-de-praescr	verbatim	tier_1_primary
psg-tertullian-de-praescr-20-21	src-tertullian-de-praescr	verbatim	tier_1_primary
psg-tertullian-de-praescr-36	src-tertullian-de-praescr	verbatim	tier_1_primary
psg-tertullian-de-res-1	src-tertullian-de-res	verbatim	tier_1_primary
psg-tertullian-de-spect-24	src-tertullian-de-spectaculis	paraphrase	tier_1_primary
psg-tertullian-de-spect-4	src-tertullian-de-spectaculis	verbatim	tier_1_primary
psg-tertullian-praescr-36	src-tertullian-de-praescr	verbatim	tier_1_primary
psg-theophilus-autol-1-13	src-ad-autolycum	verbatim	tier_1_primary
psg-theophilus-autol-2-10	src-ad-autolycum	verbatim	tier_1_primary
psg-theophilus-autol-2-15	src-ad-autolycum	verbatim	tier_1_primary
psg-titus-1-4	src-titus	verbatim	tier_1_primary
psg-titus-1-5	src-titus	paraphrase	tier_1_primary
psg-titus-3-12	src-titus	paraphrase	tier_1_primary
psg-vita-const-letter-constantius	src-vita-constantini	paraphrase	tier_1_primary
psg-war-scroll-1-1-5	src-war-scroll	paraphrase	tier_1_primary
psg-wikipedia-aksumite-control	src-wikipedia-aksumite-empire	verbatim	tier_3_tertiary
psg-wikipedia-arab-christian-presence	src-wikipedia-arab-church	verbatim	tier_3_tertiary
psg-wikipedia-british-church-control	src-wikipedia-christianity-roman-britain	verbatim	tier_3_tertiary
psg-wikipedia-church-of-east-spread	src-wikipedia-church-of-east	verbatim	tier_3_tertiary
psg-wikipedia-council-ephesus-431	src-wikipedia-council-ephesus-431	verbatim	tier_3_tertiary
psg-wikipedia-early-christian-places	src-wikipedia-early-christian-places	verbatim	tier_3_tertiary
psg-wikipedia-early-church-geography	src-wikipedia-early-church-geography	verbatim	tier_3_tertiary
psg-wikipedia-gnostic-spread	src-wikipedia-gnosticism	verbatim	tier_3_tertiary
psg-wikipedia-marcionites-spread	src-wikipedia-marcionites	verbatim	tier_3_tertiary
psg-wikipedia-neronian-persecution	src-wikipedia-neronian-persecution	verbatim	tier_3_tertiary
psg-wikipedia-novatianists-spread	src-wikipedia-novatianists	verbatim	tier_3_tertiary
psg-wikipedia-roman-empire-provinces	src-wikipedia-roman-empire	verbatim	tier_3_tertiary
psg-wikipedia-sack-of-jerusalem-70	src-wikipedia-sack-of-jerusalem-70	verbatim	tier_3_tertiary
psg-wisdom-3-18-19	src-wisdom-of-solomon	paraphrase	tier_1_primary
