edge_id	from_type	from_id	to_type	to_id	relation_kind	directness	rule_id	year_start	year_end	certainty	supporting_claim_ids	path_text
edge-09ea42a430714202	proposition	martyrs-relics-honored	place	ephesus	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	95	probable	clm-revelation-addressed-ephesus|clm-revelation-affirms-relics	work:revelation-of-john → work_affirms_proposition → proposition:martyrs-relics-honored + work:revelation-of-john → addressed_to_place → place:ephesus
edge-18fdd00ab6e75d2b	proposition	martyrdom-witnesses-to-christ	place	patmos	proposition_place	derived	work_affirms_proposition+written_at	95	95	probable	clm-revelation-affirms-martyrdom-witness|clm-revelation-written-patmos	work:revelation-of-john → work_affirms_proposition → proposition:martyrdom-witnesses-to-christ + work:revelation-of-john → written_at → place:patmos
edge-1911b576eb4f1619	proposition	martyrs-relics-honored	place	thyatira	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	95	probable	clm-revelation-addressed-thyatira|clm-revelation-affirms-relics	work:revelation-of-john → work_affirms_proposition → proposition:martyrs-relics-honored + work:revelation-of-john → addressed_to_place → place:thyatira
edge-265ce94dbe8f7759	proposition	final-judgment-is-coming	place	smyrna	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	95	probable	clm-revelation-addressed-smyrna|clm-revelation-judgment	work:revelation-of-john → work_affirms_proposition → proposition:final-judgment-is-coming + work:revelation-of-john → addressed_to_place → place:smyrna
edge-2cf010651f5fe5eb	work	revelation-of-john	place	patmos	work_place	direct	written_at	95	95	attested	clm-revelation-written-patmos	work:revelation-of-john → written_at → place:patmos
edge-2e3e9476ac2a9f97	proposition	martyrdom-witnesses-to-christ	place	laodicea	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	95	probable	clm-revelation-addressed-laodicea|clm-revelation-affirms-martyrdom-witness	work:revelation-of-john → work_affirms_proposition → proposition:martyrdom-witnesses-to-christ + work:revelation-of-john → addressed_to_place → place:laodicea
edge-3833092b9e93bc17	work	revelation-of-john	place	laodicea	work_place	direct	addressed_to_place	95	95	attested	clm-revelation-addressed-laodicea	work:revelation-of-john → addressed_to_place → place:laodicea
edge-3d562e765a866d7a	proposition	martyrs-relics-honored	place	sardis	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	95	probable	clm-revelation-addressed-sardis|clm-revelation-affirms-relics	work:revelation-of-john → work_affirms_proposition → proposition:martyrs-relics-honored + work:revelation-of-john → addressed_to_place → place:sardis
edge-3e34e26d88b6f7fe	work	revelation-of-john	place	ephesus	work_place	direct	addressed_to_place	95	95	attested	clm-revelation-addressed-ephesus	work:revelation-of-john → addressed_to_place → place:ephesus
edge-411203cc16b8f1ac	work	revelation-of-john	place	pergamum	work_place	direct	addressed_to_place	95	95	attested	clm-revelation-addressed-pergamum	work:revelation-of-john → addressed_to_place → place:pergamum
edge-477eb7e8c93df8af	proposition	martyrs-relics-honored	place	laodicea	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	95	probable	clm-revelation-addressed-laodicea|clm-revelation-affirms-relics	work:revelation-of-john → work_affirms_proposition → proposition:martyrs-relics-honored + work:revelation-of-john → addressed_to_place → place:laodicea
edge-4b49d11430918273	person	john-son-of-zebedee	place	patmos	person_place	direct	active_in	95	95	attested	clm-john-active-patmos	person:john-son-of-zebedee → active_in → place:patmos
edge-5b925ce4078b520a	proposition	final-judgment-is-coming	place	laodicea	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	95	probable	clm-revelation-addressed-laodicea|clm-revelation-judgment	work:revelation-of-john → work_affirms_proposition → proposition:final-judgment-is-coming + work:revelation-of-john → addressed_to_place → place:laodicea
edge-5dc7bccfbcbdb1b9	proposition	martyrs-relics-honored	place	philadelphia-asia	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	95	probable	clm-revelation-addressed-philadelphia|clm-revelation-affirms-relics	work:revelation-of-john → work_affirms_proposition → proposition:martyrs-relics-honored + work:revelation-of-john → addressed_to_place → place:philadelphia-asia
edge-61a2babd72592805	proposition	martyrs-relics-honored	place	pergamum	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	95	probable	clm-revelation-addressed-pergamum|clm-revelation-affirms-relics	work:revelation-of-john → work_affirms_proposition → proposition:martyrs-relics-honored + work:revelation-of-john → addressed_to_place → place:pergamum
edge-65a5d62efcb598da	proposition	martyrdom-witnesses-to-christ	place	philadelphia-asia	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	95	probable	clm-revelation-addressed-philadelphia|clm-revelation-affirms-martyrdom-witness	work:revelation-of-john → work_affirms_proposition → proposition:martyrdom-witnesses-to-christ + work:revelation-of-john → addressed_to_place → place:philadelphia-asia
edge-6d968edd5f2503a7	work	revelation-of-john	place	thyatira	work_place	direct	addressed_to_place	95	95	attested	clm-revelation-addressed-thyatira	work:revelation-of-john → addressed_to_place → place:thyatira
edge-718e83d26632bae6	event	john-on-patmos	place	patmos	event_place	direct	event_occurs_at	95	95	probable	clm-john-on-patmos-at-patmos	event:john-on-patmos → event_occurs_at → place:patmos
edge-731c3076036831c5	proposition	final-judgment-is-coming	place	ephesus	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	95	probable	clm-revelation-addressed-ephesus|clm-revelation-judgment	work:revelation-of-john → work_affirms_proposition → proposition:final-judgment-is-coming + work:revelation-of-john → addressed_to_place → place:ephesus
edge-73bf44ac0718a2c5	person	antipas-of-pergamum	place	pergamum	person_place	direct	active_in	95	95	attested	clm-antipas-active-pergamum	person:antipas-of-pergamum → active_in → place:pergamum
edge-776b77315bdb5a2a	proposition	final-judgment-is-coming	place	thyatira	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	95	probable	clm-revelation-addressed-thyatira|clm-revelation-judgment	work:revelation-of-john → work_affirms_proposition → proposition:final-judgment-is-coming + work:revelation-of-john → addressed_to_place → place:thyatira
edge-7935bca4d84e70c5	proposition	martyrdom-witnesses-to-christ	place	ephesus	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	95	probable	clm-revelation-addressed-ephesus|clm-revelation-affirms-martyrdom-witness	work:revelation-of-john → work_affirms_proposition → proposition:martyrdom-witnesses-to-christ + work:revelation-of-john → addressed_to_place → place:ephesus
edge-83df963d729bc88b	proposition	final-judgment-is-coming	place	sardis	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	95	probable	clm-revelation-addressed-sardis|clm-revelation-judgment	work:revelation-of-john → work_affirms_proposition → proposition:final-judgment-is-coming + work:revelation-of-john → addressed_to_place → place:sardis
edge-8537b7c6637991f0	proposition	final-judgment-is-coming	place	pergamum	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	95	probable	clm-revelation-addressed-pergamum|clm-revelation-judgment	work:revelation-of-john → work_affirms_proposition → proposition:final-judgment-is-coming + work:revelation-of-john → addressed_to_place → place:pergamum
edge-97f2e61225ca6554	proposition	final-judgment-is-coming	place	philadelphia-asia	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	95	probable	clm-revelation-addressed-philadelphia|clm-revelation-judgment	work:revelation-of-john → work_affirms_proposition → proposition:final-judgment-is-coming + work:revelation-of-john → addressed_to_place → place:philadelphia-asia
edge-9ffb06831c0409d7	proposition	martyrdom-witnesses-to-christ	place	thyatira	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	95	probable	clm-revelation-addressed-thyatira|clm-revelation-affirms-martyrdom-witness	work:revelation-of-john → work_affirms_proposition → proposition:martyrdom-witnesses-to-christ + work:revelation-of-john → addressed_to_place → place:thyatira
edge-a80450a611ba504e	work	revelation-of-john	place	philadelphia-asia	work_place	direct	addressed_to_place	95	95	attested	clm-revelation-addressed-philadelphia	work:revelation-of-john → addressed_to_place → place:philadelphia-asia
edge-bcb1c5b8d8186f1a	proposition	martyrs-relics-honored	place	patmos	proposition_place	derived	work_affirms_proposition+written_at	95	95	probable	clm-revelation-affirms-relics|clm-revelation-written-patmos	work:revelation-of-john → work_affirms_proposition → proposition:martyrs-relics-honored + work:revelation-of-john → written_at → place:patmos
edge-be3c03863fe722e8	work	revelation-of-john	place	smyrna	work_place	direct	addressed_to_place	95	95	attested	clm-revelation-addressed-smyrna	work:revelation-of-john → addressed_to_place → place:smyrna
edge-d2b139e4e7f26387	proposition	martyrs-relics-honored	place	smyrna	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	95	probable	clm-revelation-addressed-smyrna|clm-revelation-affirms-relics	work:revelation-of-john → work_affirms_proposition → proposition:martyrs-relics-honored + work:revelation-of-john → addressed_to_place → place:smyrna
edge-e0115ed952b565cf	event	antipas-martyrdom	place	pergamum	event_place	direct	event_occurs_at	95	95	attested	clm-antipas-martyrdom-at-pergamum	event:antipas-martyrdom → event_occurs_at → place:pergamum
edge-e688155e04c5110c	proposition	martyrdom-witnesses-to-christ	place	smyrna	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	95	probable	clm-revelation-addressed-smyrna|clm-revelation-affirms-martyrdom-witness	work:revelation-of-john → work_affirms_proposition → proposition:martyrdom-witnesses-to-christ + work:revelation-of-john → addressed_to_place → place:smyrna
edge-edf1d48b57536346	proposition	final-judgment-is-coming	place	patmos	proposition_place	derived	work_affirms_proposition+written_at	95	95	probable	clm-revelation-judgment|clm-revelation-written-patmos	work:revelation-of-john → work_affirms_proposition → proposition:final-judgment-is-coming + work:revelation-of-john → written_at → place:patmos
edge-f05283f943a34eb7	work	revelation-of-john	place	sardis	work_place	direct	addressed_to_place	95	95	attested	clm-revelation-addressed-sardis	work:revelation-of-john → addressed_to_place → place:sardis
edge-f765a2e996fd7732	proposition	martyrdom-witnesses-to-christ	place	pergamum	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	95	probable	clm-revelation-addressed-pergamum|clm-revelation-affirms-martyrdom-witness	work:revelation-of-john → work_affirms_proposition → proposition:martyrdom-witnesses-to-christ + work:revelation-of-john → addressed_to_place → place:pergamum
edge-00ade5f0aee26a9a	proposition	logos-is-pre-existent-son-of-god	place	corinth	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	96	probable	clm-1clement-addressed-corinth|clm-1clement-affirms-logos	work:first-epistle-of-clement → work_affirms_proposition → proposition:logos-is-pre-existent-son-of-god + work:first-epistle-of-clement → addressed_to_place → place:corinth
edge-18eb6494c6f28820	proposition	threefold-ministry-required	place	rome	proposition_place	derived	work_affirms_proposition+written_at	95	96	probable	clm-1clement-affirms-threefold|clm-1clement-written-rome	work:first-epistle-of-clement → work_affirms_proposition → proposition:threefold-ministry-required + work:first-epistle-of-clement → written_at → place:rome
edge-2a32d81f91462726	work	first-epistle-of-clement	place	rome	work_place	direct	written_at	95	96	attested	clm-1clement-written-rome	work:first-epistle-of-clement → written_at → place:rome
edge-31b4e7a3ae3f0805	proposition	threefold-ministry-required	place	corinth	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	96	probable	clm-1clement-addressed-corinth|clm-1clement-affirms-threefold	work:first-epistle-of-clement → work_affirms_proposition → proposition:threefold-ministry-required + work:first-epistle-of-clement → addressed_to_place → place:corinth
edge-3e8f2a1f4112a52a	proposition	bishop-succession-guarantees-apostolic-faith	place	rome	proposition_place	derived	work_affirms_proposition+written_at	95	96	probable	clm-1clement-affirms-episcopal-chair|clm-1clement-written-rome	work:first-epistle-of-clement → work_affirms_proposition → proposition:bishop-succession-guarantees-apostolic-faith + work:first-epistle-of-clement → written_at → place:rome
edge-40e57cfff5309439	proposition	frequent-eucharistic-assembly	place	rome	proposition_place	derived	work_affirms_proposition+written_at	95	96	probable	clm-1clement-affirms-frequent-eucharist|clm-1clement-written-rome	work:first-epistle-of-clement → work_affirms_proposition → proposition:frequent-eucharistic-assembly + work:first-epistle-of-clement → written_at → place:rome
edge-44a8563dea11a905	proposition	rule-of-faith-received-from-apostles	place	corinth	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	96	probable	clm-1clement-addressed-corinth|clm-1clement-affirms-rule-of-faith	work:first-epistle-of-clement → work_affirms_proposition → proposition:rule-of-faith-received-from-apostles + work:first-epistle-of-clement → addressed_to_place → place:corinth
edge-483dfa71f1998d24	proposition	bodies-will-be-raised-at-last-day	place	corinth	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	96	probable	clm-1clement-addressed-corinth|clm-1clement-affirms-bodily-resurrection	work:first-epistle-of-clement → work_affirms_proposition → proposition:bodies-will-be-raised-at-last-day + work:first-epistle-of-clement → addressed_to_place → place:corinth
edge-4b45986b1533f910	proposition	fasting-is-required	place	corinth	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	96	probable	clm-1clement-addressed-corinth|clm-1clement-affirms-fasting	work:first-epistle-of-clement → work_affirms_proposition → proposition:fasting-is-required + work:first-epistle-of-clement → addressed_to_place → place:corinth
edge-516c039c5f8f0502	proposition	martyrdom-witnesses-to-christ	place	corinth	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	96	probable	clm-1clement-addressed-corinth|clm-1clement-affirms-martyrdom-witness	work:first-epistle-of-clement → work_affirms_proposition → proposition:martyrdom-witnesses-to-christ + work:first-epistle-of-clement → addressed_to_place → place:corinth
edge-5362b79e04c10a76	proposition	ordination-conferred-by-laying-on-of-hands	place	rome	proposition_place	derived	work_affirms_proposition+written_at	95	96	probable	clm-1clement-affirms-ordination|clm-1clement-written-rome	work:first-epistle-of-clement → work_affirms_proposition → proposition:ordination-conferred-by-laying-on-of-hands + work:first-epistle-of-clement → written_at → place:rome
edge-588a0020c203f7c4	proposition	christ-truly-became-flesh	place	rome	proposition_place	derived	work_affirms_proposition+written_at	95	96	probable	clm-1clement-affirms-incarnation|clm-1clement-written-rome	work:first-epistle-of-clement → work_affirms_proposition → proposition:christ-truly-became-flesh + work:first-epistle-of-clement → written_at → place:rome
edge-6cdeca89bceb2df7	proposition	martyrdom-witnesses-to-christ	place	rome	proposition_place	derived	work_affirms_proposition+written_at	95	96	probable	clm-1clement-affirms-martyrdom-witness|clm-1clement-written-rome	work:first-epistle-of-clement → work_affirms_proposition → proposition:martyrdom-witnesses-to-christ + work:first-epistle-of-clement → written_at → place:rome
edge-758840b23f9edfe6	proposition	ordination-conferred-by-laying-on-of-hands	place	corinth	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	96	probable	clm-1clement-addressed-corinth|clm-1clement-affirms-ordination	work:first-epistle-of-clement → work_affirms_proposition → proposition:ordination-conferred-by-laying-on-of-hands + work:first-epistle-of-clement → addressed_to_place → place:corinth
edge-767b9621b135e77c	proposition	apostolic-succession-transmits-faith	place	corinth	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	96	probable	clm-1clement-addressed-corinth|clm-1clement-affirms-succession	work:first-epistle-of-clement → work_affirms_proposition → proposition:apostolic-succession-transmits-faith + work:first-epistle-of-clement → addressed_to_place → place:corinth
edge-797ff642d57a9e97	proposition	old-testament-is-authoritative-scripture	place	rome	proposition_place	derived	work_affirms_proposition+written_at	95	96	probable	clm-1clement-affirms-ot-scripture|clm-1clement-written-rome	work:first-epistle-of-clement → work_affirms_proposition → proposition:old-testament-is-authoritative-scripture + work:first-epistle-of-clement → written_at → place:rome
edge-82a44ef0e9f5b21d	proposition	apostolic-succession-transmits-faith	place	rome	proposition_place	derived	work_affirms_proposition+written_at	95	96	probable	clm-1clement-affirms-succession|clm-1clement-written-rome	work:first-epistle-of-clement → work_affirms_proposition → proposition:apostolic-succession-transmits-faith + work:first-epistle-of-clement → written_at → place:rome
edge-87fd42728da7edf4	work	first-epistle-of-clement	place	corinth	work_place	direct	addressed_to_place	95	96	attested	clm-1clement-addressed-corinth	work:first-epistle-of-clement → addressed_to_place → place:corinth
edge-946d4e01970002e4	event	domitian-persecution	place	rome	event_place	direct	event_occurs_at	95	96	probable	clm-domitian-persecution-at-rome	event:domitian-persecution → event_occurs_at → place:rome
edge-a83496c2dffff035	proposition	bishop-succession-guarantees-apostolic-faith	place	corinth	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	96	probable	clm-1clement-addressed-corinth|clm-1clement-affirms-episcopal-chair	work:first-epistle-of-clement → work_affirms_proposition → proposition:bishop-succession-guarantees-apostolic-faith + work:first-epistle-of-clement → addressed_to_place → place:corinth
edge-a94ce9b5573099d7	proposition	bodies-will-be-raised-at-last-day	place	rome	proposition_place	derived	work_affirms_proposition+written_at	95	96	probable	clm-1clement-affirms-bodily-resurrection|clm-1clement-written-rome	work:first-epistle-of-clement → work_affirms_proposition → proposition:bodies-will-be-raised-at-last-day + work:first-epistle-of-clement → written_at → place:rome
edge-b03608cd09111f8b	proposition	old-testament-is-authoritative-scripture	place	corinth	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	96	probable	clm-1clement-addressed-corinth|clm-1clement-affirms-ot-scripture	work:first-epistle-of-clement → work_affirms_proposition → proposition:old-testament-is-authoritative-scripture + work:first-epistle-of-clement → addressed_to_place → place:corinth
edge-c0213988523ec3ac	proposition	rule-of-faith-received-from-apostles	place	rome	proposition_place	derived	work_affirms_proposition+written_at	95	96	probable	clm-1clement-affirms-rule-of-faith|clm-1clement-written-rome	work:first-epistle-of-clement → work_affirms_proposition → proposition:rule-of-faith-received-from-apostles + work:first-epistle-of-clement → written_at → place:rome
edge-c28f10cec2269893	proposition	fasting-is-required	place	rome	proposition_place	derived	work_affirms_proposition+written_at	95	96	probable	clm-1clement-affirms-fasting|clm-1clement-written-rome	work:first-epistle-of-clement → work_affirms_proposition → proposition:fasting-is-required + work:first-epistle-of-clement → written_at → place:rome
edge-d25c86a321641500	proposition	repentance-is-required	place	corinth	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	96	probable	clm-1clement-addressed-corinth|clm-1clement-affirms-repentance	work:first-epistle-of-clement → work_affirms_proposition → proposition:repentance-is-required + work:first-epistle-of-clement → addressed_to_place → place:corinth
edge-d9f534dc51d382b1	proposition	christ-truly-became-flesh	place	corinth	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	96	probable	clm-1clement-addressed-corinth|clm-1clement-affirms-incarnation	work:first-epistle-of-clement → work_affirms_proposition → proposition:christ-truly-became-flesh + work:first-epistle-of-clement → addressed_to_place → place:corinth
edge-ef4d170d4b38f2a6	proposition	frequent-eucharistic-assembly	place	corinth	proposition_place	derived	work_affirms_proposition+addressed_to_place	95	96	probable	clm-1clement-addressed-corinth|clm-1clement-affirms-frequent-eucharist	work:first-epistle-of-clement → work_affirms_proposition → proposition:frequent-eucharistic-assembly + work:first-epistle-of-clement → addressed_to_place → place:corinth
edge-f7e717009c6a7173	proposition	logos-is-pre-existent-son-of-god	place	rome	proposition_place	derived	work_affirms_proposition+written_at	95	96	probable	clm-1clement-affirms-logos|clm-1clement-written-rome	work:first-epistle-of-clement → work_affirms_proposition → proposition:logos-is-pre-existent-son-of-god + work:first-epistle-of-clement → written_at → place:rome
edge-fb712b5f7d39ac81	proposition	repentance-is-required	place	rome	proposition_place	derived	work_affirms_proposition+written_at	95	96	probable	clm-1clement-affirms-repentance|clm-1clement-written-rome	work:first-epistle-of-clement → work_affirms_proposition → proposition:repentance-is-required + work:first-epistle-of-clement → written_at → place:rome
edge-5576370611cf4e67	proposition	bodies-will-be-raised-at-last-day	place	hierapolis	proposition_place	derived	work_affirms_proposition+written_at	95	110	probable	clm-papias-fragments-written-hierapolis|clm-papias-frags-affirms-bodily-resurrection	work:papias-fragments → work_affirms_proposition → proposition:bodies-will-be-raised-at-last-day + work:papias-fragments → written_at → place:hierapolis
edge-5c2b7e6d990446b3	work	papias-fragments	place	hierapolis	work_place	direct	written_at	95	110	probable	clm-papias-fragments-written-hierapolis	work:papias-fragments → written_at → place:hierapolis
edge-af79da58e8becbb8	proposition	rule-of-faith-received-from-apostles	place	hierapolis	proposition_place	derived	work_affirms_proposition+written_at	95	110	probable	clm-papias-fragments-written-hierapolis|clm-papias-frags-affirms-rule-of-faith	work:papias-fragments → work_affirms_proposition → proposition:rule-of-faith-received-from-apostles + work:papias-fragments → written_at → place:hierapolis
edge-b9edc8f4527f9060	proposition	apostolic-succession-transmits-faith	place	hierapolis	proposition_place	derived	work_affirms_proposition+written_at	95	110	probable	clm-papias-fragments-written-hierapolis|clm-papias-frags-affirms-apostolic-succession	work:papias-fragments → work_affirms_proposition → proposition:apostolic-succession-transmits-faith + work:papias-fragments → written_at → place:hierapolis
edge-6fb70b8e25ed58d2	person	papias-of-hierapolis	place	hierapolis	person_place	direct	bishop_of	95	130	attested	clm-papias-bishop-hierapolis	person:papias-of-hierapolis → bishop_of → place:hierapolis
edge-321a33201a5a9b49	group	smyrna-church	place	smyrna	group_place	direct	group_present_at	95	200	attested	clm-group-smyrna-church-smyrna	group:smyrna-church → group_present_at → place:smyrna
edge-364485cbef73b682	group	pergamum-church	place	pergamum	group_place	direct	group_present_at	95	200	attested	clm-group-pergamum-church-pergamum	group:pergamum-church → group_present_at → place:pergamum
edge-3fb47977e515025d	group	thyatira-church	place	thyatira	group_place	direct	group_present_at	95	200	attested	clm-group-thyatira-church-thyatira	group:thyatira-church → group_present_at → place:thyatira
edge-85864c6c5c7bf8bb	group	sardis-church	place	sardis	group_place	direct	group_present_at	95	200	attested	clm-group-sardis-church-sardis	group:sardis-church → group_present_at → place:sardis
edge-ecc1a41a5a97ff79	group	philadelphia-church	place	philadelphia-asia	group_place	direct	group_present_at	95	200	attested	clm-group-philadelphia-church-philadelphia-asia	group:philadelphia-church → group_present_at → place:philadelphia-asia
edge-3d83f5dc7b2e86ef	person	ignatius-of-antioch	place	antioch	person_place	direct	bishop_of	98	110	probable	clm-ignatius-bishop-antioch	person:ignatius-of-antioch → bishop_of → place:antioch
edge-3e6e896a574a9d5a	group	docetists	place	ephesus	group_place	direct	group_present_at	100	120	probable	clm-docetists-at-ephesus	group:docetists → group_present_at → place:ephesus
edge-926dead27a9d51db	group	docetists	place	smyrna	group_place	direct	group_present_at	100	120	attested	clm-docetists-at-smyrna	group:docetists → group_present_at → place:smyrna
edge-bb64821489c2b68a	group	docetists	place	antioch	group_place	direct	group_present_at	100	120	probable	clm-docetists-at-antioch	group:docetists → group_present_at → place:antioch
edge-fca42418f354d7aa	person	justin-martyr	place	flavia-neapolis	person_place	direct	active_in	100	130	probable	clm-justin-active-flavia-neapolis	person:justin-martyr → active_in → place:flavia-neapolis
edge-12fba476d2165f6c	proposition	old-testament-is-authoritative-scripture	place	antioch	proposition_place	derived	person_opposes_proposition+active_in	100	135	probable	clm-saturninus-active-antioch|clm-saturninus-opposes-ot-scripture	person:saturninus → person_opposes_proposition → proposition:old-testament-is-authoritative-scripture + person:saturninus → active_in → place:antioch
edge-8642536c09bfb3b6	proposition	christ-truly-suffered-and-died	place	antioch	proposition_place	derived	person_opposes_proposition+active_in	100	135	probable	clm-saturninus-active-antioch|clm-saturninus-opposes-passion	person:saturninus → person_opposes_proposition → proposition:christ-truly-suffered-and-died + person:saturninus → active_in → place:antioch
edge-877da3f6cdc4359b	proposition	christ-truly-became-flesh	place	antioch	proposition_place	derived	person_opposes_proposition+active_in	100	135	probable	clm-saturninus-active-antioch|clm-saturninus-opposes-incarnation	person:saturninus → person_opposes_proposition → proposition:christ-truly-became-flesh + person:saturninus → active_in → place:antioch
edge-9d05649bee1ad76f	person	saturninus	place	antioch	person_place	direct	active_in	100	135	probable	clm-saturninus-active-antioch	person:saturninus → active_in → place:antioch
edge-a7e45a6930ba437d	proposition	bodies-will-be-raised-at-last-day	place	antioch	proposition_place	derived	person_opposes_proposition+active_in	100	135	probable	clm-saturninus-active-antioch|clm-saturninus-opposes-resurrection	person:saturninus → person_opposes_proposition → proposition:bodies-will-be-raised-at-last-day + person:saturninus → active_in → place:antioch
edge-d5ecfd30fb69ca2a	proposition	logos-is-pre-existent-son-of-god	place	antioch	proposition_place	derived	person_opposes_proposition+active_in	100	135	probable	clm-saturninus-active-antioch|clm-saturninus-opposes-logos	person:saturninus → person_opposes_proposition → proposition:logos-is-pre-existent-son-of-god + person:saturninus → active_in → place:antioch
edge-d69eea9332f3109c	proposition	jesus-born-of-virgin	place	antioch	proposition_place	derived	person_opposes_proposition+active_in	100	135	probable	clm-saturninus-active-antioch|clm-saturninus-opposes-virgin-birth	person:saturninus → person_opposes_proposition → proposition:jesus-born-of-virgin + person:saturninus → active_in → place:antioch
edge-c9093ed1143f6ce4	person	valentinus	place	alexandria	person_place	direct	active_in	100	138	probable	clm-valentinus-active-alexandria	person:valentinus → active_in → place:alexandria
edge-02966639603cbc69	person	marcion-of-sinope	place	pontus	person_place	direct	active_in	100	140	probable	clm-marcion-active-pontus	person:marcion-of-sinope → active_in → place:pontus
edge-f624ac99b181c8a5	person	marcion-of-sinope	place	sinope	person_place	direct	active_in	100	140	probable	clm-marcion-active-sinope	person:marcion-of-sinope → active_in → place:sinope
edge-28c1285f6fee7ff7	proposition	baptism-with-water-commanded	place	rome	proposition_place	derived	work_affirms_proposition+written_at	100	150	probable	clm-hermas-affirms-baptism-water|clm-hermas-written-rome	work:shepherd-of-hermas → work_affirms_proposition → proposition:baptism-with-water-commanded + work:shepherd-of-hermas → written_at → place:rome
edge-3882343961e4e6d0	proposition	rule-of-faith-received-from-apostles	place	rome	proposition_place	derived	work_affirms_proposition+written_at	100	150	probable	clm-hermas-affirms-rule-of-faith|clm-hermas-written-rome	work:shepherd-of-hermas → work_affirms_proposition → proposition:rule-of-faith-received-from-apostles + work:shepherd-of-hermas → written_at → place:rome
edge-95bd1bf1cb9282bb	proposition	fasting-is-required	place	rome	proposition_place	derived	work_affirms_proposition+written_at	100	150	probable	clm-hermas-affirms-fasting|clm-hermas-written-rome	work:shepherd-of-hermas → work_affirms_proposition → proposition:fasting-is-required + work:shepherd-of-hermas → written_at → place:rome
edge-a1bc58e7aa8ba2aa	group	docetists	place	rome	group_place	direct	group_present_at	100	150	probable	clm-docetists-at-rome	group:docetists → group_present_at → place:rome
edge-aed9e43580a5d7be	proposition	baptism-effects-regeneration	place	rome	proposition_place	derived	work_affirms_proposition+written_at	100	150	probable	clm-hermas-affirms-baptism-regen|clm-hermas-written-rome	work:shepherd-of-hermas → work_affirms_proposition → proposition:baptism-effects-regeneration + work:shepherd-of-hermas → written_at → place:rome
edge-b0adb980cac0c65c	work	shepherd-of-hermas	place	rome	work_place	direct	written_at	100	150	probable	clm-hermas-written-rome	work:shepherd-of-hermas → written_at → place:rome
edge-b2790a945755660b	proposition	christ-truly-became-flesh	place	rome	proposition_place	derived	work_affirms_proposition+written_at	100	150	probable	clm-hermas-affirms-incarnation|clm-hermas-written-rome	work:shepherd-of-hermas → work_affirms_proposition → proposition:christ-truly-became-flesh + work:shepherd-of-hermas → written_at → place:rome
edge-b295ccd13015451c	group	docetists	place	phrygia	group_place	direct	group_present_at	100	150	probable	clm-docetists-at-phrygia	group:docetists → group_present_at → place:phrygia
edge-b4e2f67989e4ceb6	proposition	catechumenate-precedes-baptism	place	rome	proposition_place	derived	work_affirms_proposition+written_at	100	150	probable	clm-hermas-affirms-catechumenate|clm-hermas-written-rome	work:shepherd-of-hermas → work_affirms_proposition → proposition:catechumenate-precedes-baptism + work:shepherd-of-hermas → written_at → place:rome
edge-c119a3aa0334f230	proposition	post-baptismal-sin-forgiven-by-penance	place	rome	proposition_place	derived	work_affirms_proposition+written_at	100	150	probable	clm-hermas-affirms-penance|clm-hermas-written-rome	work:shepherd-of-hermas → work_affirms_proposition → proposition:post-baptismal-sin-forgiven-by-penance + work:shepherd-of-hermas → written_at → place:rome
edge-d9feb59661ef8601	person	hermas-shepherd	place	rome	person_place	direct	active_in	100	150	probable	clm-hermas-shepherd-active-rome	person:hermas-shepherd → active_in → place:rome
edge-f5bb4e5448394a6c	group	docetists	place	asia	group_place	direct	group_present_at	100	150	probable	clm-docetists-at-asia	group:docetists → group_present_at → place:asia
