edge_id	from_type	from_id	to_type	to_id	relation_kind	directness	rule_id	year_start	year_end	certainty	supporting_claim_ids	path_text
edge-acae3eaa7595107b	group	roman-empire	place	sardinia	group_place	direct	controls_place	-238	400	probable	clm-rome-controls-sardinia	group:roman-empire → controls_place → place:sardinia
edge-fabab37436c7c977	group	roman-empire	place	malta	group_place	direct	controls_place	-218	400	probable	clm-rome-controls-malta	group:roman-empire → controls_place → place:malta
edge-0be2e5568a6b7253	group	samaritans	place	samaria	group_place	direct	group_present_at	-200	100	attested	clm-group-samaritans-samaria	group:samaritans → group_present_at → place:samaria
edge-0f7f48d968e1042f	group	roman-empire	place	thessalonica	group_place	direct	controls_place	-168	400	probable	clm-rome-controls-thessalonica	group:roman-empire → controls_place → place:thessalonica
edge-813fbffe134427ff	group	roman-empire	place	berea	group_place	direct	controls_place	-168	400	probable	clm-rome-controls-berea	group:roman-empire → controls_place → place:berea
edge-cd488b667aad89bb	group	essenes	place	qumran	group_place	direct	group_present_at	-150	68	probable	clm-essenes-at-qumran	group:essenes → group_present_at → place:qumran
edge-e0836cc06c041755	group	qumran-community	place	qumran	group_place	direct	group_present_at	-150	68	probable	clm-group-qumran-community-qumran	group:qumran-community → group_present_at → place:qumran
edge-746324c235dff499	group	essenes	place	judea	group_place	direct	group_present_at	-150	70	probable	clm-group-essenes-judea	group:essenes → group_present_at → place:judea
edge-1dea1d21ddc67e64	group	roman-empire	place	carthage	group_place	direct	controls_place	-146	400	probable	clm-rome-controls-carthage	group:roman-empire → controls_place → place:carthage
edge-a716d3f06c1f1fdf	group	roman-empire	place	achaia	group_place	direct	controls_place	-146	400	probable	clm-rome-controls-achaia	group:roman-empire → controls_place → place:achaia
edge-30e453529049ba0b	group	roman-empire	place	laodicea	group_place	direct	controls_place	-133	400	probable	clm-rome-controls-laodicea	group:roman-empire → controls_place → place:laodicea
edge-5de2481a62cc0bca	group	roman-empire	place	asia	group_place	direct	controls_place	-133	400	probable	clm-rome-controls-asia	group:roman-empire → controls_place → place:asia
edge-85956cc78f63dc03	group	roman-empire	place	ephesus	group_place	direct	controls_place	-133	400	probable	clm-rome-controls-ephesus	group:roman-empire → controls_place → place:ephesus
edge-97aebccda0225658	group	roman-empire	place	pergamum	group_place	direct	controls_place	-133	400	probable	clm-rome-controls-pergamum	group:roman-empire → controls_place → place:pergamum
edge-9b5d2b608b1f3591	group	roman-empire	place	smyrna	group_place	direct	controls_place	-133	400	probable	clm-rome-controls-smyrna	group:roman-empire → controls_place → place:smyrna
edge-a5d3d45b98089f0c	group	roman-empire	place	patmos	group_place	direct	controls_place	-133	400	probable	clm-rome-controls-patmos	group:roman-empire → controls_place → place:patmos
edge-b5e03f3812559d79	group	roman-empire	place	thyatira	group_place	direct	controls_place	-133	400	probable	clm-rome-controls-thyatira	group:roman-empire → controls_place → place:thyatira
edge-bc4e669d4215db7a	group	roman-empire	place	colossae	group_place	direct	controls_place	-133	400	probable	clm-rome-controls-colossae	group:roman-empire → controls_place → place:colossae
edge-bd2df433e13c9414	group	roman-empire	place	hierapolis	group_place	direct	controls_place	-133	400	probable	clm-rome-controls-hierapolis	group:roman-empire → controls_place → place:hierapolis
edge-bfc5170278db2a7e	group	roman-empire	place	philadelphia-asia	group_place	direct	controls_place	-133	400	probable	clm-rome-controls-philadelphia	group:roman-empire → controls_place → place:philadelphia-asia
edge-c01777a55ed5266b	group	roman-empire	place	miletus	group_place	direct	controls_place	-133	400	probable	clm-rome-controls-miletus	group:roman-empire → controls_place → place:miletus
edge-c8a0c9c9bc00080d	group	roman-empire	place	phrygia	group_place	direct	controls_place	-133	400	probable	clm-rome-controls-phrygia	group:roman-empire → controls_place → place:phrygia
edge-e2ae81573f71fff7	group	roman-empire	place	troas	group_place	direct	controls_place	-133	400	probable	clm-rome-controls-troas	group:roman-empire → controls_place → place:troas
edge-ecb344d4ba846772	group	roman-empire	place	sardis	group_place	direct	controls_place	-133	400	probable	clm-rome-controls-sardis	group:roman-empire → controls_place → place:sardis
edge-4ec711ac98fa3a7a	group	roman-empire	place	gaul	group_place	direct	controls_place	-121	400	probable	clm-rome-controls-gaul	group:roman-empire → controls_place → place:gaul
edge-ace20167604701dc	group	roman-empire	place	athens	group_place	direct	controls_place	-86	400	probable	clm-rome-controls-athens	group:roman-empire → controls_place → place:athens
edge-14c531c2c9cf14c9	group	roman-empire	place	bithynia	group_place	direct	controls_place	-74	400	probable	clm-rome-controls-bithynia	group:roman-empire → controls_place → place:bithynia
edge-847ec3215278f74b	group	roman-empire	place	crete	group_place	direct	controls_place	-67	400	probable	clm-rome-controls-crete	group:roman-empire → controls_place → place:crete
edge-157c779ed4cd17eb	group	roman-empire	place	damascus	group_place	direct	controls_place	-64	272	probable	clm-rome-controls-damascus	group:roman-empire → controls_place → place:damascus
edge-217e9e1a75ac14b9	group	roman-empire	place	tyre	group_place	direct	controls_place	-64	400	probable	clm-rome-controls-tyre	group:roman-empire → controls_place → place:tyre
edge-69aeede2169717a6	group	roman-empire	place	sidon	group_place	direct	controls_place	-64	400	probable	clm-rome-controls-sidon	group:roman-empire → controls_place → place:sidon
edge-b84b76505eba5da8	group	roman-empire	place	neocaesarea	group_place	direct	controls_place	-64	400	probable	clm-rome-controls-neocaesarea	group:roman-empire → controls_place → place:neocaesarea
edge-c4eae5617dbf7631	group	roman-empire	place	antioch	group_place	direct	controls_place	-64	400	probable	clm-rome-controls-antioch	group:roman-empire → controls_place → place:antioch
edge-f2702a844cb5fac8	group	roman-empire	place	pontus	group_place	direct	controls_place	-64	400	probable	clm-rome-controls-pontus	group:roman-empire → controls_place → place:pontus
edge-1ff0962ea7ad2606	group	roman-empire	place	joppa	group_place	direct	controls_place	-63	400	probable	clm-rome-controls-joppa	group:roman-empire → controls_place → place:joppa
edge-2897452994ea432f	group	roman-empire	place	nazareth	group_place	direct	controls_place	-63	400	probable	clm-rome-controls-nazareth	group:roman-empire → controls_place → place:nazareth
edge-2a33a9c1c481afc9	group	roman-empire	place	bethsaida	group_place	direct	controls_place	-63	400	probable	clm-rome-controls-bethsaida	group:roman-empire → controls_place → place:bethsaida
edge-35a38758c037908b	group	roman-empire	place	jerusalem	group_place	direct	controls_place	-63	400	probable	clm-rome-controls-jerusalem	group:roman-empire → controls_place → place:jerusalem
edge-3e2917d409f1a975	group	roman-empire	place	lydda	group_place	direct	controls_place	-63	400	probable	clm-rome-controls-lydda	group:roman-empire → controls_place → place:lydda
edge-623aac0fc7b4152e	group	roman-empire	place	jericho	group_place	direct	controls_place	-63	400	probable	clm-rome-controls-jericho	group:roman-empire → controls_place → place:jericho
edge-95861401d848a084	group	roman-empire	place	caesarea	group_place	direct	controls_place	-63	400	probable	clm-rome-controls-caesarea	group:roman-empire → controls_place → place:caesarea
edge-a956cc0d9fe07ae7	group	roman-empire	place	capernaum	group_place	direct	controls_place	-63	400	probable	clm-rome-controls-capernaum	group:roman-empire → controls_place → place:capernaum
edge-cc639ac626174de6	group	roman-empire	place	bethany-near-jerusalem	group_place	direct	controls_place	-63	400	probable	clm-rome-controls-bethany	group:roman-empire → controls_place → place:bethany-near-jerusalem
edge-e7bc7b45b8ce90ba	group	roman-empire	place	galilee	group_place	direct	controls_place	-63	400	probable	clm-rome-controls-galilee	group:roman-empire → controls_place → place:galilee
edge-f0550fcfdadccf79	group	roman-empire	place	samaria	group_place	direct	controls_place	-63	400	probable	clm-rome-controls-samaria	group:roman-empire → controls_place → place:samaria
edge-03e83ac0ef210ab7	group	roman-empire	place	cyprus	group_place	direct	controls_place	-58	400	probable	clm-rome-controls-cyprus	group:roman-empire → controls_place → place:cyprus
edge-cffcc620a6d07e84	group	roman-empire	place	nicopolis	group_place	direct	controls_place	-31	400	probable	clm-rome-controls-nicopolis	group:roman-empire → controls_place → place:nicopolis
edge-10538cf84cb80cbd	group	roman-empire	place	alexandria	group_place	direct	controls_place	-30	400	probable	clm-rome-controls-alexandria	group:roman-empire → controls_place → place:alexandria
edge-f6e0a8efb87d83fe	group	roman-empire	place	egypt	group_place	direct	controls_place	-30	400	probable	clm-rome-controls-egypt	group:roman-empire → controls_place → place:egypt
edge-0e769174671a28db	group	roman-empire	place	lyons	group_place	direct	controls_place	-27	400	probable	clm-rome-controls-lyons	group:roman-empire → controls_place → place:lyons
edge-87b5bd94eadabf93	group	roman-empire	place	rome	group_place	direct	controls_place	-27	400	probable	clm-rome-controls-rome-city	group:roman-empire → controls_place → place:rome
edge-3db61bb16cb7757a	group	roman-empire	place	derbe	group_place	direct	controls_place	-25	400	probable	clm-rome-controls-derbe	group:roman-empire → controls_place → place:derbe
edge-a1f4240905afc465	group	roman-empire	place	lystra	group_place	direct	controls_place	-25	400	probable	clm-rome-controls-lystra	group:roman-empire → controls_place → place:lystra
edge-a9667f9fe32a6643	group	roman-empire	place	galatia	group_place	direct	controls_place	-25	400	probable	clm-rome-controls-galatia	group:roman-empire → controls_place → place:galatia
edge-1bc56c9a428f53b2	group	roman-empire	place	caesarea-cappadocia	group_place	direct	controls_place	-17	400	probable	clm-rome-controls-caesarea-cappadocia	group:roman-empire → controls_place → place:caesarea-cappadocia
edge-a7ab2e8217c189ec	group	roman-empire	place	cappadocia	group_place	direct	controls_place	-17	400	probable	clm-rome-controls-cappadocia	group:roman-empire → controls_place → place:cappadocia
edge-7c0c57625376d22b	group	zealots	place	judea	group_place	direct	group_present_at	6	70	probable	clm-zealots-at-judea	group:zealots → group_present_at → place:judea
edge-13ed12c3e460069c	person	caiaphas	place	jerusalem	person_place	direct	active_in	18	36	probable	clm-caiaphas-active-jerusalem	person:caiaphas → active_in → place:jerusalem
edge-b01b7f85df155ec0	person	pontius-pilate	place	judea	person_place	direct	active_in	26	36	attested	clm-pilate-active-judea	person:pontius-pilate → active_in → place:judea
edge-d1e97806757010ee	person	herod-antipas	place	galilee	person_place	direct	active_in	26	39	attested	clm-herod-antipas-active-galilee	person:herod-antipas → active_in → place:galilee
edge-eebc4d0fa3ffdc22	event	baptism-of-jesus	place	bethany-beyond-the-jordan	event_place	direct	event_occurs_at	27	27	attested	clm-baptism-at-bethany	event:baptism-of-jesus → event_occurs_at → place:bethany-beyond-the-jordan
edge-13748cfe881ac9ad	group	followers-of-john-the-baptist	place	wilderness-of-judea	group_place	direct	group_present_at	27	28	attested	clm-group-john-judea	group:followers-of-john-the-baptist → group_present_at → place:wilderness-of-judea
edge-1d7937de8f2a129a	person	john-the-baptist	place	wilderness-of-judea	person_place	direct	active_in	27	28	attested	clm-john-active-wilderness	person:john-the-baptist → active_in → place:wilderness-of-judea
edge-95c342b1da8b540a	group	followers-of-john-the-baptist	place	bethany-beyond-the-jordan	group_place	direct	group_present_at	27	28	attested	clm-followers-john-at-bethany	group:followers-of-john-the-baptist → group_present_at → place:bethany-beyond-the-jordan
edge-2e330766b4b7388c	proposition	jesus-teaches-with-unique-authority	place	galilee	proposition_place	derived	person_affirms_proposition+active_in	27	30	probable	clm-jesus-active-galilee|clm-jesus-authority	person:jesus-of-nazareth → person_affirms_proposition → proposition:jesus-teaches-with-unique-authority + person:jesus-of-nazareth → active_in → place:galilee
edge-3300a901a61948bf	proposition	jesus-teaches-with-unique-authority	place	nazareth	proposition_place	derived	person_affirms_proposition+active_in	27	30	probable	clm-jesus-active-nazareth|clm-jesus-authority	person:jesus-of-nazareth → person_affirms_proposition → proposition:jesus-teaches-with-unique-authority + person:jesus-of-nazareth → active_in → place:nazareth
edge-39ae4dc3b5eae396	proposition	kingdom-of-god-has-drawn-near	place	nazareth	proposition_place	derived	person_affirms_proposition+active_in	27	30	probable	clm-jesus-active-nazareth|clm-jesus-kingdom	person:jesus-of-nazareth → person_affirms_proposition → proposition:kingdom-of-god-has-drawn-near + person:jesus-of-nazareth → active_in → place:nazareth
edge-4cb03db3695680df	person	jesus-of-nazareth	place	nazareth	person_place	direct	active_in	27	30	attested	clm-jesus-active-nazareth	person:jesus-of-nazareth → active_in → place:nazareth
edge-55fc19a34d39d8e5	person	simon-peter	place	galilee	person_place	direct	active_in	27	30	attested	clm-peter-active-galilee	person:simon-peter → active_in → place:galilee
edge-701dd25d2390c5c2	proposition	disciples-are-called-to-follow-jesus	place	nazareth	proposition_place	derived	person_affirms_proposition+active_in	27	30	probable	clm-jesus-active-nazareth|clm-jesus-follow	person:jesus-of-nazareth → person_affirms_proposition → proposition:disciples-are-called-to-follow-jesus + person:jesus-of-nazareth → active_in → place:nazareth
edge-70bf1136493923b3	person	james-son-of-zebedee	place	galilee	person_place	direct	active_in	27	30	attested	clm-james-zebedee-active-galilee	person:james-son-of-zebedee → active_in → place:galilee
edge-7cea0f64055b8739	person	mary-mother-of-jesus	place	galilee	person_place	direct	active_in	27	30	probable	clm-mary-mother-active-galilee	person:mary-mother-of-jesus → active_in → place:galilee
edge-859b1af741104018	group	pharisees	place	galilee	group_place	direct	group_present_at	27	30	attested	clm-pharisees-at-galilee	group:pharisees → group_present_at → place:galilee
edge-9bce6142ede29eac	person	john-son-of-zebedee	place	galilee	person_place	direct	active_in	27	30	attested	clm-john-zebedee-active-galilee	person:john-son-of-zebedee → active_in → place:galilee
edge-a10dd21a7e62bd0b	person	jesus-of-nazareth	place	galilee	person_place	direct	active_in	27	30	attested	clm-jesus-active-galilee	person:jesus-of-nazareth → active_in → place:galilee
edge-a9edfeb5f47365fe	proposition	kingdom-of-god-has-drawn-near	place	galilee	proposition_place	derived	person_affirms_proposition+active_in	27	30	probable	clm-jesus-active-galilee|clm-jesus-kingdom	person:jesus-of-nazareth → person_affirms_proposition → proposition:kingdom-of-god-has-drawn-near + person:jesus-of-nazareth → active_in → place:galilee
edge-cfcb788b810cefc3	proposition	disciples-are-called-to-follow-jesus	place	galilee	proposition_place	derived	person_affirms_proposition+active_in	27	30	probable	clm-jesus-active-galilee|clm-jesus-follow	person:jesus-of-nazareth → person_affirms_proposition → proposition:disciples-are-called-to-follow-jesus + person:jesus-of-nazareth → active_in → place:galilee
edge-d5127de703df827e	group	followers-of-john-the-baptist	place	judea	group_place	direct	group_present_at	27	30	probable	clm-followers-john-at-judea	group:followers-of-john-the-baptist → group_present_at → place:judea
edge-e7c8301e70b497c6	group	pharisees	place	judea	group_place	direct	group_present_at	27	30	probable	clm-group-pharisees-judea	group:pharisees → group_present_at → place:judea
edge-f63214162990b973	person	andrew	place	galilee	person_place	direct	active_in	27	30	attested	clm-andrew-active-galilee	person:andrew → active_in → place:galilee
edge-4ac523ad91881a3a	group	herodians	place	judea	group_place	direct	group_present_at	27	40	attested	clm-herodians-at-judea	group:herodians → group_present_at → place:judea
edge-675d0f9a6a420acc	group	roman-empire	place	judea	group_place	direct	controls_place	27	66	attested	clm-group-roman-empire-judea	group:roman-empire → controls_place → place:judea
edge-498235afe5918d06	group	pharisees	place	jerusalem	group_place	direct	group_present_at	27	70	attested	clm-pharisees-at-jerusalem	group:pharisees → group_present_at → place:jerusalem
edge-d294ecf664461af9	group	sadducees	place	jerusalem	group_place	direct	group_present_at	27	70	probable	clm-group-sadducees-jerusalem	group:sadducees → group_present_at → place:jerusalem
edge-78be14b84174d522	event	calling-of-the-first-disciples	place	capernaum	event_place	direct	event_occurs_at	28	28	probable	clm-calling-at-capernaum	event:calling-of-the-first-disciples → event_occurs_at → place:capernaum
edge-cfa06b5196dede79	event	sermon-on-the-mount	place	galilee	event_place	direct	event_occurs_at	28	28	attested	clm-sermon-at-galilee	event:sermon-on-the-mount → event_occurs_at → place:galilee
edge-494b18b7c6522502	person	philip-the-apostle	place	bethsaida	person_place	direct	active_in	28	30	attested	clm-philip-apostle-active-bethsaida	person:philip-the-apostle → active_in → place:bethsaida
edge-4c81a3b952ab2b36	person	judas-iscariot	place	jerusalem	person_place	direct	active_in	28	30	attested	clm-judas-iscariot-active-jerusalem	person:judas-iscariot → active_in → place:jerusalem
edge-521c14a509b7c965	person	judas-iscariot	place	galilee	person_place	direct	active_in	28	30	attested	clm-judas-iscariot-active-galilee	person:judas-iscariot → active_in → place:galilee
edge-5466c331c3131fa4	group	herodians	place	galilee	group_place	direct	group_present_at	28	30	attested	clm-group-herodians-galilee	group:herodians → group_present_at → place:galilee
edge-7030bf2266aff6ed	person	nathanael	place	cana	person_place	direct	active_in	28	30	probable	clm-nathanael-active-cana	person:nathanael → active_in → place:cana
edge-8e434a1e984753f4	person	mary-magdalene	place	galilee	person_place	direct	active_in	28	30	attested	clm-mary-magdalene-active-galilee	person:mary-magdalene → active_in → place:galilee
edge-997945036fa6ba48	person	thomas	place	galilee	person_place	direct	active_in	28	30	probable	clm-thomas-active-galilee	person:thomas → active_in → place:galilee
edge-aed578c22ef07aae	person	matthew-the-apostle	place	galilee	person_place	direct	active_in	28	30	probable	clm-matthew-active-galilee	person:matthew-the-apostle → active_in → place:galilee
edge-b4c629cc4b30067c	person	matthew-the-apostle	place	jerusalem	person_place	direct	active_in	28	30	probable	clm-matthew-active-jerusalem	person:matthew-the-apostle → active_in → place:jerusalem
edge-c64b060f2073fd1b	person	bartholomew	place	galilee	person_place	direct	active_in	28	30	probable	clm-bartholomew-active-galilee	person:bartholomew → active_in → place:galilee
edge-c7698d725c9ded70	group	disciples-of-jesus	place	galilee	group_place	direct	group_present_at	28	30	attested	clm-group-disciples-galilee	group:disciples-of-jesus → group_present_at → place:galilee
edge-f101b29490ad4b0d	person	philip-the-apostle	place	galilee	person_place	direct	active_in	28	30	attested	clm-philip-apostle-active-galilee	person:philip-the-apostle → active_in → place:galilee
edge-33513ad22639ab20	person	martha-of-bethany	place	jerusalem	person_place	direct	active_in	29	30	probable	clm-martha-active-jerusalem	person:martha-of-bethany → active_in → place:jerusalem
edge-62c188070e8df600	person	lazarus-of-bethany	place	bethany-near-jerusalem	person_place	direct	active_in	29	30	attested	clm-lazarus-active-bethany	person:lazarus-of-bethany → active_in → place:bethany-near-jerusalem
edge-8edf3d556dd1e102	person	martha-of-bethany	place	bethany-near-jerusalem	person_place	direct	active_in	29	30	attested	clm-martha-active-bethany	person:martha-of-bethany → active_in → place:bethany-near-jerusalem
edge-1d9562f5ed838bf3	proposition	kingdom-of-god-has-drawn-near	place	judea	proposition_place	derived	person_affirms_proposition+active_in	30	30	probable	clm-jesus-active-judea|clm-jesus-kingdom	person:jesus-of-nazareth → person_affirms_proposition → proposition:kingdom-of-god-has-drawn-near + person:jesus-of-nazareth → active_in → place:judea
edge-1e0edf5fd0892bbb	proposition	disciples-are-called-to-follow-jesus	place	judea	proposition_place	derived	person_affirms_proposition+active_in	30	30	probable	clm-jesus-active-judea|clm-jesus-follow	person:jesus-of-nazareth → person_affirms_proposition → proposition:disciples-are-called-to-follow-jesus + person:jesus-of-nazareth → active_in → place:judea
edge-27fd334cf15e6b84	proposition	jesus-teaches-with-unique-authority	place	judea	proposition_place	derived	person_affirms_proposition+active_in	30	30	probable	clm-jesus-active-judea|clm-jesus-authority	person:jesus-of-nazareth → person_affirms_proposition → proposition:jesus-teaches-with-unique-authority + person:jesus-of-nazareth → active_in → place:judea
edge-297791db10d472a6	person	mary-mother-of-jesus	place	jerusalem	person_place	direct	active_in	30	30	attested	clm-mary-mother-active-jerusalem	person:mary-mother-of-jesus → active_in → place:jerusalem
edge-2a53f4852cab228a	group	herodians	place	jerusalem	group_place	direct	group_present_at	30	30	attested	clm-group-herodians-jerusalem	group:herodians → group_present_at → place:jerusalem
edge-34cf0d3eca9d9dae	event	burial-of-jesus	place	jerusalem	event_place	direct	event_occurs_at	30	30	probable	clm-burial-at-jerusalem	event:burial-of-jesus → event_occurs_at → place:jerusalem
edge-3da0ee249c7881ed	group	disciples-of-jesus	place	judea	group_place	direct	group_present_at	30	30	probable	clm-group-disciples-judea	group:disciples-of-jesus → group_present_at → place:judea
edge-4a23aae4c01cb374	person	joseph-of-arimathea	place	jerusalem	person_place	direct	active_in	30	30	attested	clm-joseph-arimathea-active-jerusalem	person:joseph-of-arimathea → active_in → place:jerusalem
edge-52ca1ad752e48c4d	person	mary-magdalene	place	jerusalem	person_place	direct	active_in	30	30	attested	clm-mary-magdalene-active-jerusalem	person:mary-magdalene → active_in → place:jerusalem
edge-676e322adf44d777	event	jesus-before-pilate	place	jerusalem	event_place	direct	event_occurs_at	30	30	probable	clm-jesus-before-pilate-at-jerusalem	event:jesus-before-pilate → event_occurs_at → place:jerusalem
edge-6da8b99dea6b0b61	event	ascension-of-jesus	place	bethany-near-jerusalem	event_place	direct	event_occurs_at	30	30	probable	clm-ascension-at-bethany	event:ascension-of-jesus → event_occurs_at → place:bethany-near-jerusalem
edge-748dab33f8c9ff74	event	crucifixion-of-jesus	place	jerusalem	event_place	direct	event_occurs_at	30	30	attested	clm-crucifixion-at-jerusalem	event:crucifixion-of-jesus → event_occurs_at → place:jerusalem
edge-7cedd2734ea06c6f	event	temple-cleansing	place	jerusalem	event_place	direct	event_occurs_at	30	30	attested	clm-temple-at-jerusalem	event:temple-cleansing → event_occurs_at → place:jerusalem
edge-8632ce91c1c5cde5	person	nicodemus	place	judea	person_place	direct	active_in	30	30	probable	clm-nicodemus-active-judea	person:nicodemus → active_in → place:judea
edge-8bcb45fb8766fae0	event	pentecost	place	jerusalem	event_place	direct	event_occurs_at	30	30	attested	clm-pentecost-at-jerusalem	event:pentecost → event_occurs_at → place:jerusalem
edge-8d90e916e490f7bf	event	last-supper	place	jerusalem	event_place	direct	event_occurs_at	30	30	probable	clm-last-supper-at-jerusalem	event:last-supper → event_occurs_at → place:jerusalem
edge-9fc5a87894dc0ff9	event	resurrection-of-jesus	place	jerusalem	event_place	direct	event_occurs_at	30	30	probable	clm-resurrection-at-jerusalem	event:resurrection-of-jesus → event_occurs_at → place:jerusalem
edge-ab0623e157adcac2	person	nicodemus	place	jerusalem	person_place	direct	active_in	30	30	attested	clm-nicodemus-active-jerusalem	person:nicodemus → active_in → place:jerusalem
edge-acbdc65ad5df1a18	event	triumphal-entry-into-jerusalem	place	jerusalem	event_place	direct	event_occurs_at	30	30	attested	clm-jesus-entry-at-jerusalem	event:triumphal-entry-into-jerusalem → event_occurs_at → place:jerusalem
edge-d9ec9ccb8fc0fadf	person	joseph-of-arimathea	place	judea	person_place	direct	active_in	30	30	probable	clm-joseph-arimathea-disciple-area	person:joseph-of-arimathea → active_in → place:judea
edge-db6e26a938bc9a0d	person	jesus-of-nazareth	place	judea	person_place	direct	active_in	30	30	probable	clm-jesus-active-judea	person:jesus-of-nazareth → active_in → place:judea
edge-de15df200e0aa878	person	thomas	place	jerusalem	person_place	direct	active_in	30	30	attested	clm-thomas-active-jerusalem	person:thomas → active_in → place:jerusalem
edge-ed4c2e75e60c871b	event	arrest-of-jesus	place	jerusalem	event_place	direct	event_occurs_at	30	30	probable	clm-arrest-at-jerusalem	event:arrest-of-jesus → event_occurs_at → place:jerusalem
edge-8df4dc0bf1b61017	person	philip-the-apostle	place	jerusalem	person_place	direct	active_in	30	40	probable	clm-philip-apostle-active-jerusalem	person:philip-the-apostle → active_in → place:jerusalem
edge-9759561347ebd839	person	andrew	place	jerusalem	person_place	direct	active_in	30	40	probable	clm-andrew-active-jerusalem	person:andrew → active_in → place:jerusalem
edge-02e4c6a59e2edbe4	person	james-son-of-zebedee	place	jerusalem	person_place	direct	active_in	30	44	attested	clm-james-zebedee-active-jerusalem	person:james-son-of-zebedee → active_in → place:jerusalem
edge-bbc41fb160d39f40	person	simon-peter	place	jerusalem	person_place	direct	active_in	30	44	attested	clm-peter-active-jerusalem	person:simon-peter → active_in → place:jerusalem
edge-f6c0c6103029aad4	person	john-son-of-zebedee	place	jerusalem	person_place	direct	active_in	30	50	attested	clm-john-zebedee-active-jerusalem	person:john-son-of-zebedee → active_in → place:jerusalem
edge-0561c55077afc475	proposition	christ-truly-became-flesh	place	samaria	proposition_place	derived	person_opposes_proposition+active_in	30	65	probable	clm-simon-magus-active-samaria|clm-simon-magus-opposes-incarnation	person:simon-magus → person_opposes_proposition → proposition:christ-truly-became-flesh + person:simon-magus → active_in → place:samaria
edge-39e7a3347125303c	proposition	logos-is-pre-existent-son-of-god	place	samaria	proposition_place	derived	person_opposes_proposition+active_in	30	65	probable	clm-ebionites-oppose-logos|clm-simon-magus-active-samaria	person:simon-magus → person_opposes_proposition → proposition:logos-is-pre-existent-son-of-god + person:simon-magus → active_in → place:samaria
edge-57ea431a4afbe412	person	simon-magus	place	samaria	person_place	direct	active_in	30	65	probable	clm-simon-magus-active-samaria	person:simon-magus → active_in → place:samaria
edge-760da72b00d5be4b	proposition	apostolic-succession-transmits-faith	place	samaria	proposition_place	derived	person_opposes_proposition+active_in	30	65	probable	clm-simon-magus-active-samaria|clm-simon-magus-opposes-apostolic-succession	person:simon-magus → person_opposes_proposition → proposition:apostolic-succession-transmits-faith + person:simon-magus → active_in → place:samaria
edge-ca799240b94eb2b8	proposition	old-testament-is-authoritative-scripture	place	samaria	proposition_place	derived	person_opposes_proposition+active_in	30	65	probable	clm-simon-magus-active-samaria|clm-simon-magus-opposes-ot-scripture	person:simon-magus → person_opposes_proposition → proposition:old-testament-is-authoritative-scripture + person:simon-magus → active_in → place:samaria
edge-28927c3488f0809d	group	disciples-of-jesus	place	jerusalem	group_place	direct	group_present_at	30	70	attested	clm-disciples-at-jerusalem-early	group:disciples-of-jesus → group_present_at → place:jerusalem
edge-0c03d05138f763ee	group	jerusalem-church	place	jerusalem	group_place	direct	group_present_at	30	135	attested	clm-group-jerusalem-church-jerusalem	group:jerusalem-church → group_present_at → place:jerusalem
edge-82d5f0dc77a6ca16	person	stephen	place	jerusalem	person_place	direct	active_in	33	34	attested	clm-stephen-active-jerusalem	person:stephen → active_in → place:jerusalem
edge-42f2edaf5d59011b	person	philip-the-evangelist	place	joppa	person_place	direct	active_in	33	35	probable	clm-philip-evang-active-joppa	person:philip-the-evangelist → active_in → place:joppa
edge-dd3902f4d4f6d1ca	person	philip-the-evangelist	place	samaria	person_place	direct	active_in	33	35	attested	clm-philip-evangelist-active-samaria	person:philip-the-evangelist → active_in → place:samaria
edge-ad2bcbb97bd86998	group	disciples-of-jesus	place	samaria	group_place	direct	group_present_at	33	40	attested	clm-group-disciples-samaria	group:disciples-of-jesus → group_present_at → place:samaria
edge-16ccc15a6afcf89c	person	barnabas	place	jerusalem	person_place	direct	active_in	33	42	attested	clm-barnabas-active-jerusalem	person:barnabas → active_in → place:jerusalem
edge-4efac62c5386f9cc	person	john-mark	place	jerusalem	person_place	direct	active_in	33	46	attested	clm-john-mark-active-jerusalem	person:john-mark → active_in → place:jerusalem
edge-dc48b2a310d0be36	person	silas	place	jerusalem	person_place	direct	active_in	33	49	attested	clm-silas-active-jerusalem	person:silas → active_in → place:jerusalem
edge-b462fc6617958086	person	james-the-just	place	jerusalem	person_place	direct	bishop_of	33	62	probable	clm-james-just-bishop-jerusalem	person:james-the-just → bishop_of → place:jerusalem
edge-5a6ef11bb97b8111	person	ananias-of-damascus	place	damascus	person_place	direct	active_in	34	34	attested	clm-ananias-of-damascus-active-damascus	person:ananias-of-damascus → active_in → place:damascus
edge-5d8f63f42b25ecfc	event	pauls-conversion	place	damascus	event_place	direct	event_occurs_at	34	34	attested	clm-conversion-at-damascus	event:pauls-conversion → event_occurs_at → place:damascus
edge-6be41f4e79d58d02	person	judas-damascus-householder	place	damascus	person_place	direct	active_in	34	34	attested	clm-judas-damascus-householder-active-damascus	person:judas-damascus-householder → active_in → place:damascus
edge-7f8b37a0383423d1	event	jerusalem-persecution-after-stephen	place	jerusalem	event_place	direct	event_occurs_at	34	34	attested	clm-jerusalem-persecution-after-stephen-at-jerusalem	event:jerusalem-persecution-after-stephen → event_occurs_at → place:jerusalem
edge-f213f12b56d2f925	event	stephens-martyrdom	place	jerusalem	event_place	direct	event_occurs_at	34	34	attested	clm-stephens-martyrdom-at-jerusalem	event:stephens-martyrdom → event_occurs_at → place:jerusalem
