proposition_id	place_id	year_start	year_end	stance	supporting_claim_count	opposing_claim_count	derived_edge_ids	derivation_hash
rule-of-faith-received-from-apostles	carthage	200	200	affirms	1	0	edge-aaeaf62906e61ea4	drv-85b7667447b3ae0c
christ-dominion-is-universal	carthage	200	208	affirms	1	0	edge-80d81b3f3fd119d6|edge-fb67d08d51252e76	drv-b1a7183cdd074208
christianity-established-in-arabia	carthage	200	208	neutral	0	0	edge-ca2310c9e90304c9	drv-3d1a4fac2a292b9c
christianity-established-in-ethiopia	carthage	200	208	neutral	0	0	edge-8179677eea4a5ac9	drv-2ec688be82844150
christianity-reached-britannia	carthage	200	208	affirms	1	0	edge-93786f8235ec6103	drv-ac98509fffe0aea2
gospel-reached-india	carthage	200	208	neutral	0	0	edge-e6ba17e3e819320b	drv-0a0eb3771a1dadc0
bodies-will-be-raised-at-last-day	rome	200	210	affirms	1	0	edge-3e5a686beb48fcf9	drv-28353ab893f410bb
christ-truly-became-flesh	rome	200	210	affirms	1	0	edge-0cf96fa2ba18b342	drv-b20cbe8cee77f525
christ-truly-suffered-and-died	rome	200	210	affirms	1	0	edge-e08a64ea6776dee7	drv-f9d03008ac1796aa
logos-is-pre-existent-son-of-god	rome	200	210	affirms	1	0	edge-c72f9b66bf6bf3bf	drv-7426c17a255362cd
old-testament-is-authoritative-scripture	rome	200	210	affirms	1	0	edge-5ff148aecd79f6c3	drv-e0a4be945f10c94e
trinity-is-three-persons-one-substance	rome	200	210	affirms	1	0	edge-1cdd509b0cbd8fab	drv-df01d1dd895a9830
trinity-is-three-persons-one-substance	carthage	200	220	affirms	1	0	edge-190ece22249a4866|edge-602a9f6d260cf5d9	drv-443e2bb3ce5262e1
trinity-is-three-persons-one-substance	rome	200	220	affirms	1	0	edge-691003e1abe1e8a5	drv-ec0642deaf182f77
bodies-will-be-raised-at-last-day	rome	204	204	affirms	1	0	edge-c471d05210341dba	drv-5bd5b70565f6f171
christ-truly-became-flesh	rome	204	204	affirms	1	0	edge-202b381456419d5c	drv-74541d806a869b32
final-judgment-is-coming	rome	204	204	affirms	1	0	edge-35d9b3cd2967670c	drv-762af881fe1c10a4
bodies-will-be-raised-at-last-day	carthage	206	212	affirms	1	0	edge-7d2ea56f77841aa7	drv-8d76663f3bd4f8ea
christ-truly-became-flesh	carthage	206	212	affirms	1	0	edge-39fe009658d0089e	drv-efdbb59a3825822d
jesus-born-of-virgin	carthage	206	212	affirms	1	0	edge-fb2e2c9fae8139c9	drv-5bd098142d1b5813
bodies-will-be-raised-at-last-day	carthage	207	208	affirms	1	0	edge-f206bca59daaaf26	drv-bb31c38be1c75b63
christ-truly-became-flesh	carthage	207	208	affirms	1	0	edge-a9496914b08e7a4a	drv-cb62eb2cd30b49ae
christ-truly-suffered-and-died	carthage	207	208	affirms	1	0	edge-a1faada32538ce70	drv-76cdeb80bd2ac3c0
eucharist-is-body-and-blood	carthage	207	208	affirms	1	0	edge-7f2b2d9e36525f46	drv-94199b3384b0a924
jesus-born-of-virgin	carthage	207	208	affirms	1	0	edge-1a432a28102fa938	drv-e13f411f239044bb
old-testament-is-authoritative-scripture	carthage	207	208	affirms	1	0	edge-bd88c8e6e30aae82	drv-ea7cd1056012e3ca
christians-must-not-serve-in-military	carthage	211	211	affirms	1	0	edge-07a2df7dafbd478b	drv-5f21fb7f65612184
logos-is-pre-existent-son-of-god	carthage	213	213	affirms	1	0	edge-176d5a60a447d120	drv-2f617c372b2c89b3
rule-of-faith-received-from-apostles	carthage	213	213	affirms	1	0	edge-641d00bd1b40c96f	drv-71609370741158cf
trinity-is-three-persons-one-substance	carthage	213	213	affirms	1	0	edge-cb5e73731f1f23c0	drv-522a8a27a484f22e
apostolic-succession-transmits-faith	rome	215	215	affirms	1	0	edge-2c9b97275e723312	drv-b93271d3d1faeb39
baptism-administered-in-trinitarian-name	rome	215	215	affirms	1	0	edge-26a440f3f0f1ca55	drv-df9cfce16de16fbe
baptism-effects-regeneration	rome	215	215	affirms	1	0	edge-19c98b41a3e43bb5	drv-f6a9ccf168b3cc45
baptism-with-water-commanded	rome	215	215	affirms	1	0	edge-6f5b625ce2a1a734	drv-1cbe1cfe57417ffc
baptismal-anointing-with-oil	rome	215	215	affirms	1	0	edge-e4c0e911e7e817fc	drv-2be87a95e036915f
bishop-authority-over-eucharist	rome	215	215	affirms	1	0	edge-0ee64810b1134c29	drv-67240962e0a865b9
bishops-govern-local-church	rome	215	215	affirms	1	0	edge-897a18cfbf24e69c	drv-33fe9d578bcc6c99
catechumenate-precedes-baptism	rome	215	215	affirms	1	0	edge-c800de2922aca020	drv-e4186694edfbd8f3
christ-truly-became-flesh	rome	215	215	affirms	1	0	edge-a91eea29a42c1d14	drv-8414eb9a660961c4
christians-must-not-serve-in-military	rome	215	215	affirms	1	0	edge-07070fc3a4fb577c	drv-1f4e3b37fcbb4154
eucharist-is-body-and-blood	rome	215	215	affirms	1	0	edge-d1f9d7bf3cae7f33	drv-26b2d01ca5c3602d
eucharist-is-sacrifice	rome	215	215	affirms	1	0	edge-65217d10319ce3a7	drv-cb324d20d45a1007
eucharist-offered-on-sunday	rome	215	215	affirms	1	0	edge-dc8bb6da9f994789	drv-fb3b1db9321c6476
fasting-is-required	rome	215	215	affirms	1	0	edge-28382312a2e89cf4	drv-86c04a0837b1d56f
frequent-eucharistic-assembly	rome	215	215	affirms	1	0	edge-cd5d58c7a44e46de	drv-c13490542ca61202
infants-and-children-are-baptized	rome	215	215	affirms	1	0	edge-a9808c7b1e73195b	drv-938d8c4b98815a3d
jesus-born-of-virgin	rome	215	215	affirms	1	0	edge-a323d6de1ebcb916	drv-cbd9a3e494aa97b3
ordination-conferred-by-laying-on-of-hands	rome	215	215	affirms	1	0	edge-94dbc44cbdcff798	drv-a80e3f5b822c890a
prayer-is-offered-without-ceasing	rome	215	215	affirms	1	0	edge-c2baf866cf882868	drv-8ec76d24cb0a6063
rule-of-faith-received-from-apostles	rome	215	215	affirms	1	0	edge-daee6e2ca7aabec3	drv-ffa95b0d58d089dc
threefold-ministry-required	rome	215	215	affirms	1	0	edge-50da3bb33bcdb6e8	drv-ec6679eea75a756a
virginity-is-honored-calling	rome	215	215	affirms	1	0	edge-d0f97deb4f676be1	drv-ef2200557ce2ec37
post-baptismal-sin-forgiven-by-penance	rome	217	222	affirms	1	0	edge-1d26d9693a67f826	drv-a3660886628c3beb
allegorical-interpretation-of-scripture	alexandria	220	230	affirms	1	0	edge-6d895178f426c068	drv-512e616c788b7b70
apostolic-succession-transmits-faith	alexandria	220	230	affirms	1	0	edge-c9b0ae6a3c53b09f	drv-c284ef63955e9de5
baptism-effects-regeneration	alexandria	220	230	affirms	1	0	edge-f4e449ead859b3f4	drv-9826de41e7038a5b
bodies-will-be-raised-at-last-day	alexandria	220	230	affirms	1	0	edge-85e5cd84716afe3f	drv-527a9315f31d175e
catechumenate-precedes-baptism	alexandria	220	230	affirms	1	0	edge-078c3baf42de6e3b	drv-dc5765076292ed50
christ-truly-became-flesh	alexandria	220	230	affirms	1	0	edge-e4882c7df51c0606	drv-150689d992d10b37
final-judgment-is-coming	alexandria	220	230	affirms	1	0	edge-710902b0d351c303	drv-a88ef8d349e740f2
free-will-grounds-moral-responsibility	alexandria	220	230	affirms	1	0	edge-1b36a63a02802de6	drv-aa39ee77c2cd0f31
jesus-born-of-virgin	alexandria	220	230	affirms	1	0	edge-caaa14f60151313c	drv-d1e2073c2cb83d40
logos-is-pre-existent-son-of-god	alexandria	220	230	affirms	2	0	edge-07cdc70a8ee9789d|edge-5b598fc2a04bddad	drv-7b8fc610116e9064
old-testament-is-authoritative-scripture	alexandria	220	230	affirms	1	0	edge-a78d340065b4fee6	drv-803c57338f92d0b4
perpetual-virginity-of-mary	alexandria	220	230	affirms	1	0	edge-4f97c8bd751240c1	drv-a875fce225f601d5
prayer-is-offered-without-ceasing	alexandria	220	230	affirms	1	0	edge-22041f8a85af5527	drv-f351ffe4e267f598
pre-existence-of-souls	alexandria	220	230	affirms	1	0	edge-50a50837d55eb8b6	drv-2c779b2c63256a7a
rule-of-faith-received-from-apostles	alexandria	220	230	affirms	1	0	edge-78b74f25cea0fad4	drv-b3a78549ff0a453a
son-is-eternally-generated	alexandria	220	230	affirms	1	0	edge-0cd03de9fde0630f	drv-47740e4015158a53
trinity-is-three-persons-one-substance	alexandria	220	230	affirms	1	0	edge-87d2b5bf3ca47d9e	drv-62d92057bffd5ebb
universal-restoration-of-all	alexandria	220	230	affirms	1	0	edge-d8242d59bf085243	drv-b450b11b7ca46daa
ascetic-covenant-is-normative	edessa	220	240	affirms	1	0	edge-b72edc0dbe6cedb0	drv-1287c6b5d14a3a6b
baptism-effects-regeneration	edessa	220	240	affirms	1	0	edge-cbd27dc3772c6d41	drv-5c228b5af1b4a995
baptism-with-water-commanded	edessa	220	240	affirms	1	0	edge-c57b1e8b07b8f8fa	drv-4bff190de9292888
baptismal-anointing-with-oil	edessa	220	240	affirms	1	0	edge-b7b71d77a41d850b	drv-1b778d6189218f67
christ-truly-became-flesh	edessa	220	240	neutral	0	0	edge-449efcfd414e58bb	drv-bf3c57b917b8a8b1
encratism-is-required	edessa	220	240	affirms	1	0	edge-6429511f393a47c0	drv-3dfba0d2da489905
eucharist-is-body-and-blood	edessa	220	240	neutral	0	0	edge-c1a9e8ca659053bc	drv-7c8f6dfd335b8bb5
fasting-is-required	edessa	220	240	affirms	1	0	edge-8a00d8422d4b2a2d	drv-cac726d70b56b438
prayer-is-offered-without-ceasing	edessa	220	240	affirms	1	0	edge-9091e2dd0dddc7bc	drv-3b390963205fac10
repentance-is-required	edessa	220	240	affirms	1	0	edge-865bbd4f2cc58473	drv-71ebcec946d56cde
second-marriage-is-forbidden	edessa	220	240	affirms	1	0	edge-f0c03365b7bc649f	drv-ab47d95f0835f822
virginity-is-honored-calling	edessa	220	240	affirms	1	0	edge-4f35d7c9738dc4b2	drv-614dd59c4df05964
allegorical-interpretation-of-scripture	alexandria	220	250	affirms	1	0	edge-1dbcfbb275d9ea4d|edge-48bf40bdc301fa13	drv-b7f05287eab40cdb
allegorical-interpretation-of-scripture	antioch	220	250	affirms	1	0	edge-72e1bdba8594edb9	drv-fb7e050fb0cda132
allegorical-interpretation-of-scripture	caesarea	220	250	affirms	1	0	edge-7c5e6974dcecd900	drv-80d79233d3c9ebda
allegorical-interpretation-of-scripture	tyre	220	250	affirms	1	0	edge-9463bc3e0a6fd220	drv-dacc53255a594495
apostolic-succession-transmits-faith	rome	222	225	affirms	1	0	edge-4806e3634e835344	drv-84137c4e4cf096ad
logos-is-pre-existent-son-of-god	rome	222	225	affirms	1	0	edge-88dcff98b43c7b88	drv-5c8b3c8e0c49099a
post-baptismal-sin-forgiven-by-penance	rome	222	225	affirms	1	0	edge-af16cb5b3266b723	drv-3d8e13d39b140cfb
rule-of-faith-received-from-apostles	rome	222	225	affirms	1	0	edge-44a8f5933de1042b	drv-d66976152320bfee
allegorical-interpretation-of-scripture	alexandria	226	235	affirms	1	0	edge-a66027bba22b81ea	drv-62bc8fc043fca0a2
allegorical-interpretation-of-scripture	caesarea	226	235	affirms	1	0	edge-1ea78b7960f4b7e6	drv-582607a20dde7e63
christ-truly-became-flesh	alexandria	226	235	affirms	1	0	edge-9e2c41037417e0e1	drv-0cfbd4dc5a702503
christ-truly-became-flesh	caesarea	226	235	affirms	1	0	edge-c105cceb6f659e23	drv-d09f8a14231c79df
final-judgment-is-coming	alexandria	226	235	affirms	1	0	edge-01849e1b349939c0	drv-cd168bae55fc02ae
final-judgment-is-coming	caesarea	226	235	affirms	1	0	edge-86414b165966ab3f	drv-f7797d1d71dfd581
free-will-grounds-moral-responsibility	alexandria	226	235	affirms	1	0	edge-3fef34f644b4c4ab	drv-1d61ca750058dd22
free-will-grounds-moral-responsibility	caesarea	226	235	affirms	1	0	edge-2862d60a2f7a9360	drv-df065d3724b5fee8
jesus-born-of-virgin	alexandria	226	235	affirms	1	0	edge-bd847201428479cb	drv-45cfb0cf33f773a4
jesus-born-of-virgin	caesarea	226	235	affirms	1	0	edge-b42c7c2c562df8a4	drv-79d9886b7bdf4a8d
logos-is-pre-existent-son-of-god	alexandria	226	235	affirms	1	0	edge-ee517c82a268c02a	drv-30e695372e6a5d0e
logos-is-pre-existent-son-of-god	caesarea	226	235	affirms	1	0	edge-3cfeb0cb86f6bdf2	drv-88253529eeeb07c8
old-testament-is-authoritative-scripture	alexandria	226	235	affirms	1	0	edge-99a0012f7ab5c991	drv-fe171a3fb0abdb92
old-testament-is-authoritative-scripture	caesarea	226	235	affirms	1	0	edge-e3989fa16795ed5f	drv-d93ae22adf35f27a
prayer-is-offered-without-ceasing	alexandria	226	235	affirms	1	0	edge-93b66c303812baa2	drv-18f828d7febef216
prayer-is-offered-without-ceasing	caesarea	226	235	affirms	1	0	edge-23f68a18d2a2f2ed	drv-d03adaefd4c523df
pre-existence-of-souls	alexandria	226	235	affirms	1	0	edge-a9ca277ae867526e	drv-1f10f3aa0c6caabe
pre-existence-of-souls	caesarea	226	235	affirms	1	0	edge-a6663b122840502c	drv-d4e491d5750783ca
son-is-eternally-generated	alexandria	226	235	affirms	1	0	edge-72c599c8ce2eef58	drv-84aee7f07b612ba1
son-is-eternally-generated	caesarea	226	235	affirms	1	0	edge-39b11af9322a2b74	drv-01b61ba3f7fb1890
trinity-is-three-persons-one-substance	alexandria	226	235	affirms	1	0	edge-eaa828f49c29464a	drv-66e965cf9ce77779
trinity-is-three-persons-one-substance	caesarea	226	235	affirms	1	0	edge-1de706f2843799e1	drv-a94ca873de5c0d6c
almsgiving-is-required	edessa	230	230	affirms	1	0	edge-a90ea5089a9bf66a	drv-85f67eb475b9c0e4
baptism-administered-in-trinitarian-name	edessa	230	230	affirms	1	0	edge-8a3960065185283a	drv-102fd7c80a477a3c
baptism-effects-regeneration	edessa	230	230	affirms	1	0	edge-407b2858fc870134	drv-9c20fe7312d4901e
baptismal-anointing-with-oil	edessa	230	230	affirms	1	0	edge-87a010dcb24f8e1e	drv-fa4726d5c098d41a
bishop-authority-over-eucharist	edessa	230	230	affirms	1	0	edge-f494cf25b0f12ca3	drv-3ed44eedae1a331f
bishops-govern-local-church	edessa	230	230	affirms	1	0	edge-ca5631a5e30d49c7	drv-281c3d69f73ee511
bodies-will-be-raised-at-last-day	edessa	230	230	affirms	1	0	edge-fb563758bdedfbc3	drv-2f7b72abc696571b
catechumenate-precedes-baptism	edessa	230	230	affirms	1	0	edge-9ad8288c8ac3da63	drv-f066ee033e9faf44
christians-avoid-public-spectacles	edessa	230	230	affirms	1	0	edge-93aee300e0ee3deb	drv-cb89fed455fdd94f
eucharist-is-sacrifice	edessa	230	230	affirms	1	0	edge-3fa85c2eb394fab5	drv-88167404ee6990a3
eucharist-offered-on-sunday	edessa	230	230	affirms	1	0	edge-7d2e0e3f891b5881	drv-cf709ab073a83eca
fasting-is-required	edessa	230	230	affirms	1	0	edge-39557c28e691c941	drv-47ffca65315d885e
old-testament-is-authoritative-scripture	edessa	230	230	affirms	1	0	edge-2d506ddfbf19f5c3	drv-8b63304c1920e1ae
ordination-conferred-by-laying-on-of-hands	edessa	230	230	affirms	1	0	edge-47cfc45cb198eb65	drv-54a7b1674aeb7602
post-baptismal-sin-forgiven-by-penance	edessa	230	230	affirms	1	0	edge-e5e67d718e9265a2	drv-625d6cab6c652a9d
repentance-is-required	edessa	230	230	affirms	1	0	edge-10f3dfb0b5ad90a4	drv-90bdab244f898f07
threefold-ministry-required	edessa	230	230	affirms	1	0	edge-f5df00cba8abafe9	drv-5f20348cf57c9f35
virginity-is-honored-calling	edessa	230	230	affirms	1	0	edge-9447acc97273b3e3	drv-e4fb7e18d11d2d69
baptismal-anointing-with-oil	edessa	230	240	neutral	0	0	edge-87e00ecf003aa72c	drv-fe7bd61550580920
gospel-reached-india	edessa	230	240	neutral	0	0	edge-cd219dec7367c239	drv-9745c29534750d38
thomas-preached-in-india	edessa	230	240	affirms	1	0	edge-6a205c51c1f6de33	drv-5afcf807398ec25d
apostolic-succession-transmits-faith	caesarea-cappadocia	230	268	affirms	1	0	edge-ab1d8293e5cba484	drv-9af8a847fcdb0958
allegorical-interpretation-of-scripture	caesarea	233	234	affirms	2	0	edge-8034dfeaca713b3a|edge-e724d4987ff7425d	drv-9f62717dc017ebca
baptism-effects-regeneration	caesarea	233	234	affirms	1	0	edge-b04345e3e49b8004	drv-154163c6089e3708
christ-truly-became-flesh	caesarea	233	234	affirms	2	0	edge-775a1175a302ff8a|edge-fbed2a0b8664465c	drv-05a010a50c636d0b
final-judgment-is-coming	caesarea	233	234	affirms	1	0	edge-d023325d2646a240	drv-1463acb3be9469e4
free-will-grounds-moral-responsibility	caesarea	233	234	affirms	1	0	edge-252c666956ea6801	drv-fccf308d82573990
infants-and-children-are-baptized	caesarea	233	234	affirms	1	0	edge-1a0ffd8af901044e	drv-b1c5904ec543e760
jesus-born-of-virgin	caesarea	233	234	affirms	1	0	edge-29134ebea3b6f6d3	drv-cbf393aba45ec55d
logos-is-pre-existent-son-of-god	caesarea	233	234	affirms	2	0	edge-32cac6818dcee3f0|edge-4ccfb83c9741e4c3	drv-7bec81971e50d1b3
old-testament-is-authoritative-scripture	caesarea	233	234	affirms	2	0	edge-9885f25450b43b8d|edge-ba9e8f8f86530882	drv-2b047d6582145eaa
perpetual-virginity-of-mary	caesarea	233	234	affirms	1	0	edge-b03d134585abd69c	drv-fdbf1a86149b32a6
post-baptismal-sin-forgiven-by-penance	caesarea	233	234	affirms	1	0	edge-e6e28585d1ccd72e	drv-33a6a53f0083d124
prayer-is-offered-without-ceasing	caesarea	233	234	affirms	1	0	edge-a01073375569d8b7	drv-0a8cfcc27dc17922
rule-of-faith-received-from-apostles	caesarea	233	234	affirms	1	0	edge-5df3073377fc1849	drv-a1269d33688129d5
son-is-eternally-generated	caesarea	233	234	affirms	1	0	edge-6a1cddd5820e6c73	drv-5c699db8d46cde87
trinity-is-three-persons-one-substance	caesarea	233	234	affirms	1	0	edge-fb5b4afac7323071	drv-f078495d53d8d6d5
bodies-will-be-raised-at-last-day	caesarea	235	235	affirms	1	0	edge-b4ad1eff20213f0a	drv-779781dd28ff4412
christ-truly-became-flesh	caesarea	235	235	affirms	1	0	edge-c7e68d31616f2b90	drv-3a2693318c8aba78
final-judgment-is-coming	caesarea	235	235	affirms	1	0	edge-db6baa4f22573c9a	drv-50b81de57e159ee0
free-will-grounds-moral-responsibility	caesarea	235	235	affirms	1	0	edge-35b61fa9a27b96b0	drv-333b49728e61ef13
logos-is-pre-existent-son-of-god	caesarea	235	235	affirms	1	0	edge-21f51794dbe1d549	drv-b9559a3b0de599bb
martyrdom-witnesses-to-christ	caesarea	235	235	affirms	1	0	edge-79d2287205298dac	drv-d9808d2bac730de4
old-testament-is-authoritative-scripture	caesarea	235	235	affirms	1	0	edge-f1100079fbbd39a4	drv-6da4911b24b1a781
virginity-is-honored-calling	caesarea	235	235	affirms	1	0	edge-559a077c94612e3d	drv-2b509eca2d9be0fd
allegorical-interpretation-of-scripture	caesarea	238	238	affirms	1	0	edge-6d3063fad13867e6	drv-7d8c9ebaca97bb92
free-will-grounds-moral-responsibility	caesarea	238	238	affirms	1	0	edge-a378b87043cf8d47	drv-57740eceb9c92702
greek-philosophy-prepared-gentiles-for-gospel	caesarea	238	238	affirms	1	0	edge-4bc5434d710e7754	drv-bf0eb2820cb062fe
logos-is-pre-existent-son-of-god	caesarea	238	238	affirms	1	0	edge-0b6d2f6d7de0e4c8	drv-c9012691c9425ce3
old-testament-is-authoritative-scripture	caesarea	238	238	affirms	1	0	edge-3ae0bf60dfc5af7e	drv-ce2cd81d5d71960c
allegorical-interpretation-of-scripture	caesarea	238	244	affirms	2	0	edge-a822954feb31a9b6|edge-c0d27bc74c09cc79	drv-36e9491be6aaa774
almsgiving-is-required	caesarea	238	244	affirms	1	0	edge-2050bbc8db7c5d68	drv-cfe7db1a5be0e5ba
baptism-effects-regeneration	caesarea	238	244	affirms	2	0	edge-7724e0d4a7bf2259|edge-798d59daba683429	drv-46a4193b5360fecd
bishops-govern-local-church	caesarea	238	244	affirms	1	0	edge-2a30b671204b6774	drv-375d6e494f59a2ca
christ-truly-became-flesh	caesarea	238	244	affirms	2	0	edge-36e0917e19dc947a|edge-e3b91ba4d90347ec	drv-08a04e9e0ca604e6
eucharist-is-body-and-blood	caesarea	238	244	affirms	1	0	edge-77b8a4bddfcce83d	drv-224fb6eddbad466d
eucharist-is-sacrifice	caesarea	238	244	affirms	1	0	edge-c54ffee938eb470d	drv-dffd58ed0d89b7b5
fasting-is-required	caesarea	238	244	affirms	1	0	edge-f559cd3a34cc0d5f	drv-86c7f8d6deaeee1f
final-judgment-is-coming	caesarea	238	244	affirms	1	0	edge-8ca11bdf56312c30	drv-81435b2e0acdf109
free-will-grounds-moral-responsibility	caesarea	238	244	affirms	1	0	edge-c0b69a8fa0b06b8c	drv-b3141b5dc6a302cd
jesus-born-of-virgin	caesarea	238	244	affirms	1	0	edge-8b403b3445bc3039	drv-8b143e02dba97376
logos-is-pre-existent-son-of-god	caesarea	238	244	affirms	2	0	edge-d785849c676737ca|edge-f00f7cda9398ce6c	drv-28cccb12066de037
old-testament-is-authoritative-scripture	caesarea	238	244	affirms	2	0	edge-1446ae206859206c|edge-a198f67b43c7980a	drv-cf5d1239d11fbae6
ordination-conferred-by-laying-on-of-hands	caesarea	238	244	affirms	1	0	edge-83dccf362e9aced1	drv-6eb35493aeb89af4
post-baptismal-sin-forgiven-by-penance	caesarea	238	244	affirms	2	0	edge-4f5a37ced00fefd4|edge-c17982d48ff9d176	drv-5e1c34b32662f613
son-is-eternally-generated	caesarea	238	244	affirms	1	0	edge-79805adf931383f1	drv-2e8ccb3b49aad709
threefold-ministry-required	caesarea	238	244	affirms	1	0	edge-25778e58f0a2061e	drv-0345c42bc1395654
virginity-is-honored-calling	caesarea	238	244	affirms	1	0	edge-f475555609c42d76	drv-decd6913b1309ae8
allegorical-interpretation-of-scripture	caesarea	243	244	affirms	1	0	edge-50991e70585ae9b9	drv-a1dadf215e733717
baptism-administered-in-trinitarian-name	caesarea	243	244	affirms	1	0	edge-5664466c0cd95be9	drv-5b604a2719382ea0
baptism-effects-regeneration	caesarea	243	244	affirms	1	0	edge-ef9f8739c86c7a54	drv-d0cd4f02e2bc8ffb
christ-truly-became-flesh	caesarea	243	244	affirms	1	0	edge-34cab674d1dbff22	drv-515364469e2cea7f
final-judgment-is-coming	caesarea	243	244	affirms	1	0	edge-7e20f28e7a388804	drv-fc757e594df72fc0
free-will-grounds-moral-responsibility	caesarea	243	244	affirms	1	0	edge-e4ae167df2e18e53	drv-0228241a75dfd081
infants-and-children-are-baptized	caesarea	243	244	affirms	1	0	edge-8a4e95a2c56638a8	drv-03ccbb49dfe917c1
logos-is-pre-existent-son-of-god	caesarea	243	244	affirms	1	0	edge-f8f61b036f8a13e8	drv-0ba4c8077275c8c1
old-testament-is-authoritative-scripture	caesarea	243	244	affirms	1	0	edge-68fc8ef44ef9ec6f	drv-cd1ff90e84d24dd3
post-baptismal-sin-forgiven-by-penance	caesarea	243	244	affirms	1	0	edge-0a119b7498f6a32a	drv-066a3c0d9b22f244
rule-of-faith-received-from-apostles	caesarea	243	244	affirms	1	0	edge-7b7784120d2ebe97	drv-f6348e33d6377e88
son-is-eternally-generated	caesarea	243	244	affirms	1	0	edge-ccf0d3ed49358516	drv-a930ae18a6a9aec1
christianity-reached-britannia	caesarea	244	244	neutral	0	0	edge-87b91e3fd0941871	drv-f5a1677e4ced881e
baptism-administered-in-trinitarian-name	carthage	246	246	affirms	1	0	edge-3d6d4d2051fc6560	drv-9abea5f055d0d38a
baptism-effects-regeneration	carthage	246	246	affirms	1	0	edge-90b2c4a804bd3a35	drv-a16c35bbd1892c9e
baptism-is-illumination	carthage	246	246	affirms	1	0	edge-1b0f09f993fe8fad	drv-bd9388ef8d9cbc49
baptism-with-water-commanded	carthage	246	246	affirms	1	0	edge-625685e13f5cd223	drv-f2c75a4d2540940f
christians-avoid-public-spectacles	carthage	246	246	neutral	0	0	edge-1c9a4fa42fe0528f	drv-921e1acbba58714c
ordination-conferred-by-laying-on-of-hands	carthage	246	246	neutral	0	0	edge-2d76e6f27b72dac9	drv-dd3380aae0ee2285
post-baptismal-sin-forgiven-by-penance	carthage	246	246	neutral	0	0	edge-5d43b69443d875e3	drv-e1a4c1efb5f66b52
allegorical-interpretation-of-scripture	caesarea	246	248	affirms	1	0	edge-8cd673933476d84c	drv-96d8cc4f6bb446ca
apostolic-succession-transmits-faith	caesarea	246	248	affirms	1	0	edge-cc5f1bfbc17cb9c8	drv-880df7a0eaa86710
baptism-administered-in-trinitarian-name	caesarea	246	248	affirms	1	0	edge-160a8b1a56b31a3c	drv-4403ecb1aaf75d9d
bishops-govern-local-church	caesarea	246	248	affirms	1	0	edge-b16635feec35126e	drv-2af72bf5b59af21b
eucharist-is-body-and-blood	caesarea	246	248	affirms	1	0	edge-4f6330c5fc25ce8b	drv-2691cbf8df5a1114
final-judgment-is-coming	caesarea	246	248	affirms	1	0	edge-c3de94453467e1b7	drv-3ca2e2f52cf377e5
free-will-grounds-moral-responsibility	caesarea	246	248	affirms	1	0	edge-a0e2fb47dc1ef5ac	drv-99238e3b2e915edb
logos-is-pre-existent-son-of-god	caesarea	246	248	affirms	1	0	edge-b35d6e5506fa01ee	drv-e5b078614b819e10
old-testament-is-authoritative-scripture	caesarea	246	248	affirms	1	0	edge-50dc6ab21cc05251	drv-b858dd3f7faba9d5
perpetual-virginity-of-mary	caesarea	246	248	affirms	1	0	edge-08d2397e52167266	drv-b29a2249c515b269
post-baptismal-sin-forgiven-by-penance	caesarea	246	248	affirms	1	0	edge-f48fc4fb82aed804	drv-b6a4f09e3fdca8ec
son-is-eternally-generated	caesarea	246	248	affirms	1	0	edge-75f503cf902bd7af	drv-bb82b5f05fc71399
trinity-is-three-persons-one-substance	caesarea	246	248	affirms	1	0	edge-28ac9a0b0dd10264	drv-a81477e131d5036a
virginity-is-honored-calling	caesarea	246	248	affirms	1	0	edge-487dcb45de9d7812	drv-54c8488d32553b20
allegorical-interpretation-of-scripture	caesarea	248	248	affirms	1	0	edge-0f2374df9453e882	drv-6bfef09110731dd7
bodies-will-be-raised-at-last-day	caesarea	248	248	affirms	1	0	edge-4386b7f1647aa132	drv-ef22fbd3bfa8b313
catechumenate-precedes-baptism	caesarea	248	248	affirms	1	0	edge-f4ab4f20f52d2870	drv-24e37f40f19d394a
christ-truly-became-flesh	caesarea	248	248	affirms	1	0	edge-180c060cd4f502e4	drv-2e97cf1f8d844d40
final-judgment-is-coming	caesarea	248	248	affirms	1	0	edge-2ab40b181ec0ca2e	drv-83d92e7999eef4d3
free-will-grounds-moral-responsibility	caesarea	248	248	affirms	1	0	edge-7b95aaa82a7b81e4	drv-1641f54edb665c4b
jesus-born-of-virgin	caesarea	248	248	affirms	1	0	edge-8f3ed35ec82e73ab	drv-a7ded253e9206fd3
logos-is-pre-existent-son-of-god	caesarea	248	248	affirms	1	0	edge-f2a83e90d80b5e8a	drv-25699825d78b6e3b
martyrdom-witnesses-to-christ	caesarea	248	248	affirms	1	0	edge-82d6723b4fc358ba	drv-005997a8fdee9836
old-testament-is-authoritative-scripture	caesarea	248	248	affirms	1	0	edge-36abac406a7a6a5c	drv-0205d6c569419d81
perpetual-virginity-of-mary	caesarea	248	248	affirms	1	0	edge-233e23be48d39ba7	drv-b7b82a9dc151d8ad
prayer-is-offered-without-ceasing	caesarea	248	248	affirms	1	0	edge-a810794b62ee8b12	drv-3e8aa748cc980e34
rule-of-faith-received-from-apostles	caesarea	248	248	affirms	1	0	edge-91b766560933bffe	drv-1b2d839b5055c028
