proposition_id	place_id	year_start	year_end	stance	supporting_claim_count	opposing_claim_count	derived_edge_ids	derivation_hash
apostolic-succession-transmits-faith	philippi	110	135	affirms	1	0	edge-b2c61fed92c570ec	drv-2803179739caebf2
apostolic-succession-transmits-faith	smyrna	110	135	affirms	1	0	edge-88d73e43b7c74ee7	drv-0b2eea4dcfa40e47
bodies-will-be-raised-at-last-day	philippi	110	135	affirms	1	0	edge-41701dc61f38415f	drv-a4090ecedea8d0eb
bodies-will-be-raised-at-last-day	smyrna	110	135	affirms	1	0	edge-67200bccc4fc1e8b	drv-6a0b48c6e512ffb6
christ-truly-became-flesh	philippi	110	135	affirms	1	0	edge-913319e9b1363974	drv-c021b466fc31d5cb
christ-truly-became-flesh	smyrna	110	135	affirms	1	0	edge-b0f9a3a144af87e5	drv-bd09cb7cc86b529b
eucharist-is-body-and-blood	philippi	110	135	affirms	1	0	edge-48f717d26853a30e	drv-cf8913be08fec18e
eucharist-is-body-and-blood	smyrna	110	135	affirms	1	0	edge-2cdb3c75c2a5a300	drv-f83de24cd2069e99
fasting-is-required	philippi	110	135	affirms	1	0	edge-3697c80e51127eb9	drv-1537267e4d6dbab3
fasting-is-required	smyrna	110	135	affirms	1	0	edge-85c9933a76c4d9b7	drv-78f1a54f68d28c95
final-judgment-is-coming	philippi	110	135	affirms	1	0	edge-5ba4084fb629230e	drv-7b3804b25d73642b
final-judgment-is-coming	smyrna	110	135	affirms	1	0	edge-692fcb58aeafa434	drv-ebe9955b16075516
jesus-born-of-virgin	philippi	110	135	affirms	1	0	edge-cc97ac9fb59632e0	drv-c8ea8c1e14f56d66
jesus-born-of-virgin	smyrna	110	135	affirms	1	0	edge-170c6621d07f0982	drv-eb9f28a4c0fa6761
logos-is-pre-existent-son-of-god	philippi	110	135	affirms	1	0	edge-f815a4bb3a52b275	drv-63b29fa15692756a
logos-is-pre-existent-son-of-god	smyrna	110	135	affirms	1	0	edge-224d2e43edc2e180	drv-9816deaa06771b37
martyrdom-witnesses-to-christ	philippi	110	135	affirms	1	0	edge-f6783791e89606ca	drv-e4ea5b27b62fd74b
martyrdom-witnesses-to-christ	smyrna	110	135	affirms	1	0	edge-2c197ad2f0665c22	drv-66a2e26bc102d763
old-testament-is-authoritative-scripture	philippi	110	135	affirms	1	0	edge-c4e53888279d8e98	drv-3d0dc9c4e519a4be
old-testament-is-authoritative-scripture	smyrna	110	135	affirms	1	0	edge-a890c8a0e0278ca9	drv-447b6e65f36f499e
repentance-is-required	philippi	110	135	affirms	1	0	edge-00d24a3f5fb20869	drv-bf4aa6a0d88412de
repentance-is-required	smyrna	110	135	affirms	1	0	edge-7a0dfc59c7e36c27	drv-0f27d51b267d7a78
rule-of-faith-received-from-apostles	philippi	110	135	affirms	1	0	edge-b55a8a3198014686	drv-2cf5ee8db61bff46
rule-of-faith-received-from-apostles	smyrna	110	135	affirms	1	0	edge-73ac1600c2d751d5	drv-26211d22d2dba0c4
threefold-ministry-required	philippi	110	135	affirms	1	0	edge-9e2be86ac0c9e58f	drv-af24984f34c05286
threefold-ministry-required	smyrna	110	135	affirms	1	0	edge-c1a50121a2228295	drv-e7218fa3c471b6b3
bodies-will-be-raised-at-last-day	alexandria	117	145	opposes	0	1	edge-5f379cbbd92ea058	drv-4d328d9827f41ecb
christ-truly-became-flesh	alexandria	117	145	opposes	0	1	edge-63cd5d58f90517f5	drv-31951e562fcc9556
christ-truly-suffered-and-died	alexandria	117	145	opposes	0	1	edge-b00277c112e6428d	drv-3567e2231c2241dc
jesus-born-of-virgin	alexandria	117	145	opposes	0	1	edge-ef6576a083bc486f	drv-bd43b5a985b74cd2
logos-is-pre-existent-son-of-god	alexandria	117	145	opposes	0	1	edge-de9b51baa535380f	drv-6f197d0c6af2d262
old-testament-is-authoritative-scripture	alexandria	117	145	opposes	0	1	edge-af16e3d008fa9a75	drv-08b4b33b4f402626
jesus-born-of-virgin	rome	125	130	affirms	1	0	edge-194bbc2b90cb9111	drv-a038f18ea1e74c32
logos-is-pre-existent-son-of-god	rome	125	130	affirms	1	0	edge-04930c4c7fc638e3	drv-0251b237f8a9f265
apostolic-succession-transmits-faith	pontus	130	160	opposes	0	1	edge-e5fe8c980e9fc06c	drv-300fd98f6606631d
apostolic-succession-transmits-faith	rome	130	160	opposes	0	1	edge-b6068e87ca11fff4	drv-2a09cf058b23eda4
apostolic-succession-transmits-faith	sinope	130	160	opposes	0	1	edge-80c29efb9a49fd3e	drv-2003fdf797410381
bodies-will-be-raised-at-last-day	pontus	130	160	opposes	0	1	edge-c583dd34fc6bdac3	drv-915838bada65e89c
bodies-will-be-raised-at-last-day	rome	130	160	opposes	0	1	edge-10ebefab43685ed6	drv-f9bfbc0f488d9278
bodies-will-be-raised-at-last-day	sinope	130	160	opposes	0	1	edge-23292ef5109b20bf	drv-9de1b2201f7c8529
christ-truly-suffered-and-died	pontus	130	160	opposes	0	1	edge-110b209c719c4496	drv-a74ad2fc52043e45
christ-truly-suffered-and-died	rome	130	160	opposes	0	1	edge-4c47b7501e7c132a	drv-a27e2aea514eb1dd
christ-truly-suffered-and-died	sinope	130	160	opposes	0	1	edge-2579c1267f48abcb	drv-89d4650a14438f1f
jesus-born-of-virgin	pontus	130	160	opposes	0	1	edge-fe497823fd81a67e	drv-5069cc58e7b068e2
jesus-born-of-virgin	rome	130	160	opposes	0	1	edge-9609d16f5cafb3d7	drv-d51ed50acfbc526d
jesus-born-of-virgin	sinope	130	160	opposes	0	1	edge-c98105cc087e85ff	drv-8fa2b16fd913f248
rule-of-faith-received-from-apostles	pontus	130	160	opposes	0	1	edge-b3fcbe117a660075	drv-e4dfd49e8e73bf46
rule-of-faith-received-from-apostles	rome	130	160	opposes	0	1	edge-9ba779562343d442	drv-9c27c7ce7c8bb6b5
rule-of-faith-received-from-apostles	sinope	130	160	opposes	0	1	edge-52a7103e475c9e24	drv-06d49566dbc1b52a
apostolic-succession-transmits-faith	alexandria	138	160	opposes	0	1	edge-5508e3131dcf7218	drv-a0223bf9492070e2
apostolic-succession-transmits-faith	rome	138	160	opposes	0	1	edge-10579e6cbb474a1b	drv-487d7ada626795a8
bodies-will-be-raised-at-last-day	alexandria	138	160	opposes	0	1	edge-c45b8d882237f5fd	drv-af4a2355f155c8db
bodies-will-be-raised-at-last-day	rome	138	160	opposes	0	1	edge-7c6f70c07cbbe7e8	drv-755b7208dcfd2875
christ-truly-became-flesh	alexandria	138	160	opposes	0	1	edge-f449f7299a019890	drv-42f0f58a32421ef5
christ-truly-became-flesh	rome	138	160	opposes	0	1	edge-10257b9d829c5d9e	drv-bc5ef68f5f6d7acc
christ-truly-suffered-and-died	alexandria	138	160	opposes	0	1	edge-c293c9d14bb6bc44	drv-17ebd693eb1ea3e1
christ-truly-suffered-and-died	rome	138	160	opposes	0	1	edge-13cefc76d621d8a5	drv-1ef28109c8c8edbd
old-testament-is-authoritative-scripture	alexandria	138	160	opposes	0	1	edge-86c843ab1ee36e8a	drv-23183c8367b38745
old-testament-is-authoritative-scripture	rome	138	160	opposes	0	1	edge-5473d3938dbb413c	drv-7fd74fac816c7934
rule-of-faith-received-from-apostles	alexandria	138	160	opposes	0	1	edge-240e549172393884	drv-26daa5cfb5eeb6b2
rule-of-faith-received-from-apostles	rome	138	160	opposes	0	1	edge-77f51006e3b19ba4	drv-fe526fa02577058d
old-testament-is-authoritative-scripture	rome	140	144	opposes	0	1	edge-bf723840e4a9b835	drv-eab6667d6e3f9ccc
fasting-is-required	ephesus	150	165	affirms	1	0	edge-60c569de728c1df8	drv-0efc4c5ae447568b
fasting-is-required	flavia-neapolis	150	165	affirms	1	0	edge-51f67a2f95b6ec32	drv-7c0598439477defa
fasting-is-required	rome	150	165	affirms	1	0	edge-b7b4420296627d18	drv-c337222e5a38b518
apostolic-succession-transmits-faith	rome	155	155	affirms	1	0	edge-86ecd753f44385ec	drv-b62bc5dbdecad328
baptism-administered-in-trinitarian-name	rome	155	155	affirms	1	0	edge-3ded9ceef3cfa155	drv-2d67b60ffa585217
baptism-effects-regeneration	rome	155	155	affirms	1	0	edge-2ae8678f279faee0	drv-24e8775d7db3405c
baptism-with-water-commanded	rome	155	155	affirms	1	0	edge-d354f00bcfc335aa	drv-c796847782ccaf7c
baptismal-anointing-with-oil	rome	155	155	affirms	1	0	edge-55e19d19fa927685	drv-58d9be7830a27cb1
bishop-succession-guarantees-apostolic-faith	rome	155	155	affirms	1	0	edge-066b9881fcd34580	drv-ff10112718bce34f
bodies-will-be-raised-at-last-day	rome	155	155	affirms	1	0	edge-3d708d9b1eef3a2a	drv-ce00dc22156c5f1a
catechumenate-precedes-baptism	rome	155	155	affirms	1	0	edge-e97762dd11d55c76	drv-6c7b24567590dacd
christ-truly-became-flesh	rome	155	155	affirms	1	0	edge-ba9ce143ee7dafa6	drv-d4c673e0c1996d36
eucharist-fulfills-malachi-pure-offering	rome	155	155	affirms	1	0	edge-f1c30940b435590e	drv-d35d3cd1a39e741d
eucharist-is-body-and-blood	rome	155	155	affirms	1	0	edge-29086d7ac119dc72	drv-e9ee5dbc0a7e3d59
eucharist-is-sacrifice	rome	155	155	affirms	1	0	edge-83f7b254be3efcc8	drv-797996ec3e4d79e0
eucharist-offered-on-sunday	rome	155	155	affirms	1	0	edge-8df43e41011dc88a	drv-d20572625e30f4e5
jesus-born-of-virgin	rome	155	155	affirms	1	0	edge-2eecd0fb1bf7295e	drv-b323e09f171c4e54
logos-is-pre-existent-son-of-god	rome	155	155	affirms	1	0	edge-a1fb33293c9f0a96	drv-ce124bdef93bc0fe
rule-of-faith-received-from-apostles	rome	155	155	affirms	1	0	edge-775b2c68dd396ca6	drv-62b841d136e927d3
apostolic-succession-transmits-faith	rome	155	160	affirms	1	0	edge-3c6080a56c65448b	drv-320512a83dc7428c
baptism-effects-regeneration	rome	155	160	affirms	1	0	edge-c520d363306c8efd	drv-4e7ef8f33345cc9c
bodies-will-be-raised-at-last-day	rome	155	160	affirms	1	0	edge-672ab8b6a85fd665	drv-a4e9d83601588c40
catechumenate-precedes-baptism	rome	155	160	affirms	1	0	edge-2b4e6eb63c8c15e8	drv-53e131664ca6e63c
christ-truly-became-flesh	rome	155	160	affirms	1	0	edge-0f0802e8bce4a0fc	drv-3a10108b996a444f
eucharist-fulfills-malachi-pure-offering	rome	155	160	affirms	1	0	edge-f460df185375880a	drv-155dd8ed9d726754
eucharist-is-body-and-blood	rome	155	160	affirms	1	0	edge-c1743e64a70757c1	drv-5021e07a16950d98
eucharist-is-sacrifice	rome	155	160	affirms	1	0	edge-11ca2aa30e226c69	drv-5e1526cfb45ad903
eucharist-is-sacrifice	smyrna	155	160	affirms	1	0	edge-b6ab260fdc03ece0	drv-438fe11fb30ef1d6
fasting-is-required	rome	155	160	affirms	1	0	edge-338f58946ea2964f	drv-1e53cc571e80876c
jesus-born-of-virgin	rome	155	160	affirms	1	0	edge-42dc9257cba80247	drv-178472799e3e22a4
logos-is-pre-existent-son-of-god	rome	155	160	affirms	1	0	edge-4d9bc29c48192032	drv-59b660bcb12db0e2
martyrdom-witnesses-to-christ	smyrna	155	160	affirms	1	0	edge-28888c073ab4e041	drv-46073557df30263b
martyrs-relics-honored	smyrna	155	160	affirms	1	0	edge-a32eccb4026a736f	drv-5b042b44ecdb01bc
rule-of-faith-received-from-apostles	rome	155	160	affirms	1	0	edge-15929ce7bca87114	drv-b4aecd71466e1760
bodies-will-be-raised-at-last-day	rome	155	165	affirms	1	0	edge-60cd07d7d9484413	drv-cfe0cdcbde92fcff
christ-truly-became-flesh	rome	155	165	affirms	1	0	edge-e4e5831abf78dbe5	drv-3509bfd8f131df14
logos-is-pre-existent-son-of-god	rome	155	165	affirms	1	0	edge-3cfce027a8e42560	drv-2d7c06e6abc9f864
martyrdom-witnesses-to-christ	ephesus	155	165	affirms	1	0	edge-c17215639b9cacfe	drv-ab60d1d49c1fdf51
martyrdom-witnesses-to-christ	flavia-neapolis	155	165	affirms	1	0	edge-f4bae3d14b642622	drv-c1de38b7393e3d7f
martyrdom-witnesses-to-christ	rome	155	165	affirms	1	0	edge-b9309a4f266faa13	drv-1a40a3d7d025778d
old-testament-is-authoritative-scripture	rome	155	165	affirms	2	0	edge-64168c90b3c2f0b3|edge-f4b29e005de02766	drv-e188aa6aeb648b10
prophetic-gifts-continue-after-apostles	phrygia	155	179	affirms	1	0	edge-1dbfd1b747566168	drv-996e04fc9a7325e0
apostolic-succession-transmits-faith	antioch	155	180	affirms	1	0	edge-9f39c4f2b9562f08	drv-6117f8d1682e3ae3
apostolic-succession-transmits-faith	corinth	155	180	affirms	1	0	edge-58057360fbcb43d9	drv-f5856bb5df0c5f4a
apostolic-succession-transmits-faith	jerusalem	155	180	affirms	1	0	edge-616a10c5b017c44d	drv-0b2c2f7bad961f7b
apostolic-succession-transmits-faith	phrygia	155	180	opposes	0	1	edge-d8bfb10f95c9b768	drv-318f63bf700ff99a
apostolic-succession-transmits-faith	rome	155	180	affirms	1	0	edge-ef1969dbe9f37414	drv-d949b6593e00a451
christ-truly-suffered-and-died	sardis	155	180	affirms	1	0	edge-11cfe183e4a3aa40	drv-ba204b6a581e92a2
old-testament-is-authoritative-scripture	sardis	155	180	affirms	1	0	edge-4a328ccadab6cac7	drv-f97e8417ff14c11c
prophetic-gifts-continue-after-apostles	phrygia	155	180	affirms	1	0	edge-3f48121037d58b7f	drv-89858891371de6ea
rule-of-faith-received-from-apostles	antioch	155	180	affirms	1	0	edge-e096de9e92999ced	drv-41e635621ef27667
rule-of-faith-received-from-apostles	corinth	155	180	affirms	1	0	edge-e561b1e22543ebe7	drv-753d59b657c0dcb6
rule-of-faith-received-from-apostles	jerusalem	155	180	affirms	1	0	edge-944d50f5632c2fd0	drv-4ca1f2275cffd70a
rule-of-faith-received-from-apostles	rome	155	180	affirms	1	0	edge-e66dac82ca86dbf5	drv-e5b521d7eea8a62a
bodies-will-be-raised-at-last-day	sardis	160	170	affirms	1	0	edge-79fac3e07eabf30b	drv-f053fd78d50403f7
christ-truly-became-flesh	sardis	160	170	affirms	1	0	edge-df174bfd17666253	drv-29c4901d6863e308
christ-truly-suffered-and-died	sardis	160	170	affirms	1	0	edge-e6381b41db0977ba	drv-a8fc65e877a564f2
eucharist-is-body-and-blood	sardis	160	170	affirms	1	0	edge-0117b57b5bd10bf1	drv-349d942c4fadcd05
jesus-born-of-virgin	sardis	160	170	affirms	1	0	edge-aebf37bb1c48942a	drv-3e5ff1632343b591
logos-is-pre-existent-son-of-god	sardis	160	170	affirms	1	0	edge-dab1156315b9866c	drv-a9f3ab3248f8a913
martyrdom-witnesses-to-christ	sardis	160	170	affirms	1	0	edge-4a4d5c0386c46785	drv-2aeace56c647d71a
old-testament-is-authoritative-scripture	sardis	160	170	affirms	1	0	edge-2ee11e5fb32ab79b	drv-d7f15ccdd174c2df
encratism-is-required	antioch	165	180	affirms	1	0	edge-f61b93c6f0fb03db	drv-58ffc762d78c20c0
encratism-is-required	edessa	165	180	affirms	1	0	edge-085148b2d8082786	drv-e6d4a9aba030021a
encratism-is-required	rome	165	180	affirms	1	0	edge-6bf609469a8aed66	drv-b103fcdf0f0d7f76
apostolic-succession-transmits-faith	corinth	166	174	affirms	1	0	edge-cfd872ce5bf950d1	drv-768e75160c809641
rule-of-faith-received-from-apostles	corinth	166	174	affirms	1	0	edge-bbcea1deb5697eab	drv-2112418ee3f0a127
encratism-is-required	edessa	170	170	neutral	0	0	edge-6bbd3198645d2764	drv-d86e115d7e4c27cd
gospel-harmony-is-authoritative	edessa	170	170	affirms	1	0	edge-93205c75f29b3238	drv-367f02fcb29504dc
gospel-harmony-is-authoritative	antioch	170	180	affirms	1	0	edge-f2f41f87f6d09fe9	drv-7c8458391a8a826f
gospel-harmony-is-authoritative	edessa	170	180	affirms	1	0	edge-36302f4e1f6e448e	drv-552c91de2d64083e
gospel-harmony-is-authoritative	rome	170	180	affirms	1	0	edge-c7459280ce12de24	drv-9047d579dfc6573d
rule-of-faith-received-from-apostles	ephesus	170	196	affirms	1	0	edge-5d1733b6a7180825	drv-5b4e7f30cffe225f
bodies-will-be-raised-at-last-day	athens	177	177	affirms	1	0	edge-1d849d7bb700416e	drv-35acb94a571a926f
bodies-will-be-raised-at-last-day	rome	177	177	affirms	1	0	edge-6fb64aa9acb05548	drv-fe18d03b2c017e3d
christ-truly-became-flesh	athens	177	177	affirms	1	0	edge-14451ea6f4e4cd2b	drv-73034e69f4a2f99a
christ-truly-became-flesh	rome	177	177	affirms	1	0	edge-d22576cfe2353137	drv-ca9f1e0c7a0762a8
fasting-is-required	athens	177	177	affirms	1	0	edge-105a69ee20684973	drv-0d32395e8746d1b4
fasting-is-required	rome	177	177	affirms	1	0	edge-d88a5171eedfd1c9	drv-7e550b29fca35793
jesus-born-of-virgin	athens	177	177	affirms	1	0	edge-138f34ed5ff308cb	drv-6c976840086e9376
jesus-born-of-virgin	rome	177	177	affirms	1	0	edge-0c9e2c32eee4a110	drv-8091db93cca7b7a7
logos-is-pre-existent-son-of-god	athens	177	177	affirms	1	0	edge-e59b57c301073ad5	drv-4764eb36fe860508
logos-is-pre-existent-son-of-god	rome	177	177	affirms	1	0	edge-c03c70033c5c3cef	drv-c3581d52d8611111
christ-truly-suffered-and-died	lyons	177	185	affirms	1	0	edge-5a6b0422bd773715	drv-a09550c66cd6be09
old-testament-is-authoritative-scripture	lyons	177	185	affirms	1	0	edge-8c0fc7820b529f31	drv-dfaa4be4a8ac5c75
bodies-will-be-raised-at-last-day	antioch	178	183	affirms	1	0	edge-5439e00066a8bde2	drv-58d4dc1619cc746c
christ-truly-became-flesh	antioch	178	183	affirms	1	0	edge-3276ccf9c4ffbd49	drv-80adfd9a1527cf0f
logos-is-pre-existent-son-of-god	antioch	178	183	affirms	1	0	edge-d8075a3697fc2ad7	drv-1fc7b8b7a5438f1c
trinity-is-three-persons-one-substance	antioch	178	183	affirms	1	0	edge-1085d6463acc6e12	drv-d00853b008bfb7ed
apostolic-succession-transmits-faith	lyons	180	185	affirms	1	0	edge-82a952aeb27f5235	drv-dd15ed2d4d00829d
baptism-administered-in-trinitarian-name	lyons	180	185	affirms	1	0	edge-5dc8c65cb9662af4	drv-e71d8d18def69a00
baptism-effects-regeneration	lyons	180	185	affirms	1	0	edge-8b785c8c71762a73	drv-e5af4abbaaeb0afd
baptismal-anointing-with-oil	lyons	180	185	affirms	1	0	edge-d430f4272322b4a5	drv-41ae2727f7dc9f02
bartholomew-preached-in-india	alexandria	180	185	affirms	1	0	edge-94ed2b9156660654	drv-207a3bb090b035e9
bartholomew-preached-in-india	india-malabar	180	185	affirms	1	0	edge-114f885908f4f825	drv-e30a0a1293ae04a0
bishop-succession-guarantees-apostolic-faith	lyons	180	185	affirms	1	0	edge-b9a434431214405e	drv-2998f28d82f9c4ae
bodies-will-be-raised-at-last-day	lyons	180	185	affirms	1	0	edge-80b6a36ff1a80925	drv-90ca164377ba1d89
catechumenate-precedes-baptism	lyons	180	185	affirms	1	0	edge-24cc1783b8a5bc55	drv-2d6c00f99e1b7e13
christ-truly-became-flesh	lyons	180	185	affirms	1	0	edge-19b20d0f9190334b	drv-aa397d61a8b0a5c4
christians-must-not-serve-in-military	lyons	180	185	affirms	1	0	edge-466b7b2c176956c8	drv-ffcf3396c0998c61
eucharist-fulfills-malachi-pure-offering	lyons	180	185	affirms	1	0	edge-8908495079b76081	drv-3ebb443f53f75ac2
eucharist-is-body-and-blood	lyons	180	185	affirms	1	0	edge-a50efdbf5b66627a	drv-d14fba6b6b81a019
eucharist-is-sacrifice	lyons	180	185	affirms	1	0	edge-8ef57da9080fa956	drv-712c983322f4b012
eucharist-offered-on-sunday	lyons	180	185	affirms	1	0	edge-57ebed8a964d02a2	drv-81c929ab8a27c645
fasting-is-required	lyons	180	185	affirms	1	0	edge-d1547680bbcc94ad	drv-372902eca43303b1
frequent-eucharistic-assembly	lyons	180	185	affirms	1	0	edge-af78a2e01a68b24d	drv-8cdb4a8f7c0480f2
gospel-reached-india	alexandria	180	185	affirms	1	0	edge-4edd1df091f08279	drv-0d14f53619b4dbe2
gospel-reached-india	india-malabar	180	185	affirms	1	0	edge-b7a4ae717e77cb5b	drv-b04663c28d405c22
infants-and-children-are-baptized	lyons	180	185	affirms	1	0	edge-e9e1bb9b8c0f0309	drv-e93d21cfa014971e
jesus-born-of-virgin	lyons	180	185	affirms	1	0	edge-61ba81856c0eb1e2	drv-b8dac0a6175c7aeb
logos-is-pre-existent-son-of-god	lyons	180	185	affirms	1	0	edge-8131e30acedea17f	drv-d5e6859d43b0432d
martyrdom-witnesses-to-christ	lyons	180	185	affirms	1	0	edge-42819eca62ae7386	drv-887ecf2734fc97cd
ordination-conferred-by-laying-on-of-hands	lyons	180	185	affirms	1	0	edge-3df91583852f6347	drv-a3c60eca4d60749b
post-baptismal-sin-forgiven-by-penance	lyons	180	185	affirms	1	0	edge-139b1de07525a07e	drv-e8b2bb41047ff7c6
prayer-is-offered-without-ceasing	lyons	180	185	affirms	1	0	edge-f41d3c52e85e94ab	drv-c982c9370d6c1ab5
rule-of-faith-received-from-apostles	lyons	180	185	affirms	1	0	edge-96aadaba57c63d40	drv-f22912bf87989032
apostolic-succession-transmits-faith	rome	189	199	affirms	1	0	edge-b429cf3c7617c7db	drv-6ac6a2e5e11eda54
bishop-succession-guarantees-apostolic-faith	rome	189	199	affirms	1	0	edge-eb1ed23c65021037	drv-3f60651eab0ad1de
christ-truly-became-flesh	alexandria	190	202	affirms	1	0	edge-57d5031dd0c1392e	drv-9b11091074f099bb
christ-truly-became-flesh	athens	190	202	affirms	1	0	edge-580dbee1b9c237cc	drv-ee360f8a562c9451
old-testament-is-authoritative-scripture	alexandria	190	202	affirms	1	0	edge-2e25623c40943f73	drv-52ad0335c007e613
old-testament-is-authoritative-scripture	athens	190	202	affirms	1	0	edge-a9583af8b1642c9b	drv-8942df717045f837
christ-truly-became-flesh	edessa	190	222	affirms	1	0	edge-5ab58674ae0c0079|edge-f858cf2030d43db9	drv-450d02545ecaa8b7
baptism-effects-regeneration	alexandria	195	195	affirms	1	0	edge-26c8a79482c146d6	drv-4f9129e521772e41
christ-truly-became-flesh	alexandria	195	195	affirms	1	0	edge-84561fc2b5ef45e8	drv-c435550b3b70a7d4
logos-is-pre-existent-son-of-god	alexandria	195	195	affirms	1	0	edge-5e6e6b5315f7f621	drv-d19416c2c77dc0c2
almsgiving-is-required	alexandria	195	215	affirms	1	0	edge-de3d094408801e73	drv-4a9d3d301964a652
post-baptismal-sin-forgiven-by-penance	alexandria	195	215	affirms	1	0	edge-e2e2fc0baf2a0662	drv-b3cb469160732002
apostolic-succession-transmits-faith	carthage	195	220	affirms	1	0	edge-b6e5f8d49792092a|edge-eb063a3cb7d9d3dd	drv-5d8b8b1fee615273
apostolic-succession-transmits-faith	rome	195	220	affirms	1	0	edge-cabfbff8d1251ac4	drv-fe2cf28c8e39ec73
catechumenate-precedes-baptism	carthage	195	220	affirms	1	0	edge-60fed8805026535b|edge-72a3e8650f53847c	drv-ec909639b2a4bfd7
catechumenate-precedes-baptism	rome	195	220	affirms	1	0	edge-68176bdfd6b3c8d6	drv-2d9b79fccb2f80cf
eucharist-is-sacrifice	carthage	195	220	affirms	1	0	edge-6e32ba0dba52d43e|edge-744b5199114b0e35	drv-e822d9f640d038d7
eucharist-is-sacrifice	rome	195	220	affirms	1	0	edge-ada9deebb9390941	drv-a1a2d48e51f660b7
fasting-is-required	carthage	195	220	affirms	1	0	edge-6bf7074c55a691c6|edge-a90806a4125c9214	drv-efd0e8cc5ace10a8
fasting-is-required	rome	195	220	affirms	1	0	edge-242a2e147260918f	drv-e2378b9eb4e0211b
threefold-ministry-required	carthage	195	220	affirms	1	0	edge-605d23addb331a57|edge-8fa47265ab94c105	drv-a3a1070f3b0ebbec
threefold-ministry-required	rome	195	220	affirms	1	0	edge-aedacd18208311a6	drv-c203f22b4d0348fc
free-will-grounds-moral-responsibility	edessa	196	196	affirms	1	0	edge-f2af3429908978f9	drv-f6958cae14272e8f
martyrdom-witnesses-to-christ	carthage	197	197	affirms	1	0	edge-061b47d3bbc08137	drv-e2b031b1f55387f2
christians-avoid-public-spectacles	carthage	197	202	affirms	1	0	edge-a68401deb6138ac2	drv-a1d1f1f3e049dc34
baptism-effects-regeneration	alexandria	198	198	affirms	1	0	edge-9c1880c2636f05dd	drv-874b1cd93e49e681
baptism-is-illumination	alexandria	198	198	affirms	1	0	edge-d66e45ad5150a913	drv-621fd85eb30177af
baptismal-anointing-with-oil	alexandria	198	198	affirms	1	0	edge-eef5517968ee40bd	drv-d6be7154da2761a9
catechumenate-precedes-baptism	alexandria	198	198	affirms	1	0	edge-7615cf04985997ca	drv-af65dacc19ca6daf
christ-truly-became-flesh	alexandria	198	198	affirms	1	0	edge-ea21b06201839829	drv-fdfdefc2e13e172c
christians-avoid-public-spectacles	alexandria	198	198	affirms	1	0	edge-88346e7876dbe7de	drv-468152e35109898c
eucharist-is-body-and-blood	alexandria	198	198	affirms	1	0	edge-d61d95f6874b1649	drv-9f230b3ff5b32355
fasting-is-required	alexandria	198	198	affirms	1	0	edge-c0d5d427902df2d9	drv-5903db1cfd367d7f
virginity-is-honored-calling	alexandria	198	198	affirms	1	0	edge-66b468fe30db9754	drv-becd2465b26b71c8
baptism-administered-in-trinitarian-name	carthage	198	200	affirms	1	0	edge-e5185994270c56a1	drv-ca9d9e785976302d
baptism-effects-regeneration	carthage	198	200	affirms	1	0	edge-833907366d472959	drv-428b63839b6cbf02
baptismal-anointing-with-oil	carthage	198	200	affirms	1	0	edge-f29c54802c82b56c	drv-ed03aaf28ccdff37
catechumenate-precedes-baptism	carthage	198	200	affirms	1	0	edge-d3c2c9312fcb9d00	drv-021a451edfb6fb5e
infants-and-children-are-baptized	carthage	198	200	opposes	0	1	edge-97d47fe9bab1c357	drv-8f15738659e80697
post-baptismal-sin-forgiven-by-penance	carthage	198	200	affirms	1	0	edge-05d2f6ffa1d49dec	drv-f5c57eb38ca8d41b
apostolic-succession-transmits-faith	alexandria	198	203	affirms	1	0	edge-ffdf023f00131f17	drv-c4e8dce30508e918
christ-truly-became-flesh	alexandria	198	203	affirms	1	0	edge-63bc6cb6220ac9a6	drv-348046e01fe3e55f
fasting-is-required	alexandria	198	203	affirms	1	0	edge-09969235f26aff7a	drv-7e75468125f71aea
greek-philosophy-prepared-gentiles-for-gospel	alexandria	198	203	affirms	1	0	edge-92575cc7d03262ac	drv-b806a769c1deab90
logos-is-pre-existent-son-of-god	alexandria	198	203	affirms	1	0	edge-989cbe8e769b6e75	drv-c9167a02c28110ba
prayer-is-offered-without-ceasing	alexandria	198	203	affirms	1	0	edge-01a0f5eb1f8c8d57	drv-2916473643e8e74c
rule-of-faith-received-from-apostles	alexandria	198	203	affirms	1	0	edge-2fc7346a5bc7ca5b	drv-777321cf16b45e7f
virginity-is-honored-calling	alexandria	198	203	affirms	1	0	edge-825a6f61eceb8ee8	drv-bb7e63c9e8f783c7
bishop-succession-guarantees-apostolic-faith	carthage	200	200	affirms	1	0	edge-cf1da23e155cb4d2	drv-f1d2e23b79b08324
bodies-will-be-raised-at-last-day	rome	200	200	affirms	1	0	edge-11b0acbd92e7cb35	drv-7747c002584e9fea
christ-truly-became-flesh	carthage	200	200	affirms	1	0	edge-b6e9fdd42766abdc	drv-d529217ffdeda006
christ-truly-became-flesh	rome	200	200	affirms	1	0	edge-8606156ea06a4bd7	drv-e35e7c3bdfd62996
final-judgment-is-coming	rome	200	200	affirms	1	0	edge-c79bfac5c97d588c	drv-1227761cb9f2cbfa
old-testament-is-authoritative-scripture	rome	200	200	affirms	1	0	edge-92e3186a626153ea	drv-3522f8f87850da8a
