place_id	decade	presence_status	group_presence_summary	dominant_polity_group_id	supporting_claim_count	derivation_hash
capernaum	400	unknown	roman-empire	roman-empire	1	state-5c801d8735475781
cappadocia	-20	unknown	roman-empire	roman-empire	1	state-a3cd71159db46936
cappadocia	-10	unknown	roman-empire	roman-empire	1	state-c4cd0035c6a5a631
cappadocia	0	unknown	roman-empire	roman-empire	1	state-d338e1409768a7cf
cappadocia	10	unknown	roman-empire	roman-empire	1	state-d305ec7667d31535
cappadocia	20	unknown	roman-empire	roman-empire	1	state-195df5b5b104ec4a
cappadocia	30	unknown	roman-empire	roman-empire	1	state-3dbdf733e8405f8a
cappadocia	40	unknown	roman-empire	roman-empire	1	state-38d4be082901dde8
cappadocia	50	unknown	roman-empire	roman-empire	1	state-b133449318af903e
cappadocia	60	attested	disciples-of-jesus; roman-empire	roman-empire	4	state-b5d61647412c47b5
cappadocia	70	attested	roman-empire	roman-empire	2	state-6214b053b4dad933
cappadocia	80	attested	roman-empire	roman-empire	2	state-6ab1595a92b5c47e
cappadocia	90	attested	roman-empire	roman-empire	2	state-5966c6dc16ea21b5
cappadocia	100	attested	roman-empire	roman-empire	2	state-8e6819301c345844
cappadocia	110	attested	roman-empire	roman-empire	2	state-ac6db052bbfc192e
cappadocia	120	attested	roman-empire	roman-empire	2	state-9a615f93e884586d
cappadocia	130	attested	roman-empire	roman-empire	2	state-603b713bf8663ff4
cappadocia	140	attested	roman-empire	roman-empire	2	state-879a4c9edbb4e556
cappadocia	150	attested	roman-empire	roman-empire	2	state-2b5131111472a864
cappadocia	160	attested	roman-empire	roman-empire	2	state-c951678c49134451
cappadocia	170	attested	roman-empire	roman-empire	2	state-22280d18f4318b34
cappadocia	180	attested	roman-empire	roman-empire	2	state-2ca93bcccba1aa35
cappadocia	190	attested	roman-empire	roman-empire	2	state-28163cfe7ea6e82f
cappadocia	200	attested	roman-empire	roman-empire	2	state-6c87d37db426556d
cappadocia	210	attested	roman-empire	roman-empire	2	state-c673b95741de2e4a
cappadocia	220	attested	roman-empire	roman-empire	2	state-63ab3bbf3ef1b626
cappadocia	230	attested	roman-empire	roman-empire	2	state-92a4613be8979ba1
cappadocia	240	attested	roman-empire	roman-empire	2	state-590520e0c51d0ce3
cappadocia	250	attested	roman-empire	roman-empire	2	state-6382c8b9a4fe2805
cappadocia	260	attested	roman-empire	roman-empire	2	state-b72fc734b234045f
cappadocia	270	unknown	roman-empire	roman-empire	1	state-24b63b97bae98c59
cappadocia	280	unknown	roman-empire	roman-empire	1	state-e95fd9e3513f66f0
cappadocia	290	unknown	roman-empire	roman-empire	1	state-910030762656ef65
cappadocia	300	unknown	roman-empire	roman-empire	1	state-284d9f7ed13dea89
cappadocia	310	unknown	roman-empire	roman-empire	1	state-c8f4053ed9cf10f5
cappadocia	320	unknown	roman-empire	roman-empire	1	state-1906069ac7665d05
cappadocia	330	unknown	roman-empire	roman-empire	1	state-0345c76ecc3c6e11
cappadocia	340	unknown	roman-empire	roman-empire	1	state-9fbf868d3e1dd41e
cappadocia	350	unknown	roman-empire	roman-empire	1	state-bbfab6ad534aad1e
cappadocia	360	unknown	roman-empire	roman-empire	1	state-ff1349b2d4268411
cappadocia	370	unknown	roman-empire	roman-empire	1	state-0fd15112c2c682ee
cappadocia	380	unknown	roman-empire	roman-empire	1	state-60f56983cabf69a3
cappadocia	390	unknown	roman-empire	roman-empire	1	state-2f4245e0c89b90aa
cappadocia	400	unknown	roman-empire	roman-empire	1	state-af36983c15f9f76a
carthage	-150	unknown	roman-empire	roman-empire	1	state-5bec395025d0f4c4
carthage	-140	unknown	roman-empire	roman-empire	1	state-0387f821d75b65b2
carthage	-130	unknown	roman-empire	roman-empire	1	state-a8fa51b01e865b24
carthage	-120	unknown	roman-empire	roman-empire	1	state-0919a16eec9628c6
carthage	-110	unknown	roman-empire	roman-empire	1	state-a5669cc1acb64b39
carthage	-100	unknown	roman-empire	roman-empire	1	state-7e63f94ac0443119
carthage	-90	unknown	roman-empire	roman-empire	1	state-8c2b56482a2e157a
carthage	-80	unknown	roman-empire	roman-empire	1	state-5d9d70419ce1b262
carthage	-70	unknown	roman-empire	roman-empire	1	state-d84109e84222dbf1
carthage	-60	unknown	roman-empire	roman-empire	1	state-ef49c10564405a99
carthage	-50	unknown	roman-empire	roman-empire	1	state-b72feb8e7558255d
carthage	-40	unknown	roman-empire	roman-empire	1	state-d37d38dd142e2a28
carthage	-30	unknown	roman-empire	roman-empire	1	state-c15e9249f06fc32e
carthage	-20	unknown	roman-empire	roman-empire	1	state-ed060944d729dc56
carthage	-10	unknown	roman-empire	roman-empire	1	state-a94e655ee6c22905
carthage	0	unknown	roman-empire	roman-empire	1	state-965c31d3517a6417
carthage	10	unknown	roman-empire	roman-empire	1	state-27771a58653ef564
carthage	20	unknown	roman-empire	roman-empire	1	state-789f341d8522f27b
carthage	30	unknown	roman-empire	roman-empire	1	state-eceb965401badb97
carthage	40	unknown	roman-empire	roman-empire	1	state-d2c6473ae1d7c7e1
carthage	50	unknown	roman-empire	roman-empire	1	state-cc318b65d69e29af
carthage	60	unknown	roman-empire	roman-empire	1	state-8d5756071225b82b
carthage	70	unknown	roman-empire	roman-empire	1	state-e394b30348f36dcd
carthage	80	unknown	roman-empire	roman-empire	1	state-d48254cc23bfe784
carthage	90	unknown	roman-empire	roman-empire	1	state-c85243461a3eb0de
carthage	100	unknown	roman-empire	roman-empire	1	state-ef714c33b59c7871
carthage	110	unknown	roman-empire	roman-empire	1	state-9ffe5747a761502e
carthage	120	unknown	roman-empire	roman-empire	1	state-107e5a35a24970bf
carthage	130	unknown	roman-empire	roman-empire	1	state-ee84a52a93780f9b
carthage	140	unknown	roman-empire	roman-empire	1	state-2ad2807eb4f77ff3
carthage	150	unknown	marcionites; roman-empire	roman-empire	2	state-24858a8d6b029a48
carthage	160	unknown	marcionites; roman-empire; valentinians	roman-empire	3	state-a5b94e1bea02b99e
carthage	170	unknown	marcionites; roman-empire; valentinians	roman-empire	3	state-69fac7805e5900be
carthage	180	attested	carthage-church; marcionites; roman-empire; valentinians	roman-empire	5	state-f428db417cd9b053
carthage	190	attested	carthage-church; marcionites; montanists; roman-empire; valentinians	roman-empire	6	state-b242578952cadf6d
carthage	200	attested	carthage-church; marcionites; montanists; roman-empire; valentinians	roman-empire	6	state-b580b64295a770a9
carthage	210	attested	carthage-church; marcionites; montanists; roman-empire; valentinians	roman-empire	6	state-8b570d6c3c5556d0
carthage	220	attested	carthage-church; marcionites; montanists; roman-empire; valentinians	roman-empire	6	state-550415b96bb883bf
carthage	230	attested	carthage-church; marcionites; montanists; roman-empire; valentinians	roman-empire	6	state-fa73e4480efe0e94
carthage	240	attested	carthage-church; marcionites; montanists; roman-empire; valentinians	roman-empire	6	state-387679d4e72def83
carthage	250	attested	carthage-church; marcionites; montanists; novatianists; roman-empire; valentinians	roman-empire	7	state-5699f765b4f24ca5
carthage	260	attested	carthage-church; marcionites; novatianists; roman-empire	roman-empire	5	state-70080c358fbba949
carthage	270	attested	carthage-church; marcionites; novatianists; roman-empire	roman-empire	5	state-e9defe95df2620cc
carthage	280	attested	carthage-church; marcionites; novatianists; roman-empire	roman-empire	5	state-fc9621786ed26138
carthage	290	attested	carthage-church; marcionites; novatianists; roman-empire	roman-empire	5	state-32d0676351166e0e
carthage	300	attested	carthage-church; marcionites; novatianists; roman-empire	roman-empire	5	state-d9b617b45541b1b7
carthage	310	attested	carthage-church; novatianists; roman-empire	roman-empire	4	state-4070f0bf68ee50c7
carthage	320	attested	carthage-church; novatianists; roman-empire	roman-empire	4	state-95d8a7aebaa3fc02
carthage	330	attested	carthage-church; novatianists; roman-empire	roman-empire	4	state-a947958d0c69e5a6
carthage	340	attested	carthage-church; novatianists; roman-empire	roman-empire	4	state-637a04395e4b70d1
carthage	350	attested	carthage-church; novatianists; roman-empire	roman-empire	4	state-adf8bf6e3cbad245
carthage	360	attested	carthage-church; roman-empire	roman-empire	3	state-0cb660235ea5c21e
carthage	370	attested	carthage-church; roman-empire	roman-empire	3	state-b071e7f92e976e67
carthage	380	attested	carthage-church; roman-empire	roman-empire	3	state-9caf666a55431a51
carthage	390	attested	carthage-church; roman-empire	roman-empire	3	state-72c80a71cb3494db
carthage	400	attested	carthage-church; roman-empire	roman-empire	3	state-0836221c467d4735
chios	50	attested			1	state-78e9b779b60a7344
clauda	50	attested			1	state-9967f9ea6ae446bc
cnidus	50	attested			1	state-93f0056561089323
colossae	-140	unknown	roman-empire	roman-empire	1	state-336de5ece4903ef1
colossae	-130	unknown	roman-empire	roman-empire	1	state-63ad9c51509418be
colossae	-120	unknown	roman-empire	roman-empire	1	state-dd430763c1913102
colossae	-110	unknown	roman-empire	roman-empire	1	state-9517d462f6bc5f38
colossae	-100	unknown	roman-empire	roman-empire	1	state-f6ae206d260adea9
colossae	-90	unknown	roman-empire	roman-empire	1	state-c5820ff0ea42a526
colossae	-80	unknown	roman-empire	roman-empire	1	state-b2739fa1f9742654
colossae	-70	unknown	roman-empire	roman-empire	1	state-a1a055361034f028
colossae	-60	unknown	roman-empire	roman-empire	1	state-7803fab45db03478
colossae	-50	unknown	roman-empire	roman-empire	1	state-1da5c24d534c76b4
colossae	-40	unknown	roman-empire	roman-empire	1	state-ab284b2968b3e006
colossae	-30	unknown	roman-empire	roman-empire	1	state-cc7348c615098f6e
colossae	-20	unknown	roman-empire	roman-empire	1	state-7a6c42e46f125ed3
colossae	-10	unknown	roman-empire	roman-empire	1	state-3d12ed634e956de8
colossae	0	unknown	roman-empire	roman-empire	1	state-ffb56a9d87e460a4
colossae	10	unknown	roman-empire	roman-empire	1	state-1177970f6733713e
colossae	20	unknown	roman-empire	roman-empire	1	state-7482ce8c4afad702
colossae	30	unknown	roman-empire	roman-empire	1	state-85a5da62628270a4
colossae	40	unknown	roman-empire	roman-empire	1	state-139f33564e4bdb8f
colossae	50	unknown	roman-empire	roman-empire	1	state-46e8a6e2842108a5
colossae	60	attested	colossian-church; disciples-of-jesus; roman-empire	roman-empire	4	state-13893f9ffcf6460f
colossae	70	unknown	roman-empire	roman-empire	1	state-0872108444741a30
colossae	80	unknown	roman-empire	roman-empire	1	state-1ab3b33a9413e17c
colossae	90	unknown	roman-empire	roman-empire	1	state-8382cff5b8cb0578
colossae	100	unknown	roman-empire	roman-empire	1	state-82f7db1a98b9e5ec
colossae	110	unknown	roman-empire	roman-empire	1	state-dd7ecc1f9685f2a4
colossae	120	unknown	roman-empire	roman-empire	1	state-3c2d3d85dc09080b
colossae	130	unknown	roman-empire	roman-empire	1	state-11a17003ccd66f4d
colossae	140	unknown	roman-empire	roman-empire	1	state-1245339699fcb932
colossae	150	unknown	roman-empire	roman-empire	1	state-7da1f5e6b2acda28
colossae	160	unknown	roman-empire	roman-empire	1	state-71a19e477a09f5e7
colossae	170	unknown	roman-empire	roman-empire	1	state-d4e652bc65f943fa
colossae	180	unknown	roman-empire	roman-empire	1	state-f50cca9d69ad5dce
colossae	190	unknown	roman-empire	roman-empire	1	state-e6be14cb38485581
colossae	200	unknown	roman-empire	roman-empire	1	state-7f49488d0d3be2c8
colossae	210	unknown	roman-empire	roman-empire	1	state-427397778f4714bd
colossae	220	unknown	roman-empire	roman-empire	1	state-a8c6eaa18c0db449
colossae	230	unknown	roman-empire	roman-empire	1	state-22ac580a50898e74
colossae	240	unknown	roman-empire	roman-empire	1	state-fb5881499beb2cf1
colossae	250	unknown	roman-empire	roman-empire	1	state-0413f9aa0ec6d960
colossae	260	unknown	roman-empire	roman-empire	1	state-ed4304f41cf5e8e0
colossae	270	unknown	roman-empire	roman-empire	1	state-925c629bd7e88c95
colossae	280	unknown	roman-empire	roman-empire	1	state-9d4dd5162aa10ecf
colossae	290	unknown	roman-empire	roman-empire	1	state-431e7939279a28c1
colossae	300	unknown	roman-empire	roman-empire	1	state-8ecbf0423ef4d90b
colossae	310	unknown	roman-empire	roman-empire	1	state-72ee8e8a0accec07
colossae	320	unknown	roman-empire	roman-empire	1	state-91e199e90bf476ee
colossae	330	unknown	roman-empire	roman-empire	1	state-06d48fb5849c5295
colossae	340	unknown	roman-empire	roman-empire	1	state-fbe7c14701e13d00
colossae	350	unknown	roman-empire	roman-empire	1	state-1a6abc461faf7e62
colossae	360	unknown	roman-empire	roman-empire	1	state-cd2495fe3e7e9d2a
colossae	370	unknown	roman-empire	roman-empire	1	state-b0372d5956afe0fd
colossae	380	unknown	roman-empire	roman-empire	1	state-9b3cdefffc22b3a0
colossae	390	unknown	roman-empire	roman-empire	1	state-496903dac12ea841
colossae	400	unknown	roman-empire	roman-empire	1	state-3d2596d8c28db2dc
corinth	80	attested	corinthian-church		2	state-2a74efaaf3e5a9d3
corinth	90	attested	corinthian-church		2	state-01a62f2b890cc13b
corinth	100	attested	corinthian-church		2	state-1d4e81a18535d947
corinth	110	attested	corinthian-church		2	state-1b777ceabc707fcd
corinth	120	attested	corinthian-church		2	state-0db050a422a9abf5
corinth	130	attested	corinthian-church		2	state-4d5ee134ffe4b19e
corinth	140	attested	corinthian-church		2	state-088fb4bb23535148
corinth	150	attested	corinthian-church		2	state-462beac495d0b18f
corinth	160	attested	corinthian-church		2	state-311c6ea1c890cb21
corinth	170	attested	corinthian-church		2	state-26cba5b9241ca9af
corinth	180	attested	corinthian-church		2	state-cadc2bbf37fdf4bc
corinth	190	attested	corinthian-church		2	state-74adc65cce0366dd
corinth	200	attested	corinthian-church		2	state-f572df95601a9e13
corinth	50	attested	corinthian-church; disciples-of-jesus; roman-empire	roman-empire	4	state-f3fc9df97b7ffc39
corinth	60	attested	corinthian-church; disciples-of-jesus; roman-empire	roman-empire	4	state-0d5b1e4896026ee9
corinth	70	attested	corinthian-church; disciples-of-jesus; roman-empire	roman-empire	4	state-254309e0a5261082
crete	-70	unknown	roman-empire	roman-empire	1	state-17c59fcf84d17910
crete	-60	unknown	roman-empire	roman-empire	1	state-e6b2ed0d04927138
crete	-50	unknown	roman-empire	roman-empire	1	state-3dae9b76ca549a95
crete	-40	unknown	roman-empire	roman-empire	1	state-cd83ea6299613de9
crete	-30	unknown	roman-empire	roman-empire	1	state-7d7121f2573af8b8
crete	-20	unknown	roman-empire	roman-empire	1	state-881c8665ab4fef72
crete	-10	unknown	roman-empire	roman-empire	1	state-9d8bc27eae3dbc2f
crete	0	unknown	roman-empire	roman-empire	1	state-cad0de240e5a3d3b
crete	10	unknown	roman-empire	roman-empire	1	state-54f6cb747fc5e1fe
crete	20	unknown	roman-empire	roman-empire	1	state-4a14af1736bf9a5c
crete	30	unknown	roman-empire	roman-empire	1	state-9daaacabf94b2534
crete	40	unknown	roman-empire	roman-empire	1	state-c28bdf952dd272db
crete	50	unknown	roman-empire	roman-empire	1	state-55c20f816c7adf91
crete	60	attested	disciples-of-jesus; roman-empire	roman-empire	4	state-aecabf5f0568719f
crete	70	attested	roman-empire	roman-empire	2	state-39bd805b6bb62648
crete	80	attested	roman-empire	roman-empire	2	state-5c76992e6af26925
crete	90	attested	roman-empire	roman-empire	2	state-941c98fbc9d5f7c0
crete	100	attested	roman-empire	roman-empire	2	state-5a08b51a658f80af
crete	110	unknown	roman-empire	roman-empire	1	state-72656ab9b548bd67
crete	120	unknown	roman-empire	roman-empire	1	state-1e5546f72ae40be7
crete	130	unknown	roman-empire	roman-empire	1	state-c063244cade4df2b
crete	140	unknown	roman-empire	roman-empire	1	state-0131f9fb63c3b0fd
crete	150	unknown	roman-empire	roman-empire	1	state-5e2f358f9973367d
crete	160	unknown	roman-empire	roman-empire	1	state-33d74d0deea57471
crete	170	unknown	roman-empire	roman-empire	1	state-b631ab6d1b7c9d0a
crete	180	unknown	roman-empire	roman-empire	1	state-66c6e14efa4b1604
crete	190	unknown	roman-empire	roman-empire	1	state-a8b2cf382aa20c4a
crete	200	unknown	roman-empire	roman-empire	1	state-6079515678f32382
crete	210	unknown	roman-empire	roman-empire	1	state-78b2aeb295830fd3
crete	220	unknown	roman-empire	roman-empire	1	state-e8c9536538946607
crete	230	unknown	roman-empire	roman-empire	1	state-cbf80ee67c0bf73e
crete	240	unknown	roman-empire	roman-empire	1	state-94323f98ee246cf8
crete	250	unknown	roman-empire	roman-empire	1	state-18b9ac11572cbba5
crete	260	unknown	roman-empire	roman-empire	1	state-3b3b0675f6ab4a06
crete	270	unknown	roman-empire	roman-empire	1	state-51f497eb25711642
crete	280	unknown	roman-empire	roman-empire	1	state-f46f9a307161d4df
crete	290	unknown	roman-empire	roman-empire	1	state-72d93e75902b8279
crete	300	unknown	roman-empire	roman-empire	1	state-795c5a623a2a6874
crete	310	unknown	roman-empire	roman-empire	1	state-0d1d5986878010e6
crete	320	unknown	roman-empire	roman-empire	1	state-93c047aa87d71734
crete	330	unknown	roman-empire	roman-empire	1	state-6d869586dd6736f3
crete	340	unknown	roman-empire	roman-empire	1	state-6ca6c79ac9f92ac2
crete	350	unknown	roman-empire	roman-empire	1	state-7e3d402b4da46196
crete	360	unknown	roman-empire	roman-empire	1	state-8a23d5b86eaf388e
crete	370	unknown	roman-empire	roman-empire	1	state-a6be47446754053b
crete	380	unknown	roman-empire	roman-empire	1	state-e8f9b319ae40401f
crete	390	unknown	roman-empire	roman-empire	1	state-c3fe382b6998ce53
crete	400	unknown	roman-empire	roman-empire	1	state-ed3699957e27aa23
cyprus	-60	unknown	roman-empire	roman-empire	1	state-e4d31fd23cbb6ead
cyprus	-50	unknown	roman-empire	roman-empire	1	state-addfe713cd7a95b5
cyprus	-40	unknown	roman-empire	roman-empire	1	state-7c9c4f0f502ca173
cyprus	-30	unknown	roman-empire	roman-empire	1	state-a88fc5ee8ab7a356
cyprus	-20	unknown	roman-empire	roman-empire	1	state-a167da2359b0561e
cyprus	-10	unknown	roman-empire	roman-empire	1	state-8e1589c512de1c09
cyprus	0	unknown	roman-empire	roman-empire	1	state-279fbd87580b5360
cyprus	10	unknown	roman-empire	roman-empire	1	state-60c2d0464d6367a4
cyprus	20	unknown	roman-empire	roman-empire	1	state-40d8cc083d6025d7
cyprus	30	unknown	roman-empire	roman-empire	1	state-c06c8c47f36845c5
cyprus	40	attested	roman-empire	roman-empire	3	state-197b19a5db426b0a
cyprus	50	attested	roman-empire	roman-empire	2	state-3009b6eceb051452
cyprus	60	attested	roman-empire	roman-empire	2	state-4ca67e95929e9868
cyprus	70	attested	roman-empire	roman-empire	2	state-572e019f0d341c59
cyprus	80	attested	roman-empire	roman-empire	2	state-d8391f6f2e847c5f
cyprus	90	attested	roman-empire	roman-empire	2	state-37c7a802bcf8527c
cyprus	100	attested	roman-empire	roman-empire	2	state-3374ce21b3f45548
cyprus	110	unknown	roman-empire	roman-empire	1	state-6be09221dc4e6fe4
cyprus	120	unknown	roman-empire	roman-empire	1	state-85692709be1e0182
cyprus	130	unknown	roman-empire	roman-empire	1	state-8986cd1339ad06c2
cyprus	140	unknown	roman-empire	roman-empire	1	state-78c7e6973b4e3385
cyprus	150	unknown	roman-empire	roman-empire	1	state-c6290c8dbc6eee63
cyprus	160	unknown	roman-empire	roman-empire	1	state-1938c9389f1b005c
cyprus	170	unknown	roman-empire	roman-empire	1	state-64476ed9df3704b6
cyprus	180	unknown	roman-empire	roman-empire	1	state-4ebe0cdfdbfe507d
cyprus	190	unknown	roman-empire	roman-empire	1	state-514b8c16d65c752a
cyprus	200	unknown	roman-empire	roman-empire	1	state-c59aecfd74000c17
cyprus	210	unknown	roman-empire	roman-empire	1	state-df091ec444ca4489
cyprus	220	unknown	roman-empire	roman-empire	1	state-4d755695fc5fe586
cyprus	230	unknown	roman-empire	roman-empire	1	state-870e335479a80d3e
cyprus	240	unknown	roman-empire	roman-empire	1	state-77c739dc85b56e15
cyprus	250	unknown	roman-empire	roman-empire	1	state-4c45652d57957e2a
cyprus	260	unknown	roman-empire	roman-empire	1	state-f92f5a4d4d53572f
cyprus	270	unknown	roman-empire	roman-empire	1	state-6b969641da443e72
cyprus	280	unknown	roman-empire	roman-empire	1	state-cab5eb208bf3fd31
cyprus	290	unknown	roman-empire	roman-empire	1	state-0a499949e9ca2d0a
cyprus	300	unknown	roman-empire	roman-empire	1	state-a598ead4a8ebf84d
cyprus	310	unknown	roman-empire	roman-empire	1	state-d05d519ee28a2ffc
cyprus	320	unknown	roman-empire	roman-empire	1	state-31dabec0da040432
cyprus	330	unknown	roman-empire	roman-empire	1	state-97fb9b02ff6ea249
cyprus	340	unknown	roman-empire	roman-empire	1	state-a47b8cf287ee9885
cyprus	350	unknown	roman-empire	roman-empire	1	state-463efe78cba32c22
cyprus	360	unknown	roman-empire	roman-empire	1	state-dca79690bdda061f
cyprus	370	unknown	roman-empire	roman-empire	1	state-5d3aa85807cabd9d
cyprus	380	unknown	roman-empire	roman-empire	1	state-82968f5eae5ef5b2
cyprus	390	unknown	roman-empire	roman-empire	1	state-fb5148df9a990e17
cyprus	400	unknown	roman-empire	roman-empire	1	state-d9a78522b4f4c35a
dalmatia	60	attested			2	state-b0e910349b6f7fa1
dalmatia	70	attested			1	state-ac05553379760ed8
dalmatia	80	attested			1	state-b3868f6403a59c1d
dalmatia	90	attested			1	state-43a14af4e3d34099
dalmatia	100	attested			1	state-83bb3c476df63d3d
damascus	-70	unknown	roman-empire	roman-empire	1	state-11528d7291eb9ee6
damascus	-60	unknown	roman-empire	roman-empire	1	state-8b361da399f25848
damascus	-50	unknown	roman-empire	roman-empire	1	state-20ee284c0394a8ca
damascus	-40	unknown	roman-empire	roman-empire	1	state-0bf0054fca02d5f6
damascus	-30	unknown	roman-empire	roman-empire	1	state-b47da8ebf04fb417
damascus	-20	unknown	roman-empire	roman-empire	1	state-18aa94addf9d3661
damascus	-10	unknown	roman-empire	roman-empire	1	state-96adc483048ee68b
damascus	0	unknown	roman-empire	roman-empire	1	state-db64eff905c53251
damascus	10	unknown	roman-empire	roman-empire	1	state-84b31f3e12e986d8
damascus	20	unknown	roman-empire	roman-empire	1	state-7b946bb7f5c7755e
damascus	30	attested	disciples-of-jesus; roman-empire	roman-empire	3	state-216e2a0b4d540fc4
damascus	40	attested	disciples-of-jesus; roman-empire	roman-empire	3	state-3529c815189c8f61
damascus	50	attested	disciples-of-jesus; roman-empire	roman-empire	3	state-bae74a6968dc35d7
damascus	60	attested	roman-empire	roman-empire	2	state-8cbc729cf6d6b157
damascus	70	attested	roman-empire	roman-empire	2	state-6b2ffd559c6cf663
damascus	80	attested	roman-empire	roman-empire	2	state-23477a74865d3ce8
damascus	90	attested	roman-empire	roman-empire	2	state-a01eff036e70413d
damascus	100	attested	roman-empire	roman-empire	2	state-c4a74e5f256e69a2
damascus	110	unknown	roman-empire	roman-empire	1	state-74e45abc6e80ecae
damascus	120	unknown	roman-empire	roman-empire	1	state-213dd65ad613c152
damascus	130	unknown	roman-empire	roman-empire	1	state-2c2bcffdebfd6db0
damascus	140	unknown	roman-empire	roman-empire	1	state-5f6b4ef0d7c9ecba
damascus	150	unknown	roman-empire	roman-empire	1	state-b633612c22ddbdd8
damascus	160	unknown	roman-empire	roman-empire	1	state-8cafbdb629639f49
damascus	170	unknown	roman-empire	roman-empire	1	state-ef46cd1bec2e1f41
damascus	180	unknown	roman-empire	roman-empire	1	state-5beb8976bd993ac0
damascus	190	unknown	roman-empire	roman-empire	1	state-d82b8e8d93868b38
damascus	200	unknown	roman-empire	roman-empire	1	state-b6b35004992d7e04
damascus	210	unknown	roman-empire	roman-empire	1	state-23db06f61c7a9b5d
damascus	220	unknown	roman-empire	roman-empire	1	state-d473f1c7695df968
damascus	230	unknown	roman-empire	roman-empire	1	state-2db2dfb6638bbce1
damascus	240	unknown	roman-empire	roman-empire	1	state-57d641d48d849c67
damascus	250	unknown	roman-empire	roman-empire	1	state-bafb6dc19b0cd652
damascus	260	unknown	roman-empire	roman-empire	1	state-e78ff80409b70700
damascus	270	unknown	roman-empire	roman-empire	1	state-8eeb6ebaf462323e
derbe	-30	unknown	roman-empire	roman-empire	1	state-f1cb1394ab58882e
derbe	-20	unknown	roman-empire	roman-empire	1	state-1e2ee95553ffb2c4
derbe	-10	unknown	roman-empire	roman-empire	1	state-3f3c16e81f9bdea6
derbe	0	unknown	roman-empire	roman-empire	1	state-a014041fe34c0cb3
derbe	10	unknown	roman-empire	roman-empire	1	state-cfaf460a4d1349f5
derbe	20	unknown	roman-empire	roman-empire	1	state-10a5fc5f83b77eb6
derbe	30	unknown	roman-empire	roman-empire	1	state-7bee7e49029ca620
derbe	40	unknown	roman-empire	roman-empire	1	state-82da1a1ee4ec7708
derbe	50	attested	roman-empire	roman-empire	2	state-b02f70f73426622d
derbe	60	unknown	roman-empire	roman-empire	1	state-de70637ff6856039
derbe	70	unknown	roman-empire	roman-empire	1	state-1098aa48d6306f3d
derbe	80	unknown	roman-empire	roman-empire	1	state-93aa20f027e308fe
derbe	90	unknown	roman-empire	roman-empire	1	state-71573eb76920f592
derbe	100	unknown	roman-empire	roman-empire	1	state-b4d944991f84503b
derbe	110	unknown	roman-empire	roman-empire	1	state-0e0985d6aa7df9b5
derbe	120	unknown	roman-empire	roman-empire	1	state-58bb69714e653ba2
derbe	130	unknown	roman-empire	roman-empire	1	state-eea15cadc2b702f9
derbe	140	unknown	roman-empire	roman-empire	1	state-95109c907675aaed
derbe	150	unknown	roman-empire	roman-empire	1	state-1ea5a01c8a2b385e
derbe	160	unknown	roman-empire	roman-empire	1	state-5ce230dc066ddb3e
derbe	170	unknown	roman-empire	roman-empire	1	state-33eeb0a37be7f3d6
derbe	180	unknown	roman-empire	roman-empire	1	state-aea0dec9fd383793
derbe	190	unknown	roman-empire	roman-empire	1	state-17c5ed90e467efc5
derbe	200	unknown	roman-empire	roman-empire	1	state-ba9b78ed69eb5b95
derbe	210	unknown	roman-empire	roman-empire	1	state-2b707f822c6e0189
derbe	220	unknown	roman-empire	roman-empire	1	state-c6b3abecb9c3bf42
derbe	230	unknown	roman-empire	roman-empire	1	state-22f816a2be181403
derbe	240	unknown	roman-empire	roman-empire	1	state-d5c385d356d1ab86
derbe	250	unknown	roman-empire	roman-empire	1	state-15c761bd56c8e18d
derbe	260	unknown	roman-empire	roman-empire	1	state-9937aa64904af914
derbe	270	unknown	roman-empire	roman-empire	1	state-2d1cd77d9dd4cbe2
derbe	280	unknown	roman-empire	roman-empire	1	state-6137cc02cb1bb5fa
derbe	290	unknown	roman-empire	roman-empire	1	state-caf48332c01e8b15
derbe	300	unknown	roman-empire	roman-empire	1	state-1789850f355ffa52
derbe	310	unknown	roman-empire	roman-empire	1	state-f889e7a20f797106
derbe	320	unknown	roman-empire	roman-empire	1	state-c34cefac8a73209a
derbe	330	unknown	roman-empire	roman-empire	1	state-fbecf7a1f1c03c89
derbe	340	unknown	roman-empire	roman-empire	1	state-ea7f9e7e1ff31cf6
derbe	350	unknown	roman-empire	roman-empire	1	state-6a1f89ed6ece2179
derbe	360	unknown	roman-empire	roman-empire	1	state-e1ce0bf8319cd8b6
derbe	370	unknown	roman-empire	roman-empire	1	state-4215d0fd614c97b5
derbe	380	unknown	roman-empire	roman-empire	1	state-19e998d3509e8fbe
derbe	390	unknown	roman-empire	roman-empire	1	state-26c78115c830796e
derbe	400	unknown	roman-empire	roman-empire	1	state-5d578ad87bd32a10
dura-europos	230	attested			1	state-e687c0260a9dbc81
dura-europos	240	attested			1	state-8870301d77c3a5d5
dura-europos	250	attested			1	state-250a71ccb0d43b88
edessa	250	attested	bardesanites; edessa-church		3	state-1e77fd337572a78b
edessa	260	attested	bardesanites; edessa-church		3	state-fe44bac34500261b
edessa	270	attested	bardesanites; edessa-church		3	state-63ec9995582401e1
edessa	280	attested	bardesanites; edessa-church		3	state-775d6ac8e2122eb6
edessa	290	attested	bardesanites; edessa-church		3	state-a9824fa9d0b12c66
edessa	300	attested	bardesanites; church-of-the-east; edessa-church		4	state-eaa0a092f16893ff
